attr1,attr2,attr3,attr4,attr5,attr6,class
-0.020667142,-0.38614689,0.76081531,-0.85955255,,,
0.69853282,5.0062242,,-0.85955255,,,
-0.20122936,,,,,,-1
,,,,,-0.94572324,-1
,-0.47019533,-0.59163147,-0.85955255,-0.37786573,,-1
-0.30641616,-0.44807732,,0.47716702,3.8514908,0.6844784,
0.098578448,,0.62557063,0.72737999,,,
,,-0.230979,,,,
,-0.43923012,,1.3375115,0.4540584,0.78503289,-1
-0.17870143,,,,-0.37786573,,
2.6393226,-0.45250093,,-0.85955255,,,
,-0.29325125,-0.0055711987,,0.52102851,,-1
2.4015089,,,-0.85955255,,,-1
,,,-0.85955255,-0.37786573,,-1
0.60571097,2.161848,1.5272018,0.47210369,,,
,,,-0.85955255,-0.37786573,-0.94572324,-1
,,-0.59163147,-0.85955255,,-0.94572324,
-0.051494837,,,,,,
-0.19530095,-0.38172329,,-0.85955255,,-0.94572324,-1
-0.78441482,-0.47019533,,,-0.37786573,-0.94572324,-1
-0.1600693,,-0.0055711987,0.56915088,,,
,-0.47019533,,,-0.37786573,-0.94572324,
-0.78441482,,-0.59163147,-0.85955255,-0.37786573,,
,0.68878845,,-0.85955255,-0.37786573,,
,,,,-0.37786573,-0.94572324,
,,,,1.7553001,,-1
,0.15795618,-0.27606055,,-0.37786573,0.87035185,
-0.78441482,,,-0.85955255,-0.37786573,-0.94572324,-1
,,-0.59163147,,-0.37786573,,
-0.78441482,-0.47019533,-0.59163147,-0.85955255,,,-1
0.9092452,1.5115785,,,-0.37786573,0.67838418,-1
,,-0.59163147,-0.85955255,-0.37786573,,
,,-0.59163147,-0.85955255,,,-1
,0.5781984,,,,,-1
,-0.34633447,,-0.13802778,2.0412894,,
-0.78441482,-0.47019533,-0.59163147,,-0.37786573,,
,-0.47019533,-0.59163147,,-0.37786573,-0.94572324,-1
0.40770231,,,2.1581931,,1.565092,-1
,-0.45250093,,,-0.37786573,,-1
,2.1043412,,-0.85955255,-0.37786573,,
-0.78441482,-0.47019533,-0.59163147,,-0.37786573,,
,-0.29325125,0.85097843,-0.85955255,-0.37786573,-0.94572324,-1
,,0.35508128,,,,
0.45580707,,0.49032595,0.67590279,,,
,,-0.0055711987,0.12948491,,1.1110732,-1
,-0.47019533,-0.59163147,,,-0.94572324,-1
,-0.30652205,,0.74847721,-0.37786573,0.83683369,-1
-0.31776482,-0.44365372,0.44524439,,-0.37786573,-0.94572324,
-0.03438716,,1.8878543,,0.14195927,,-1
,,0.35508128,1.4172589,,,
-0.079443022,,,-0.85955255,-0.37786573,,-1
0.54168422,,0.35508128,,,1.01966,
,,,,,-0.94572324,
-0.78441482,,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
,,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
,,-0.18589744,,,,
,-0.47019533,-0.59163147,-0.85955255,,,
-0.78441482,,-0.59163147,-0.85955255,,-0.94572324,-1
-0.38365478,-0.42153571,0.44524439,0.062817709,,,-1
,-0.47019533,,-0.85955255,-0.37786573,,-1
,,-0.59163147,-0.85955255,,,-1
-0.32199939,-0.36845248,,,,,-1
,-0.44807732,,0.27716542,,,-1
0.054030735,,10.543514,,,,
0.76239019,,-0.41130523,,-0.37786573,,
0.088415471,,0.30999972,,-0.37786573,,-1
,,-0.59163147,,,-0.94572324,
,-0.31536926,,0.10585603,,,-1
,-0.29325125,-0.14081588,0.57758976,-0.37786573,1.7113531,-1
-0.78441482,-0.47019533,-0.59163147,,,,-1
,-0.36845248,-0.095734317,-0.85955255,,-0.94572324,
-0.78441482,-0.47019533,-0.59163147,,-0.37786573,,-1
-0.78441482,,,,,-0.94572324,-1
0.010838085,,1.7526096,,-0.37786573,,
,-0.0012934972,,0.19404239,,1.1994393,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,,-0.94572324,-1
-0.78441482,-0.47019533,,-0.85955255,-0.37786573,,-1
-0.41973335,-0.36845248,,,-0.37786573,,
,-0.34633447,,,,1.0653666,
-0.22511235,,0.35508128,,,,-1
-0.78441482,-0.47019533,,-0.85955255,-0.37786573,,-1
,,0.08459192,,-0.37786573,0.76675026,-1
,,-0.32114211,0.54383422,-0.37786573,,
,-0.28882764,,-0.85955255,-0.37786573,,-1
,-0.37729969,-0.18589744,,,1.0653666,
-0.78441482,,-0.59163147,-0.85955255,-0.37786573,,
-0.39856048,-0.45250093,0.17475504,0.83877329,-0.37786573,,-1
0.66414809,,,-0.85955255,-0.37786573,-0.94572324,
-0.014061207,,-0.0055711987,,,-0.94572324,
0.065379392,,-0.18589744,0.95438603,1.6679492,1.162874,
,-0.34191087,-0.59163147,,,0.72104367,
-0.78441482,,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
-0.78441482,-0.47019533,-0.59163147,,-0.37786573,,-1
0.60774357,,-0.36622367,,-0.37786573,,
-0.78441482,,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
,,,,,,
,1.2196207,-0.45638679,-0.85955255,,,
,2.6351734,,-0.85955255,,,
-0.78441482,-0.47019533,-0.59163147,,-0.37786573,,
0.56793858,,,-0.85955255,,,-1
,,0.40016284,-0.85955255,-0.37786573,-0.94572324,-1
-0.78441482,-0.47019533,,-0.85955255,-0.37786573,-0.94572324,
,-0.3994177,,,-0.37786573,1.5102441,-1
0.5130585,0.41010151,,,-0.37786573,,
,,-0.59163147,,-0.37786573,-0.94572324,
,,-0.230979,0.85185356,2.6958778,,-1
,,,-0.85955255,,,-1
,-0.35518168,,,-0.37786573,-0.94572324,
,-0.47019533,-0.59163147,,-0.37786573,-0.94572324,
,,-0.0055711987,,,0.62353628,
,,5.2689712,-0.85955255,-0.37786573,,-1
,-0.47019533,,,-0.37786573,-0.94572324,-1
,,-0.41130523,,-0.37786573,-0.94572324,-1
0.41193689,,0.17475504,-0.85955255,,-0.94572324,-1
0.45936411,,-0.50146835,-0.85955255,-0.37786573,,
,,0.40016284,-0.85955255,-0.37786573,-0.94572324,
-0.78441482,-0.47019533,-0.59163147,,-0.37786573,,
,,-0.18589744,,-0.37786573,,-1
-0.78441482,,-0.59163147,,,-0.94572324,-1
,-0.47019533,-0.59163147,-0.85955255,,-0.94572324,-1
-0.78441482,,-0.59163147,-0.85955255,,,-1
-0.78441482,,,,-0.37786573,,
-0.78441482,,,-0.85955255,-0.37786573,,
0.32216393,,,,3.5478205,,-1
0.54337805,0.49414995,0.039510361,,,,-1
-0.058100772,-0.23132081,,1.6839277,-0.37786573,1.1232616,-1
,-0.30209845,-0.18589744,-0.85955255,-0.37786573,-0.94572324,
0.092819428,,-0.32114211,-0.85955255,,-0.94572324,-1
,-0.47019533,,,,-0.94572324,
0.16311335,0.27739344,,,,0.50165204,-1
,0.038518923,,,,,-1
,,-0.45638679,,,-0.94572324,-1
,,,-0.85955255,,-0.94572324,
-0.16362634,,,1.2303376,,,
,,,0.9826563,0.40769955,,
-0.78441482,-0.47019533,-0.59163147,,,-0.94572324,-1
,,-0.59163147,,,-0.94572324,-1
-0.088250935,-0.36402888,0.98622311,,0.13968742,,-1
,1.7814182,0.26491816,,-0.37786573,,
,-0.37729969,-0.230979,,,,
,,,,,1.0806022,-1
,,,-0.85955255,-0.37786573,,-1
,-0.47019533,-0.59163147,-0.85955255,-0.37786573,,-1
,-0.47019533,,,-0.37786573,-0.94572324,-1
,-0.24901522,,,2.7534971,,-1
0.1487158,,0.53540751,,,,-1
,-0.38172329,,,,1.3731243,-1
-0.43887362,-0.43038291,0.40016284,,,,-1
0.63603052,,0.58048907,,,,
0.72478718,,-0.50146835,,-0.37786573,-0.94572324,-1
-0.78441482,,,-0.85955255,-0.37786573,-0.94572324,-1
,-0.31979286,-0.095734317,,,,-1
,,,-0.85955255,-0.37786573,-0.94572324,-1
,,,,,-0.94572324,-1
0.18767387,,0.85097843,,,1.2451459,
-0.19563972,-0.4082649,-0.14081588,,,-0.94572324,-1
-0.16091622,,,,-0.37786573,,-1
,,,0.87801411,1.3253941,0.53517021,-1
1.6270901,2.0114455,-0.36622367,1.4463731,,0.95871792,-1
,,,,,,
,,,,,1.104979,-1
-0.20834344,,0.35508128,,0.52178579,,
,,,,,-0.94572324,-1
,,,1.0771718,0.057242412,1.4401607,
0.1029824,,,-0.85955255,-0.37786573,-0.94572324,-1
,,,-0.85955255,-0.37786573,-0.94572324,-1
0.078930027,,,0.51472006,,,
,,,,,0.2182712,-1
0.11212908,,-0.18589744,,-0.37786573,-0.94572324,-1
0.033704782,-0.018987906,,,1.8535163,1.0440369,
,-0.25343882,,,,,-1
,,,,-0.37786573,-0.94572324,-1
-0.30810999,,-0.230979,,-0.37786573,,
,-0.39057049,1.3919571,,0.48622644,1.047084,-1
0.45834781,,,-0.85955255,,-0.94572324,
,,,,,-0.94572324,-1
,-0.19150839,,,-0.37786573,,-1
-0.045566434,,,-0.85955255,,,-1
-0.22003086,,,0.30163819,,,
0.23340727,-0.30209845,-0.27606055,-0.85955255,-0.37786573,-0.94572324,-1
,,-0.59163147,,-0.37786573,-0.94572324,
,,,,-0.37786573,1.4279722,-1
,2.617479,,,,,-1
-0.78441482,,-0.59163147,,,-0.94572324,-1
-0.78441482,,-0.59163147,,,,
,,-0.41130523,2.0257026,1.6836546,1.0958377,
1.0745629,,-0.41130523,,,0.44070993,-1
,,,,-0.37786573,-0.94572324,-1
-0.78441482,,,-0.85955255,-0.37786573,,
0.31606614,-0.23574442,,,,1.1994393,-1
,,0.94114155,,-0.37786573,1.248193,
,-0.47019533,,-0.85955255,-0.37786573,,-1
,-0.12957796,-0.230979,,-0.37786573,0.72713788,
-0.78441482,,,,,-0.94572324,-1
,-0.44365372,-0.050652758,0.76788664,,,-1
,,,-0.85955255,,-0.94572324,-1
,-0.027835111,0.12967348,1.1273832,,1.7204944,-1
,,-0.59163147,,,-0.94572324,-1
,3.0421448,,1.8341399,0.066296876,0.91301134,
,-0.45250093,0.12967348,-0.85955255,,-0.94572324,
0.38551315,,,,,,
,-0.47019533,,-0.85955255,-0.37786573,,-1
,,,-0.85955255,-0.37786573,,-1
-0.78441482,,-0.59163147,,,,
,-0.47019533,-0.59163147,,-0.37786573,,-1
,,,-0.85955255,-0.37786573,-0.94572324,
0.5349089,,,,,0.96176503,
-0.78441482,-0.47019533,-0.59163147,,-0.37786573,-0.94572324,-1
,,-0.230979,-0.85955255,,-0.94572324,-1
-0.023885418,-0.11630716,,,0.39798658,0.9983303,
,,-0.59163147,-0.85955255,-0.37786573,-0.94572324,
,-0.4038413,,-0.85955255,,-0.94572324,-1
-0.35977179,-0.42595931,,-0.85955255,,-0.94572324,
,-0.43038291,,0.59404559,,,
-0.13872705,,,,-0.37786573,,-1
0.49086934,2.4184169,,,,,
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
,-0.27998044,-0.32114211,-0.85955255,-0.37786573,,-1
-0.079781788,,1.6624465,,0.38932722,,
,,2.2935883,-0.85955255,,-0.94572324,-1
-0.46953193,,1.301794,,-0.37786573,0.89777581,-1
,-0.47019533,,-0.85955255,-0.37786573,-0.94572324,
,-0.47019533,-0.59163147,,,,
-0.78441482,,,,,,
-0.78441482,-0.47019533,,,,-0.94572324,-1
-0.37586317,-0.45250093,-0.59163147,-0.85955255,,,
-0.78441482,,,,-0.37786573,,-1
,,,,,,
,,,,,-0.94572324,-1
,,,,,,
-0.16989351,-0.45250093,,,-0.37786573,,-1
-0.29642257,-0.45250093,,,,,
-0.10586676,,0.12967348,0.80543969,-0.37786573,,
-0.78441482,-0.47019533,,,,-0.94572324,
,,-0.36622367,0.80712747,,,-1
0.73122373,2.1485772,,,0.0064057139,,-1
-0.78441482,,,,,,
0.30979897,-0.15169597,0.58048907,,-0.010649603,,
0.19156968,-0.32421646,,-0.85955255,,-0.94572324,-1
0.09637647,-0.31536926,,,,-0.94572324,-1
,,-0.18589744,,,,
,-0.47019533,,-0.85955255,-0.37786573,,
,-0.22689721,,,-0.37786573,-0.94572324,-1
,,,,-0.37786573,-0.94572324,-1
,,,0.28771402,-0.37786573,,
0.027776379,,,0.79489108,,1.5468094,
-0.78441482,,,,-0.37786573,,
,-0.47019533,-0.59163147,,,,
-0.018465164,-0.2136264,,,,,
-0.78441482,,,,,,-1
0.091294981,,-0.27606055,0.88560911,,1.1080261,-1
0.034043548,,,,-0.37786573,,
,-0.44365372,,,,,
-0.78441482,,-0.59163147,-0.85955255,-0.37786573,,-1
0.76391464,0.01197731,-0.050652758,1.0088168,,1.1171674,
,0.193345,,0.38855871,,1.0318485,-1
0.24865173,,0.08459192,0.59277976,,1.2420988,
-0.15380213,-0.37729969,,-0.85955255,,-0.94572324,
,,,,,,
0.4793513,0.65339963,-0.095734317,0.83750746,0.97727471,,
-0.11433591,-0.44365372,-0.050652758,-0.85955255,-0.37786573,-0.94572324,-1
0.27643054,-0.24459162,0.30999972,1.075906,,,-1
,-0.47019533,,,,-0.94572324,
1.9148717,-0.45250093,,,,-0.94572324,
-0.78441482,,-0.59163147,,-0.37786573,,
,,0.80589687,,-0.37786573,1.2451459,-1
1.2651188,,-0.230979,1.3700012,-0.37786573,0.85816343,-1
,-0.47019533,-0.59163147,,-0.37786573,-0.94572324,-1
-0.10722182,,-0.27606055,0.36999316,,0.85816343,-1
,,-0.45638679,-0.85955255,,,
0.35536299,,,,-0.37786573,,-1
-0.15769794,,,0.046783825,-0.37786573,,-1
,,,,,,-1
-0.78441482,,-0.59163147,-0.85955255,-0.37786573,-0.94572324,
0.35908941,,-0.45638679,0.61134531,-0.37786573,,-1
,-0.010140702,1.2567125,,,,-1
,1.3965648,,,0.22907967,,-1
,-0.43480652,0.08459192,-0.85955255,-0.37786573,-0.94572324,
,0.84803813,0.35508128,,-0.37786573,,-1
,,-0.59163147,,-0.37786573,-0.94572324,
-0.78441482,,,,-0.37786573,-0.94572324,-1
0.99834063,,,0.41725093,0.22453598,0.8916816,
,-0.43038291,1.3919571,,-0.37786573,0.56564127,
,-0.38614689,1.5272018,,,1.2725698,
-0.13855767,,0.67065219,,0.21307797,,-1
,,,1.4991161,,0.14514066,-1
,,0.17475504,1.3936301,,,-1
,-0.45250093,,-0.85955255,,-0.94572324,
0.24509469,0.3791363,,,,,-1
0.2191791,-0.13842517,-0.14081588,,0.57370903,1.2695227,
0.29015055,0.25085183,,,,,
0.40431466,-0.15611958,-0.0055711987,-0.85955255,-0.37786573,,
-0.78441482,-0.47019533,-0.59163147,,-0.37786573,-0.94572324,-1
1.0032527,0.5781984,-0.27606055,,-0.37786573,0.65705444,
-0.13483124,-0.27113323,-0.59163147,0.55818032,,,-1
,-0.47019533,-0.59163147,-0.85955255,,-0.94572324,
,-0.16496678,,0.67843445,0.9227833,1.3335119,-1
,,,-0.85955255,,-0.94572324,
0.2649125,,,,,,
,,,,-0.37786573,,
,-0.16939038,-0.32114211,,,,
-0.78441482,-0.47019533,-0.59163147,-0.85955255,,,-1
,-0.47019533,,,,-0.94572324,
,,,,,,
-0.13957397,-0.32421646,0.30999972,0.25438042,0.47565741,,-1
-0.041670627,-0.25343882,,1.2387765,0.75015583,0.9983303,
,,-0.0055711987,,,,-1
0.014733892,-0.38614689,,-0.85955255,,-0.94572324,-1
-0.78441482,-0.47019533,-0.59163147,,-0.37786573,-0.94572324,-1
,,,,1.078125,0.62048917,-1
,,-0.59163147,,,-0.94572324,
0.35688743,-0.072071133,0.62557063,1.0822352,-0.0050852238,1.1384972,-1
0.23730308,0.24642823,-0.18589744,,,1.3182764,
-0.21732074,-0.45250093,0.26491816,,,,
,0.23315742,0.039510361,,-0.37786573,1.3396062,-1
,-0.31094565,-0.230979,,1.787534,1.0166129,
-0.12907222,-0.38172329,1.4370387,0.036657162,0.63600374,,
1.0442434,,,1.2451057,0.56728859,,-1
-0.39280146,,,,1.5561019,,
,-0.36845248,-0.50146835,-0.85955255,,,-1
-0.1451636,,0.2198366,,,1.1811567,-1
0.15040963,-0.054376724,0.17475504,,,,
-0.27558847,,,0.75775998,,1.104979,-1
-0.78441482,-0.47019533,,,,-0.94572324,
-0.18818687,,0.35508128,,,-0.94572324,
,-0.39057049,,0.88476522,,1.0379427,
0.37094622,,0.12967348,,-0.37786573,-0.94572324,
,,-0.18589744,1.2210548,,,-1
-0.78441482,,,,,,-1
0.57115685,,0.08459192,-0.85955255,-0.37786573,-0.94572324,
-0.22003086,,,0.76577692,,,
0.017105254,,0.71573375,-0.85955255,-0.37786573,,-1
,,,0.92316215,-0.37786573,,
,-0.34191087,-0.36622367,,,,-1
-0.78441482,,-0.59163147,,-0.37786573,-0.94572324,
,,-0.36622367,-0.85955255,-0.37786573,,-1
,,-0.59163147,,-0.37786573,-0.94572324,
,-0.45250093,,-0.032541705,-0.37786573,,
-0.78441482,-0.47019533,-0.59163147,-0.85955255,,,
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
,-0.47019533,-0.59163147,,-0.37786573,-0.94572324,
-0.085371425,,,-0.85955255,,-0.94572324,-1
-0.47054823,-0.44365372,,,,,-1
,-0.3994177,-0.18589744,0.181806,-0.37786573,,-1
0.33605333,,,-0.85955255,-0.37786573,,
,-0.23132081,0.89605999,1.2771734,,,
-0.19801108,-0.45250093,,-0.85955255,-0.37786573,-0.94572324,
,,,,,1.1781095,
-0.096211934,-0.38172329,-0.27606055,,-0.37786573,1.3152293,
0.13245504,-0.076494735,,1.0341335,0.78541885,,
-0.077749193,-0.36402888,,,,,-1
-0.12416012,,0.2198366,0.878858,,1.1263087,
,-0.37287609,,-0.069672804,,,
,,-0.41130523,,-0.37786573,,
,-0.42153571,-0.36622367,,,1.6260341,-1
,-0.26670963,,,-0.37786573,-0.94572324,-1
0.034382313,-0.15169597,-0.050652758,,,,
,-0.47019533,,-0.85955255,,-0.94572324,
0.19343289,-0.10303635,,,-0.37786573,,
-0.28473515,,1.301794,,,,
,,0.40016284,0.64889835,,1.0714608,-1
-0.37281428,-0.44807732,,-0.85955255,-0.37786573,,
,,,,-0.37786573,-0.94572324,
,-0.44807732,-0.45638679,-0.85955255,,,-1
-0.36705526,,,-0.85955255,,-0.94572324,-1
,,,,,0.91910555,
-0.78441482,-0.47019533,-0.59163147,,-0.37786573,,-1
0.33503703,,,0.47252563,0.55513914,,
-0.78441482,-0.47019533,,-0.85955255,-0.37786573,-0.94572324,-1
,,,,-0.37786573,-0.94572324,
0.90009852,1.9185499,-0.18589744,,-0.37786573,,
-0.32741965,-0.3994177,,-0.18401971,,,-1
,,,,4.8789913,,-1
-0.34029275,,,,-0.37786573,,
0.25813718,0.10487296,,,,,-1
-0.78441482,,-0.59163147,-0.85955255,,-0.94572324,-1
-0.78441482,,,-0.85955255,,-0.94572324,-1
,-0.43038291,0.039510361,,-0.37786573,-0.94572324,-1
-0.13059667,,-0.36622367,-0.85955255,,-0.94572324,
-0.78441482,-0.47019533,,-0.85955255,,,
1.2290402,-0.44365372,,-0.85955255,,-0.94572324,-1
1.240897,2.8607772,-0.050652758,,-0.37786573,-0.94572324,-1
,,,,,1.3822656,
-0.78441482,-0.47019533,,,,-0.94572324,-1
,,-0.32114211,,,,
0.24814358,,,,,,-1
-0.78441482,,,-0.85955255,,-0.94572324,
,-0.47019533,,-0.85955255,-0.37786573,-0.94572324,-1
-0.78441482,,-0.59163147,-0.85955255,,-0.94572324,
,,,,,,-1
,,,-0.85955255,,,-1
-0.78441482,-0.47019533,-0.59163147,,-0.37786573,,-1
-0.78441482,-0.47019533,,,,,-1
-0.11789295,,-0.27606055,0.99911212,,,-1
0.93228128,,0.12967348,,,,
,,0.12967348,,,0.17561172,
0.089939918,,,-0.21904109,0.26852421,,-1
,,,-0.85955255,-0.37786573,-0.94572324,
,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
,-0.45250093,,,,-0.94572324,-1
-0.15989992,-0.3994177,,0.69278056,,1.1445914,
,,0.12967348,0.27041431,,,-1
,,-0.59163147,-0.85955255,,,-1
,,-0.59163147,,-0.37786573,-0.94572324,-1
,0.94978098,-0.45638679,,,-0.94572324,
-0.11619912,,,0.81641024,,,
-0.058270155,,,0.85733884,-0.37786573,,
,-0.47019533,,-0.85955255,-0.37786573,-0.94572324,
1.1169087,1.9716331,,,,,-1
-0.78441482,,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
-0.38026712,,,,0.68937568,0.74846762,
,-0.47019533,,,-0.37786573,-0.94572324,
-0.78441482,,,,,-0.94572324,
-0.78441482,-0.47019533,-0.59163147,-0.85955255,,-0.94572324,-1
,,-0.41130523,,,1.2756169,
,,-0.230979,,,,
,2.2945561,,0.58982615,,0.19998856,
,0.025248116,0.80589687,,0.37273286,1.0562253,
1.876083,-0.45250093,,-0.85955255,,-0.94572324,
-0.19208268,,0.62557063,0.70628278,0.28995859,,
0.72326273,0.20219221,-0.45638679,,,1.1354501,-1
-0.44175313,,,-0.85955255,,,-1
-0.78441482,-0.47019533,,,,-0.94572324,-1
,-0.22247361,,1.1860335,0.78871138,,
,,-0.59163147,-0.85955255,-0.37786573,,
-0.17531377,-0.43923012,-0.14081588,,,1.2847583,
-0.15041447,-0.4082649,,0.84636829,-0.37786573,1.0988848,
,-0.47019533,,,,-0.94572324,
0.53050495,2.3122505,,,,,
1.096244,4.1613162,,1.5117745,,,-1
-0.78441482,,,,,-0.94572324,-1
-0.78441482,-0.47019533,,,-0.37786573,,
,,0.80589687,0.75438443,0.2599307,,
0.3641709,,1.301794,1.9716938,0.26454024,,-1
-0.040993095,-0.42595931,,,-0.37786573,-0.94572324,
-0.78441482,,-0.59163147,,-0.37786573,,
-0.046921498,-0.094189144,,1.0991129,,,-1
0.38043166,,,,-0.37786573,0.98918898,-1
,,-0.59163147,-0.85955255,-0.37786573,,-1
,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,
,,,,-0.37786573,-0.94572324,-1
,-0.027835111,,-0.85955255,,,
-0.2881228,,,-0.054482809,,0.85511633,
,,-0.32114211,,2.0892946,1.0653666,-1
,,-0.050652758,-0.85955255,,,
-0.78441482,-0.47019533,,,,-0.94572324,-1
,,,,-0.37786573,-0.94572324,
1.0010508,4.5594404,-0.50146835,1.0868765,-0.37786573,0.13904645,-1
0.36874424,,0.26491816,,-0.37786573,-0.94572324,
-0.78441482,-0.47019533,,,-0.37786573,,-1
,-0.31979286,-0.32114211,,,,-1
-0.11027072,,,,-0.37786573,,
,,,,1.0974851,,-1
,-0.47019533,-0.59163147,,,-0.94572324,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,,-1
,-0.31979286,0.08459192,-0.85955255,,-0.94572324,-1
0.76510032,,-0.18589744,0.95396408,-0.37786573,1.0714608,-1
-0.091469211,,1.9780174,0.8455244,,1.8454257,-1
-0.78441482,,,,-0.37786573,,-1
,-0.43038291,,-0.85955255,-0.37786573,-0.94572324,
-0.78441482,,-0.59163147,-0.85955255,-0.37786573,,-1
-0.78441482,,-0.59163147,-0.85955255,,-0.94572324,
,-0.41711211,,,,,
,,,,-0.37786573,1.1019319,-1
,,-0.59163147,,,,
,,,-0.85955255,-0.37786573,,
,,,,,-0.94572324,
,-0.24459162,0.40016284,-0.85955255,-0.37786573,-0.94572324,
-0.39161578,,,,1.1924088,1.2908525,-1
,,-0.18589744,0.52020534,-0.37786573,,
,-0.47019533,-0.59163147,-0.85955255,,-0.94572324,-1
,-0.37287609,,1.1413074,,0.44680414,-1
0.61418012,0.64012883,-0.27606055,0.94088381,4.5056182,,-1
,-0.38172329,,0.017669668,,1.479773,
0.066226306,0.26854624,0.12967348,,0.55579765,0.95871792,
-0.78441482,,-0.59163147,,,-0.94572324,-1
-0.2047864,0.020824514,1.5272018,-0.85955255,,-0.94572324,
,,,,0.53281577,0.66314866,
,,1.0313047,-0.85955255,-0.37786573,-0.94572324,-1
0.84792858,,,,,,
0.025913166,-0.023411508,,1.0560746,,,-1
,,,-0.85955255,-0.37786573,-0.94572324,
0.78830578,,,0.42442398,-0.37786573,0.36453228,-1
1.8825196,,-0.45638679,-0.85955255,,-0.94572324,-1
0.40922676,0.24200463,,-0.85955255,-0.37786573,,
,-0.47019533,-0.59163147,-0.85955255,-0.37786573,,
-0.14008212,-0.44807732,,,-0.37786573,,-1
0.18174547,-0.23132081,-0.45638679,-0.85955255,,-0.94572324,
,,-0.36622367,,-0.37786573,,
-0.78441482,-0.47019533,-0.59163147,-0.85955255,,-0.94572324,-1
-0.78441482,,,-0.85955255,-0.37786573,,
0.55658992,,0.94114155,,-0.37786573,,-1
0.35197533,,-0.45638679,1.2050209,,,-1
0.61824531,0.18007419,,,,,
,,1.5272018,0.60543809,,0.87644607,
,,,-0.85955255,-0.37786573,,
0.17226003,,,,,1.1232616,
,,,-0.85955255,,-0.94572324,-1
,,-0.59163147,-0.85955255,,-0.94572324,-1
,0.582622,,0.72484833,,,
,,-0.59163147,,,-0.94572324,
-0.78441482,-0.47019533,,-0.85955255,-0.37786573,,-1
,,-0.32114211,-0.85955255,-0.37786573,-0.94572324,
,-0.47019533,,-0.85955255,-0.37786573,-0.94572324,
,,-0.59163147,-0.85955255,,,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,,
,-0.47019533,,,,,
,,,,-0.37786573,0.59915943,-1
,,,-0.85955255,-0.37786573,-0.94572324,
1.5764446,4.6744541,-0.36622367,,,,
,3.1173461,-0.32114211,,2.3684354,0.67533708,
,-0.47019533,,-0.85955255,,,-1
,,,,,-0.94572324,
0.35959756,,-0.095734317,,,1.2725698,
-0.30336727,-0.3994177,13.473815,,,0.49555783,
,,-0.14081588,,,1.132403,
,,-0.59163147,,,,
-0.78441482,,,,-0.37786573,-0.94572324,-1
,0.29066425,-0.36622367,,-0.37786573,,
-0.2027538,,0.67065219,,,1.0074716,
-0.78441482,,,-0.85955255,-0.37786573,-0.94572324,-1
0.70683259,4.6523361,-0.45638679,-0.85955255,-0.37786573,,-1
,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
0.13262442,-0.23132081,-0.18589744,1.2218987,-0.37786573,1.1750624,
0.40821046,,-0.14081588,1.5552347,,1.1842038,
-0.10739121,-0.43038291,,0.4189387,2.6291711,,
-0.78441482,,-0.59163147,,,,-1
,-0.43480652,,0.64467891,-0.37786573,,-1
,-0.44807732,0.12967348,,-0.37786573,1.2329575,
,-0.47019533,-0.59163147,-0.85955255,,,-1
,-0.12515436,-0.230979,0.50037395,1.0762812,,
-0.092824275,-0.24016802,0.30999972,0.45691369,,,
,,,0.23834654,-0.00080493184,1.2756169,-1
,,-0.0055711987,0.9636688,0.86519691,1.2664756,
,,-0.36622367,,-0.37786573,,
0.2896424,,,1.0050193,,1.4310193,
-0.27321711,,,,,0.52602889,
-0.16261005,,-0.0055711987,1.0940496,,,
,,1.8878543,,-0.37786573,1.2390517,
-0.78441482,-0.47019533,,-0.85955255,-0.37786573,-0.94572324,
0.68650663,-0.12957796,,,,,-1
-0.78441482,,-0.59163147,,,-0.94572324,-1
,-0.47019533,,-0.85955255,-0.37786573,-0.94572324,-1
,-0.41711211,1.1214678,-0.85955255,,-0.94572324,
-0.089775382,,,-0.85955255,-0.37786573,-0.94572324,-1
,,-0.0055711987,1.1759068,,1.1750624,
,,-0.41130523,-0.85955255,-0.37786573,,-1
,,-0.050652758,,0.86476888,1.278664,
,-0.38172329,0.44524439,1.2906756,0.18206231,,-1
-0.027611843,,,,,-0.94572324,-1
-0.53152609,-0.45250093,,0.69742195,-0.37786573,0.80940974,-1
-0.78441482,,,-0.85955255,,-0.94572324,
,,-0.59163147,-0.85955255,,-0.94572324,
,-0.47019533,-0.59163147,,,-0.94572324,-1
0.17395386,-0.24459162,,,-0.37786573,,
-0.3557066,-0.33306367,1.3468756,0.40332676,,1.1445914,-1
