Rank,Title,Genre,Description,Director,Actors,Year,Runtime_Minutes,Rating,Votes,Revenue_Millions,Metascore
792,The Family,"Comedy,Crime,Thriller","The Manzoni family, a notorious mafia clan, is relocated to Normandy, France under the witness protection program, where fitting in soon becomes challenging as their old habits die hard.",Luc Besson,"Robert De Niro, Michelle Pfeiffer, Dianna Agron, John D'Leo",2013,111,6.3,92868,36.92,42.0
-9999999,Zack and Miri Make a Porno,"Comedy,Romance",,Kevin Smith,"Seth Rogen, Elizabeth Banks, Craig Robinson, Gerry Bednob",2008,101,6.6,154936,31.45,56.0
794,,"Animation,Comedy,Drama","After losing his mother, a young boy is sent to a foster home with other orphans his age where he begins to learn the meaning of trust and true love.",Claude Barras,,2016,66,7.8,-9999999,0.29,85.0
-9999999,Man on a Ledge,"Action,Crime,Thriller","As a police psychologist works to talk down an ex-con who is threatening to jump from a Manhattan hotel rooftop, the biggest diamond heist ever committed is in motion.",Asger Leth,"Sam Worthington, Elizabeth Banks, Jamie Bell, Mandy Gonzalez",2012,102,6.6,129252,18.6,40.0
796,No Strings Attached,,"A guy and girl try to keep their relationship strictly physical, but it's not long before they learn that they want something more.",,"Natalie Portman, Ashton Kutcher, Kevin Kline, Cary Elwes",-9999999,108,6.2,178243,70.63,50.0
-9999999,Rescue Dawn,"Adventure,Biography,Drama",,Werner Herzog,"Christian Bale, Steve Zahn, Jeremy Davies, Zach Grenier",2006,-9999999,7.3,87887,5.48,77.0
798,Despicable Me 2,"Animation,Adventure,Comedy","When Gru, the world's most super-bad turned super-dad has been recruited by a team of officials to stop lethal muscle and a host of Gru's own, He has to fight back with new gadgetry, cars, and more minion madness.",Pierre Coffin,,2013,-9999999,7.4,304837,368.05,62.0
-9999999,A Walk Among the Tombstones,"Crime,Drama,Mystery",,Scott Frank,"Liam Neeson, Dan Stevens, David Harbour, Boyd Holbrook",2014,114,6.5,93883,25.98,57.0
800,The World's End,"Action,Comedy,Sci-Fi",,,"Simon Pegg, Nick Frost, Martin Freeman, Rosamund Pike",2013,109,7.0,-9999999,26.0,81.0
-9999999,,"Comedy,Fantasy,Horror",Two teenage yoga enthusiasts team up with a legendary man-hunter to battle with an ancient evil presence that is threatening their major party plans.,,,2016,88,4.3,-9999999,,23.0
-9999999,,,A struggling screenwriter inadvertently becomes entangled in the Los Angeles criminal underworld after his oddball friends kidnap a gangster's beloved Shih Tzu.,Martin McDonagh,"Colin Farrell, Woody Harrelson, Sam Rockwell,Christopher Walken",-9999999,-9999999,7.2,196652,14.99,66.0
-9999999,Beowulf,"Animation,Action,Adventure","The warrior Beowulf must fight and defeat the monster Grendel who is terrorizing Denmark, and later, Grendel's mother, who begins killing out of revenge.",Robert Zemeckis,"Ray Winstone, Crispin Glover, Angelina Jolie,Robin Wright",2007,115,6.2,146566,82.16,59.0
-9999999,,"Action,Drama,Thriller","Jack Ryan, as a young covert CIA analyst, uncovers a Russian plot to crash the U.S. economy with a terrorist attack.",Kenneth Branagh,"Chris Pine, Kevin Costner, Keira Knightley,Kenneth Branagh",-9999999,105,6.2,103681,50.55,57.0
-9999999,1408,,"A man who specializes in debunking paranormal occurrences checks into the fabled room 1408 in the Dolphin Hotel. Soon after settling in, he confronts genuine terror.",Mikael Hfstrm,"John Cusack, Samuel L. Jackson, Mary McCormack, Paul Birchard",2007,-9999999,6.8,221073,71.98,64.0
806,The Gambler,,Lit professor and gambler Jim Bennett's debt causes him to borrow money from his mother and a loan shark. Further complicating his situation is his relationship with one of his students. Will Bennett risk his life for a second chance?,Rupert Wyatt,"Mark Wahlberg, Jessica Lange, John Goodman, Brie Larson",-9999999,111,6.0,52537,33.63,55.0
-9999999,Prince of Persia: The Sands of Time,"Action,Adventure,Fantasy",,Mike Newell,"Jake Gyllenhaal, Gemma Arterton, Ben Kingsley,Alfred Molina",2010,-9999999,6.6,233148,90.76,50.0
808,The Spectacular Now,"Comedy,Drama,Romance","A hard-partying high school senior's philosophy on life changes when he meets the not-so-typical ""nice girl.""",James Ponsoldt,,-9999999,-9999999,7.1,115751,6.85,82.0
-9999999,A United Kingdom,"Biography,Drama,Romance",,Amma Asante,"David Oyelowo, Rosamund Pike, Tom Felton, Jack Davenport",2016,111,6.8,4771,3.9,65.0
-9999999,USS Indianapolis: Men of Courage,"Action,Drama,History",,Mario Van Peebles,"Nicolas Cage, Tom Sizemore, Thomas Jane,Matt Lanter",2016,128,5.2,4964,,30.0
-9999999,Turbo Kid,"Action,Adventure,Comedy","In a post-apocalyptic wasteland in 1997, a comic book fan adopts the persona of his favourite hero to save his enthusiastic friend and fight a tyrannical overlord.",,,2015,93,6.7,19309,0.05,60.0
812,,"Horror,Thriller",A young couple take in their two nieces only to suspect that a foreboding evil has latched itself to their family.,Andrs Muschietti,"Jessica Chastain, Nikolaj Coster-Waldau, Megan Charpentier, Isabelle Nlisse",2013,100,6.2,-9999999,71.59,57.0
813,Orphan,"Horror,Mystery,Thriller",A husband and wife who recently lost their baby adopt a nine year-old girl who is not nearly as innocent as she claims to be.,Jaume Collet-Serra,"Vera Farmiga, Peter Sarsgaard, Isabelle Fuhrman, CCH Pounder",2009,-9999999,7.0,153448,41.57,42.0
-9999999,To Rome with Love,,"The lives of some visitors and residents of Rome and the romances, adventures and predicaments they get into.",Woody Allen,,-9999999,-9999999,6.3,72050,16.68,54.0
815,Fantastic Mr. Fox,"Animation,Adventure,Comedy",An urbane fox cannot resist returning to his farm raiding ways and then must help his community survive the farmers' retaliation.,,"George Clooney, Meryl Streep, Bill Murray, Jason Schwartzman",-9999999,-9999999,7.8,149779,21.0,83.0
816,Inside Man,"Crime,Drama,Mystery",,,"Denzel Washington, Clive Owen, Jodie Foster,Christopher Plummer",2006,-9999999,7.6,285441,88.5,76.0
817,I.T.,"Crime,Drama,Mystery","A self-proclaimed millionaire, has his life turned upside down after firing his I.T. consultant.",John Moore,"Pierce Brosnan, Jason Barry, Karen Moskow, Kai Ryssdal",-9999999,95,5.4,8755,,27.0
-9999999,,"Adventure,Biography,Drama","An adventurous mountain climber becomes trapped under a boulder while canyoneering alone near Moab, Utah and resorts to desperate measures in order to survive.",Danny Boyle,"James Franco, Amber Tamblyn, Kate Mara, Sean Bott",2010,94,7.6,294010,18.33,82.0
-9999999,,"Horror,Mystery,Thriller",,John R. Leonetti,,2014,99,5.4,-9999999,84.26,37.0
-9999999,Wolves at the Door,"Horror,Thriller","Four friends gather at an elegant home during the Summer of Love, 1969. Unbeknownst to them, deadly visitors are waiting outside. What begins as a simple farewell party turns to a night of ... See full summary ",,"Katie Cassidy, Elizabeth Henstridge, Adam Campbell, Miles Fisher",2016,-9999999,4.6,564,,63.0
821,,,,,,2014,-9999999,6.9,13711,,
822,The Imaginarium of Doctor Parnassus,"Adventure,Fantasy,Mystery",A traveling theater company gives its audience much more than they were expecting.,Terry Gilliam,,-9999999,123,6.8,130153,7.69,65.0
823,G.I. Joe: The Rise of Cobra,,"An elite military unit comprised of special operatives known as G.I. Joe, operating out of The Pit, takes on an evil organization led by a notorious arms dealer.",Stephen Sommers,,-9999999,118,5.8,180105,150.17,32.0
824,,"Biography,Drama","The story of Christine Chubbuck, a 1970s TV reporter struggling with depression and professional frustrations as she tries to advance her career.",Antonio Campos,,-9999999,119,7.0,5855,0.3,72.0
825,Man Down,"Drama,Thriller","In a post-apocalyptic America, former U.S. Marine Gabriel Drummer searches desperately for the whereabouts of his son, accompanied by his best friend and a survivor.",,"Shia LaBeouf, Jai Courtney, Gary Oldman, Kate Mara",-9999999,-9999999,5.8,4779,,27.0
-9999999,Crawlspace,"Horror,Thriller",,,"Michael Vartan, Erin Moriarty, Nadine Velazquez,Ronnie Gene Blevins",-9999999,88,5.3,-9999999,,25.0
827,Shut In,"Drama,Horror,Thriller","A heart-pounding thriller about a widowed child psychologist who lives in an isolated existence in rural New England. Caught in a deadly winter storm, she must find a way to rescue a young boy before he disappears forever.",,"Naomi Watts, Charlie Heaton, Jacob Tremblay,Oliver Platt",2016,91,4.6,5715,6.88,
828,The Warriors Gate,,,Matthias Hoene,"Mark Chao, Ni Ni, Dave Bautista, Sienna Guillory",2016,108,5.3,1391,,77.0
829,Grindhouse,"Action,Horror,Thriller",Quentin Tarantino and Robert Rodriguez's homage to exploitation double features in the 60s and 70s with two back-to-back cult films that include previews of coming attractions between them.,Robert Rodriguez,,2007,191,7.6,160350,25.03,
830,Disaster Movie,Comedy,,,,-9999999,87,1.9,-9999999,14.17,15.0
831,,"Drama,Sport","Thirty years after the ring of the first bell, Rocky Balboa comes out of retirement and dons his gloves for his final fight; against the reigning heavyweight champ Mason 'The Line' Dixon.",,,2006,102,7.2,171356,70.27,63.0
-9999999,Diary of a Wimpy Kid: Dog Days,,,David Bowers,,2012,94,6.4,16917,49.0,54.0
-9999999,,"Drama,Romance",A mousy governess who softens the heart of her employer soon discovers that he's hiding a terrible secret.,Cary Joji Fukunaga,"Mia Wasikowska, Michael Fassbender, Jamie Bell, Su Elliot",2011,120,7.4,-9999999,11.23,76.0
-9999999,Fool's Gold,,A new clue to the whereabouts of a lost treasure rekindles a married couple's sense of adventure -- and their estranged romance.,Andy Tennant,"Matthew McConaughey, Kate Hudson, Donald Sutherland, Alexis Dziena",-9999999,112,5.7,62719,70.22,29.0
835,The Dictator,Comedy,The heroic story of a dictator who risked his life to ensure that democracy would never come to the country he so lovingly oppressed.,,"Sacha Baron Cohen, Anna Faris, John C. Reilly, Ben Kingsley",2012,-9999999,6.4,225394,59.62,58.0
836,The Loft,,"Five married guys conspire to secretly share a penthouse loft in the city--a place where they can carry out hidden affairs and indulge in their deepest fantasies. But the fantasy becomes a nightmare when they discover the dead body of an unknown woman in the loft, and they realize one of the group must be involved.",Erik Van Looy,"Karl Urban, James Marsden, Wentworth Miller, Eric Stonestreet",2014,108,6.3,38804,5.98,24.0
837,,"Crime,Drama",A film about compromises and the implications of the parent's role.,,"Adrian Titieni, Maria-Victoria Dragus, Lia Bugnar,Malina Manovici",2016,128,7.5,-9999999,0.13,84.0
838,,"Action,Comedy",An Israeli Special Forces Soldier fakes his death so he can re-emerge in New York City as a hair stylist.,Dennis Dugan,,-9999999,113,5.5,-9999999,100.02,54.0
839,,"Crime,Drama,Mystery",A police detective investigates the truth behind his partner's death. The mysterious case reveals disturbing police corruption and a dangerous secret involving an unlikely young woman.,Gee Malik Linton,"Ana de Armas, Keanu Reeves, Christopher McDonald, Mira Sorvino",-9999999,102,4.2,8409,,23.0
-9999999,Maudie,"Biography,Drama,Romance",,Aisling Walsh,"Ethan Hawke, Sally Hawkins, Kari Matchett, Zachary Bennett",2016,-9999999,7.8,346,,60.0
841,,"Comedy,Crime","Dale, Kurt and Nick decide to start their own business but things don't go as planned because of a slick investor, prompting the trio to pull off a harebrained and misguided kidnapping scheme.",Sean Anders,"Jason Bateman, Jason Sudeikis, Charlie Day, Jennifer Aniston",2014,108,6.3,125190,54.41,40.0
842,A Bigger Splash,"Drama,Thriller",,Luca Guadagnino,"Tilda Swinton, Matthias Schoenaerts, Ralph Fiennes, Dakota Johnson",2015,125,6.4,15232,1.98,74.0
-9999999,Melancholia,Drama,Two sisters find their already strained relationship challenged as a mysterious new planet threatens to collide with Earth.,Lars von Trier,,2011,135,7.1,137117,3.03,80.0
844,The Princess and the Frog,"Animation,Adventure,Comedy","A waitress, desperate to fulfill her dreams as a restaurant owner, is set on a journey to turn a frog prince back into a human being, but she has to face the same problem after she kisses him.",,"Anika Noni Rose, Keith David, Oprah Winfrey, Bruno Campos",2009,-9999999,7.1,95480,104.37,73.0
845,Unstoppable,"Action,Thriller","With an unmanned, half-mile-long freight train barreling toward a city, a veteran engineer and a young conductor race against the clock to prevent a catastrophe.",Tony Scott,"Denzel Washington, Chris Pine, Rosario Dawson, Ethan Suplee",2010,98,6.8,157499,81.56,69.0
846,,,,Robert Zemeckis,"Denzel Washington, Nadine Velazquez, Don Cheadle, John Goodman",-9999999,138,7.3,-9999999,93.75,76.0
-9999999,Home,"Animation,Adventure,Comedy","An alien on the run from his own people makes friends with a girl. He tries to help her on her quest, but can be an interference.",Tim Johnson,"Jim Parsons, Rihanna, Steve Martin, Jennifer Lopez",-9999999,94,6.7,77447,177.34,55.0
848,La migliore offerta,"Crime,Drama,Mystery","In the world of high-end art auctions and antiques, Virgil Oldman is an elderly and esteemed but eccentric genius art-expert, known and appreciated by the world. Oldman is hired by a ... See full summary ",,"Geoffrey Rush, Jim Sturgess, Sylvia Hoeks,Donald Sutherland",2013,-9999999,7.8,-9999999,0.09,49.0
849,Mean Dreams,Thriller,"Follows Casey and Jonas, two teenagers desperate to escape their broken and abusive homes and examines the desperation of life on the run and the beauty of first love.",,"Sophie Nlisse, Josh Wiggins, Joe Cobden, Bill Paxton",2016,108,6.3,1066,,64.0
-9999999,,,,Brian Helgeland,"Chadwick Boseman, T.R. Knight, Harrison Ford,Nicole Beharie",-9999999,128,7.5,69659,95.0,62.0
851,21,"Crime,Drama,Thriller","""21"" is the fact-based story about six MIT students who were trained to become experts in card counting and subsequently took Vegas casinos for millions in winnings.",Robert Luketic,"Jim Sturgess, Kate Bosworth, Kevin Spacey, Aaron Yoo",-9999999,123,6.8,198395,81.16,48.0
852,Begin Again,"Drama,Music",A chance encounter between a disgraced music-business executive and a young singer-songwriter new to Manhattan turns into a promising collaboration between the two talents.,John Carney,"Keira Knightley, Mark Ruffalo, Adam Levine, Hailee Steinfeld",-9999999,-9999999,7.4,111875,16.17,62.0
-9999999,Out of the Furnace,"Crime,Drama,Thriller","When Rodney Baze mysteriously disappears and law enforcement doesn't follow through fast enough, his older brother, Russell, takes matters into his own hands to find justice.",Scott Cooper,"Christian Bale, Casey Affleck, Zoe Saldana, Woody Harrelson",2013,116,6.8,88829,11.33,63.0
-9999999,Vicky Cristina Barcelona,"Drama,Romance","Two girlfriends on a summer holiday in Spain become enamored with the same painter, unaware that his ex-wife, with whom he has a tempestuous relationship, is about to re-enter the picture.",Woody Allen,"Rebecca Hall, Scarlett Johansson, Javier Bardem,Christopher Evan Welch",-9999999,96,7.1,208770,23.21,70.0
-9999999,Kung Fu Panda,"Animation,Action,Adventure","The Dragon Warrior has to clash against the savage Tai Lung as China's fate hangs in the balance: However, the Dragon Warrior mantle is supposedly mistaken to be bestowed upon an obese panda who is a tyro in martial arts.",Mark Osborne,"Jack Black, Ian McShane,Angelina Jolie, Dustin Hoffman",2008,92,7.6,329788,215.4,73.0
-9999999,Barbershop: The Next Cut,,"As their surrounding community has taken a turn for the worse, the crew at Calvin's Barbershop come together to bring some much needed change to their neighborhood.",Malcolm D. Lee,"Ice Cube, Regina Hall, Anthony Anderson, Eve",2016,111,5.9,9993,54.01,67.0
857,Terminator Salvation,,"In 2018, a mysterious new weapon in the war against the machines, half-human and half-machine, comes to John Connor on the eve of a resistance attack on Skynet. But whose side is he on, and can he be trusted?",McG,"Christian Bale, Sam Worthington, Anton Yelchin, Moon Bloodgood",2009,115,6.6,297093,125.32,49.0
858,Freedom Writers,"Biography,Crime,Drama","A young teacher inspires her class of at-risk students to learn tolerance, apply themselves, and pursue education beyond high school.",,,-9999999,-9999999,7.5,55648,36.58,64.0
859,,Horror,"A suburban American family is being stalked by a group of psychotic people who live in the desert, far away from civilization.",Alexandre Aja,,-9999999,-9999999,6.4,136642,41.78,52.0
860,Changeling,,"A grief-stricken mother takes on the LAPD to her own detriment when it stubbornly tries to pass off an obvious impostor as her missing child, while also refusing to give up hope that she will find him one day.",,,2008,141,7.8,206793,35.71,63.0
861,Remember Me,"Drama,Romance",,Allen Coulter,"Robert Pattinson, Emilie de Ravin, Caitlyn Rund,Moiss Acevedo",-9999999,113,7.2,-9999999,19.06,40.0
862,Koe no katachi,"Animation,Drama,Romance",,,"Miyu Irino, Saori Hayami, Aoi Yuki, Kensh Ono",2016,129,8.4,2421,,80.0
863,"Alexander and the Terrible, Horrible, No Good, Very Bad Day","Comedy,Family",,,"Steve Carell, Jennifer Garner, Ed Oxenbould, Dylan Minnette",2014,-9999999,6.2,-9999999,66.95,54.0
864,,Drama,,Steven Knight,"Tom Hardy, Olivia Colman, Ruth Wilson, Andrew Scott",2013,85,7.1,100890,1.36,81.0
865,The 9th Life of Louis Drax,,,,,-9999999,108,6.3,-9999999,,41.0
866,Horns,"Drama,Fantasy,Horror",,Alexandre Aja,"Daniel Radcliffe, Juno Temple, Max Minghella, Joe Anderson",2013,120,6.5,-9999999,0.16,46.0
867,Indignation,,"In 1951, Marcus, a working-class Jewish student from New Jersey, attends a small Ohio college, where he struggles with sexual repression and cultural disaffection, amid the ongoing Korean War.",,"Logan Lerman, Sarah Gadon, Tijuana Ricks, Sue Dahlman",2016,110,6.9,7402,3.4,78.0
-9999999,The Stanford Prison Experiment,,,,"Ezra Miller, Tye Sheridan, Billy Crudup, Olivia Thirlby",2015,122,6.9,20907,0.64,67.0
869,Diary of a Wimpy Kid: Rodrick Rules,,"Back in middle school after summer vacation, Greg Heffley and his older brother Rodrick must deal with their parents' misguided attempts to have them bond.",David Bowers,"Zachary Gordon, Devon Bostick, Robert Capron,Rachael Harris",-9999999,-9999999,6.6,-9999999,52.69,51.0
870,Mission: Impossible III,"Action,Adventure,Thriller",Agent Ethan Hunt comes into conflict with a dangerous and sadistic arms dealer who threatens his life and his fiance in response .,J.J. Abrams,,-9999999,-9999999,6.9,270429,133.38,66.0
-9999999,En man som heter Ove,,"Ove, an ill-tempered, isolated retiree who spends his days enforcing block association rules and visiting his wife's grave, has finally given up on life just as an unlikely friendship develops with his boisterous new neighbors.",,"Rolf Lassgrd, Bahar Pars, Filip Berg, Ida Engvoll",2015,116,7.7,21569,3.36,70.0
872,Dragonball Evolution,"Action,Adventure,Fantasy","The young warrior Son Goku sets out on a quest, racing against time and the vengeful King Piccolo, to collect a set of seven magical orbs that will grant their wielder unlimited power.",James Wong,"Justin Chatwin, James Marsters, Yun-Fat Chow, Emmy Rossum",2009,85,2.7,59512,9.35,45.0
873,,"Action,Thriller",A group of teenagers look to save their town from an invasion of North Korean soldiers.,Dan Bradley,,2012,-9999999,5.4,64584,44.8,31.0
874,,"Drama,Romance","After spending the night together on the night of their college graduation Dexter and Em are shown each year on the same date to see where they are in their lives. They are sometimes together, sometimes not, on that day.",Lone Scherfig,"Anne Hathaway, Jim Sturgess, Patricia Clarkson,Tom Mison",-9999999,107,7.0,-9999999,13.77,48.0
875,,"Comedy,Drama,Romance",Two single adults become caregivers to an orphaned girl when their mutual best friends die in an accident.,Greg Berlanti,,-9999999,-9999999,6.6,-9999999,53.36,39.0
876,28 Weeks Later,,"Six months after the rage virus was inflicted on the population of Great Britain, the US Army helps to secure a small area of London for the survivors to repopulate and start again. But not everything goes to plan.",Juan Carlos Fresnadillo,"Jeremy Renner, Rose Byrne, Robert Carlyle, Harold Perrineau",2007,100,7.0,221858,28.64,78.0
-9999999,Warm Bodies,"Comedy,Horror,Romance","After a highly unusual zombie saves a still-living girl from an attack, the two form a relationship that sets in motion events that might transform the entire lifeless world.",Jonathan Levine,"Nicholas Hoult, Teresa Palmer, John Malkovich,Analeigh Tipton",2013,-9999999,6.9,-9999999,66.36,59.0
878,Blue Jasmine,Drama,"A New York socialite, deeply troubled and in denial, arrives in San Francisco to impose upon her sister. She looks a million, but isn't bringing money, peace, or love...",Woody Allen,"Cate Blanchett, Alec Baldwin, Peter Sarsgaard, Sally Hawkins",2013,98,7.3,160592,33.4,78.0
879,,,The G.I. Joes are not only fighting their mortal enemy Cobra; they are forced to contend with threats from within the government that jeopardize their very existence.,Jon M. Chu,"Dwayne Johnson, Channing Tatum, Adrianne Palicki,Byung-hun Lee",-9999999,110,5.8,152145,122.51,41.0
880,,,,,"Sam Worthington, Liam Neeson, Rosamund Pike, Ralph Fiennes",2012,-9999999,5.8,-9999999,83.64,37.0
-9999999,,,Japan is plunged into chaos upon the appearance of a giant monster.,Hideaki Anno,"Hiroki Hasegawa, Yutaka Takenouchi,Satomi Ishihara, Ren sugi",2016,-9999999,6.9,8365,1.91,68.0
-9999999,Saving Mr. Banks,"Biography,Comedy,Drama","Author P.L. Travers reflects on her childhood after reluctantly meeting with Walt Disney, who seeks to adapt her Mary Poppins books for the big screen.",John Lee Hancock,"Emma Thompson, Tom Hanks, Annie Rose Buckley, Colin Farrell",2013,-9999999,7.5,125693,83.3,65.0
883,Transcendence,"Drama,Mystery,Romance","A scientist's drive for artificial intelligence, takes on dangerous implications when his consciousness is uploaded into one such program.",Wally Pfister,,-9999999,119,6.3,184564,23.01,42.0
884,,"Animation,Adventure,Comedy","When Blu, a domesticated macaw from small-town Minnesota, meets the fiercely independent Jewel, he takes off on an adventure to Rio de Janeiro with the bird of his dreams.",Carlos Saldanha,"Jesse Eisenberg, Anne Hathaway, George Lopez,Karen Disher",2011,96,6.9,-9999999,143.62,63.0
-9999999,Equals,,"In an emotionless utopia, two people fall in love when they regain their feelings from a mysterious disease, causing tensions between them and their society.",Drake Doremus,"Nicholas Hoult, Kristen Stewart, Vernetta Lopez,Scott Lawrence",2015,-9999999,6.1,16361,0.03,43.0
-9999999,Babel,,"Tragedy strikes a married couple on vacation in the Moroccan desert, touching off an interlocking story involving four different families.",,,2006,143,7.5,253417,34.3,69.0
887,The Tree of Life,,,Terrence Malick,"Brad Pitt, Sean Penn, Jessica Chastain, Hunter McCracken",2011,139,6.8,143517,13.3,85.0
888,,"Drama,Romance",A Marine travels to Louisiana after serving three tours in Iraq and searches for the unknown woman he believes was his good luck charm during the war.,Scott Hicks,"Zac Efron, Taylor Schilling, Blythe Danner, Riley Thomas Stewart",2012,-9999999,6.5,82874,60.44,39.0
889,,,,Alexandre Aja,"Elisabeth Shue, Jerry O'Connell, Richard Dreyfuss,Ving Rhames",2010,88,5.5,75262,25.0,53.0
890,50/50,"Comedy,Drama,Romance","Inspired by a true story, a comedy centered on a 27-year-old guy who learns of his cancer diagnosis, and his subsequent struggle to beat the disease.",Jonathan Levine,"Joseph Gordon-Levitt, Seth Rogen, Anna Kendrick, Bryce Dallas Howard",2011,100,7.7,-9999999,34.96,72.0
891,,"Crime,Drama",,Femi Oyeniran,"Dylan Duffus, Scorcher,Shone Romulus, Jade Asha",2016,-9999999,3.5,202,,59.0
-9999999,This Is 40,"Comedy,Romance","Pete and Debbie are both about to turn 40, their kids hate each other, both of their businesses are failing, they're on the verge of losing their house, and their relationship is threatening to fall apart.",,"Paul Rudd, Leslie Mann, Maude Apatow, Iris Apatow",-9999999,134,6.2,108156,67.52,
893,Real Steel,,"In the near future, robot boxing is a top sport. A struggling promoter feels he's found a champion in a discarded robot.",Shawn Levy,,2011,127,7.1,264480,85.46,56.0
894,Sex and the City,,A New York writer on sex and love is finally getting married to her Mr. Big. But her three best girlfriends must console her after one of them inadvertently leads Mr. Big to jilt her.,,"Sarah Jessica Parker, Kim Cattrall, Cynthia Nixon, Kristin Davis",2008,-9999999,5.5,102547,152.64,53.0
-9999999,Rambo,"Action,Thriller,War","In Thailand, John Rambo joins a group of missionaries to venture into war-torn Burma, and rescue a group of Christian aid workers who were kidnapped by the ruthless local infantry unit.",Sylvester Stallone,,2008,-9999999,7.1,187077,42.72,46.0
896,Planet Terror,"Action,Comedy,Horror","After an experimental bio-weapon is released, turning thousands into zombie-like creatures, it's up to a rag-tag group of survivors to stop the infected and those behind its release.",Robert Rodriguez,"Rose McGowan, Freddy Rodrguez, Josh Brolin,Marley Shelton",2007,105,7.1,-9999999,,55.0
897,Concussion,"Biography,Drama,Sport","In Pittsburgh, accomplished pathologist Dr. Bennet Omalu uncovers the truth about brain damage in football players who suffer repeated concussions in the course of normal play.",Peter Landesman,"Will Smith, Alec Baldwin, Albert Brooks, David Morse",-9999999,123,7.1,-9999999,34.53,
-9999999,The Fall,,"In a hospital on the outskirts of 1920s Los Angeles, an injured stuntman begins to tell a fellow patient, a little girl with a broken arm, a fantastic story of five mythical heroes. Thanks to his fractured state of mind and her vivid imagination, the line between fiction and reality blurs as the tale advances.",,"Lee Pace, Catinca Untaru, Justine Waddell, Kim Uylenbroek",-9999999,117,7.9,93036,2.28,64.0
899,,,,Robert Luketic,"Katherine Heigl, Gerard Butler, Bree Turner, Eric Winter",-9999999,96,6.5,-9999999,88.92,28.0
-9999999,Bride Wars,"Comedy,Romance",Two best friends become rivals when they schedule their respective weddings on the same day.,Gary Winick,"Kate Hudson, Anne Hathaway, Candice Bergen, Bryan Greenberg",-9999999,89,5.5,-9999999,58.72,24.0
901,Sleeping with Other People,"Comedy,Drama,Romance","A good-natured womanizer and a serial cheater form a platonic relationship that helps reform them in ways, while a mutual attraction sets in.",Leslye Headland,,2015,101,6.5,27730,0.81,64.0
902,,"Action,Adventure,Crime","An FBI agent takes on a plane full of deadly and venomous snakes, deliberately released to kill a witness being flown from Honolulu to Los Angeles to testify against a mob boss.",,,-9999999,105,5.6,118905,34.01,58.0
-9999999,,"Comedy,Romance",,Michael Dowse,,2013,98,6.8,-9999999,3.45,59.0
904,How to Train Your Dragon 2,,,Dean DeBlois,"Jay Baruchel, Cate Blanchett, Gerard Butler, Craig Ferguson",2014,-9999999,7.9,-9999999,177.0,76.0
905,RoboCop,"Action,Crime,Sci-Fi","In 2028 Detroit, when Alex Murphy - a loving husband, father and good cop - is critically injured in the line of duty, the multinational conglomerate OmniCorp sees their chance for a part-man, part-robot police officer.",,"Joel Kinnaman, Gary Oldman, Michael Keaton, Abbie Cornish",-9999999,117,6.2,190833,58.61,52.0
906,In Dubious Battle,Drama,,James Franco,,-9999999,-9999999,6.2,-9999999,,43.0
907,,"Comedy,Drama,Romance",A self-help seminar inspires a sixty-something woman to romantically pursue her younger co-worker.,Michael Showalter,"Sally Field, Max Greenfield, Tyne Daly, Wendi McLendon-Covey",-9999999,95,6.7,12361,14.44,63.0
908,,,"Danny Ocean rounds up the boys for a third heist, after casino owner Willy Bank double-crosses one of the original eleven, Reuben Tishkoff.",Steven Soderbergh,"George Clooney, Brad Pitt, Matt Damon,Michael Mantell",2007,122,6.9,-9999999,117.14,62.0
909,Slither,"Comedy,Horror,Sci-Fi",,James Gunn,,2006,95,6.5,-9999999,7.77,69.0
910,Contagion,,"Healthcare professionals, government officials and everyday people find themselves in the midst of a worldwide epidemic as the CDC works to find a cure.",,"Matt Damon, Kate Winslet, Jude Law, Gwyneth Paltrow",2011,106,6.6,-9999999,75.64,70.0
-9999999,Il racconto dei racconti - Tale of Tales,"Drama,Fantasy,Horror","From the bitter quest of the Queen of Longtrellis, to two mysterious sisters who provoke the passion of a king, to the King of Highhills obsessed with a giant Flea, these tales are inspired by the fairytales by Giambattista Basile.",,,-9999999,-9999999,6.4,17565,0.08,72.0
912,I Am the Pretty Thing That Lives in the House,Thriller,,Oz Perkins,,2016,87,4.7,-9999999,,68.0
913,Bridge to Terabithia,"Adventure,Drama,Family",,Gabor Csupo,"Josh Hutcherson, AnnaSophia Robb, Zooey Deschanel, Robert Patrick",2007,96,7.2,-9999999,82.23,74.0
914,,,Strange things begin to happen when a group of friends gather for a dinner party on an evening when a comet is passing overhead.,James Ward Byrkit,"Emily Baldoni, Maury Sterling, Nicholas Brendon, Elizabeth Gracen",2013,89,7.2,66265,0.07,65.0
915,Notorious,"Biography,Crime,Drama","The life and death story of Notorious B.I.G. (a.k.a. Christopher Wallace), who came straight out of Brooklyn to take the world of rap music by storm.",George Tillman Jr.,"Jamal Woolard, Anthony Mackie, Derek Luke,Momo Dione",2009,122,6.7,33007,36.84,60.0
916,Goksung,"Drama,Fantasy,Horror",A stranger arrives in a little village and soon after a mysterious sickness starts spreading. A policeman is drawn into the incident and is forced to solve the mystery in order to save his daughter.,Hong-jin Na,,2016,156,7.5,17962,0.79,81.0
