Rank,Title,Genre,Description,Director,Actors,Year,Runtime_Minutes,Rating,Votes,Revenue_Millions,Metascore
-9999999,Chef,"Comedy,Drama","A head chef quits his restaurant job and buys a food truck in an effort to reclaim his creative promise, while piecing back together his estranged family.",,,2014,-9999999,7.3,-9999999,31.24,68.0
-9999999,Eye in the Sky,,"Col. Katherine Powell, a military officer in command of an operation to capture terrorists in Kenya, sees her mission escalate when a girl enters the kill zone triggering an international dispute over the implications of modern warfare.",Gavin Hood,"Helen Mirren, Aaron Paul, Alan Rickman, Barkhad Abdi",-9999999,102,7.3,-9999999,18.7,73.0
-9999999,Eagle Eye,,,,"Shia LaBeouf, Michelle Monaghan, Rosario Dawson,Michael Chiklis",-9999999,-9999999,6.6,-9999999,101.11,43.0
765,,,"A wealthy family are held hostage for harboring the target of a murderous syndicate during the Purge, a 12-hour period in which any and all crime is legal.",James DeMonaco,,2013,-9999999,5.7,-9999999,64.42,41.0
766,,"Comedy,Drama,Romance","A stranger in the city asks questions no one has asked before. His childlike curiosity will take him on a journey of love, laughter, and letting go.",,"Aamir Khan, Anushka Sharma, Sanjay Dutt,Boman Irani",2014,-9999999,8.2,103279,10.57,51.0
-9999999,,"Action,Sci-Fi","Young Ender Wiggin is recruited by the International Military to lead the fight against the Formics, a genocidal alien race which nearly annihilated the human race in a previous invasion.",Gavin Hood,,-9999999,-9999999,6.7,-9999999,61.66,
768,Indiana Jones and the Kingdom of the Crystal Skull,,"Famed archaeologist/adventurer Dr. Henry ""Indiana"" Jones is called back into action when he becomes entangled in a Soviet plot to uncover the secret behind mysterious artifacts known as the Crystal Skulls.",,"Harrison Ford, Cate Blanchett, Shia LaBeouf,Karen Allen",2008,-9999999,6.2,-9999999,317.01,65.0
769,Paper Towns,"Drama,Mystery,Romance","After an all night adventure, Quentin's life-long crush, Margo, disappears, leaving behind clues that Quentin and his friends follow on the journey of a lifetime.",,,-9999999,-9999999,6.3,-9999999,31.99,56.0
770,,,,,"Tom Hiddleston, Jeremy Irons, Sienna Miller, Luke Evans",-9999999,119,5.7,25928,0.34,65.0
771,,"Action,Adventure,Thriller","James Bond descends into mystery as he tries to stop a mysterious organization from eliminating a country's most valuable resource. All the while, he still tries to seek revenge over the death of his love.",Marc Forster,"Daniel Craig, Olga Kurylenko, Mathieu Amalric, Judi Dench",-9999999,-9999999,6.6,-9999999,168.37,58.0
-9999999,The Assignment,"Action,Crime,Thriller","After waking up and discovering that he has undergone gender reassignment surgery, an assassin seeks to find the doctor responsible.",,"Sigourney Weaver, Michelle Rodriguez, Tony Shalhoub,Anthony LaPaglia",-9999999,95,4.5,2043,,34.0
-9999999,How to Train Your Dragon,,,Dean DeBlois,"Jay Baruchel, Gerard Butler,Christopher Mintz-Plasse, Craig Ferguson",2010,-9999999,8.1,-9999999,217.39,74.0
-9999999,Lady in the Water,,"Apartment building superintendent Cleveland Heep rescues what he thinks is a young woman from the pool he maintains. When he discovers that she is actually a character from a bedtime story who is trying to make the journey back to her home, he works with his tenants to protect his new friend from the creatures that are determined to keep her in our world.",,,2006,-9999999,5.6,-9999999,42.27,36.0
-9999999,,,"As a modern-day scientist, Tommy is struggling with mortality, desperately searching for the medical breakthrough that will save the life of his cancer-stricken wife, Izzi.",Darren Aronofsky,,-9999999,-9999999,7.3,-9999999,10.14,51.0
-9999999,,,Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage.,John Lasseter,,-9999999,-9999999,6.2,110490,191.45,57.0
777,31,,,Rob Zombie,"Malcolm McDowell, Richard Brake, Jeff Daniel Phillips,Sheri Moon Zombie",-9999999,-9999999,5.1,-9999999,0.78,35.0
-9999999,,"Action,Thriller",,,"Abigail Breslin, Wes Bentley, Logan Huffman,Alexander Ludwig",2015,-9999999,4.7,-9999999,,56.0
779,Chalk It Up,,"When a super girly-girl is dumped by her boyfriend; she decides to do everything she can to get him back by building a college gymnastics team, quickly learning that she is capable of a lot more than just getting an MRS degree.",,"Maddy Curley, John DeLuca, Nikki SooHoo, Drew Seeley",2016,-9999999,4.8,-9999999,,
780,The Man Who Knew Infinity,,,Matt Brown,"Dev Patel, Jeremy Irons, Malcolm Sinclair, Raghuvir Joshi",2015,108,7.2,-9999999,3.86,
781,Unknown,,,,"Liam Neeson, Diane Kruger, January Jones,Aidan Quinn",2011,113,6.9,218679,61.09,56.0
-9999999,Self/less,,"A dying real estate mogul transfers his consciousness into a healthy young body, but soon finds that neither the procedure nor the company that performed it are quite what they seem.",,,-9999999,117,6.5,-9999999,12.28,34.0
783,Mr. Brooks,"Crime,Drama,Thriller",,,,-9999999,-9999999,7.3,128146,28.48,45.0
784,,,A young man and woman find love in an unlikely place while carrying out a shady deal.,Adam Leon,"Callum Turner, Grace Van Patten, Michal Vondel, Mike Birbiglia",2016,82,6.5,1031,,77.0
785,,,Two strangers stuck in Manhattan for the night grow into each other's most trusted confidants when an evening of unexpected adventure forces them to confront their fears and take control of their lives.,,,2014,-9999999,6.9,-9999999,0.04,31.0
-9999999,Captain Phillips,"Biography,Drama,Thriller",,Paul Greengrass,,-9999999,-9999999,7.8,346154,107.1,83.0
-9999999,The Secret Scripture,Drama,A woman keeps a diary of her extended stay at a mental hospital.,,,-9999999,-9999999,6.8,-9999999,,37.0
788,,,,,,-9999999,92,4.6,-9999999,3.77,22.0
789,Hotel Transylvania 2,"Animation,Comedy,Family",,Genndy Tartakovsky,"Adam Sandler, Andy Samberg, Selena Gomez, Kevin James",2015,89,6.7,69157,169.69,44.0
790,,"Action,Crime,Drama",Hancock is a superhero whose ill considered behavior regularly causes damage in the millions. He changes when the person he saves helps him improve his public image.,,,2008,-9999999,6.4,-9999999,227.95,49.0
-9999999,,Comedy,Two sisters decide to throw one last house party before their parents sell their family home.,,,-9999999,118,6.0,50241,87.03,58.0
-9999999,,"Comedy,Crime,Thriller","The Manzoni family, a notorious mafia clan, is relocated to Normandy, France under the witness protection program, where fitting in soon becomes challenging as their old habits die hard.",,,-9999999,111,6.3,92868,36.92,42.0
793,Zack and Miri Make a Porno,,"Lifelong platonic friends Zack and Miri look to solve their respective cash-flow problems by making an adult film together. As the cameras roll, however, the duo begin to sense that they may have more feelings for each other than they previously thought.",,"Seth Rogen, Elizabeth Banks, Craig Robinson, Gerry Bednob",-9999999,101,6.6,-9999999,31.45,56.0
-9999999,Ma vie de Courgette,,,Claude Barras,"Gaspard Schlatter, Sixtine Murat, Paulin Jaccoud,Michel Vuillermoz",-9999999,66,7.8,-9999999,0.29,85.0
-9999999,,"Action,Crime,Thriller",,Asger Leth,,2012,-9999999,6.6,-9999999,18.6,40.0
-9999999,,"Comedy,Romance",,Ivan Reitman,"Natalie Portman, Ashton Kutcher, Kevin Kline, Cary Elwes",2011,108,6.2,178243,70.63,50.0
797,Rescue Dawn,"Adventure,Biography,Drama",A U.S. fighter pilot's epic struggle of survival after being shot down on a mission over Laos during the Vietnam War.,Werner Herzog,"Christian Bale, Steve Zahn, Jeremy Davies, Zach Grenier",2006,120,7.3,87887,5.48,77.0
-9999999,,"Animation,Adventure,Comedy","When Gru, the world's most super-bad turned super-dad has been recruited by a team of officials to stop lethal muscle and a host of Gru's own, He has to fight back with new gadgetry, cars, and more minion madness.",,,-9999999,98,7.4,304837,368.05,62.0
799,,"Crime,Drama,Mystery",Private investigator Matthew Scudder is hired by a drug kingpin to find out who kidnapped and murdered his wife.,,,2014,114,6.5,93883,25.98,57.0
800,,,,Edgar Wright,"Simon Pegg, Nick Frost, Martin Freeman, Rosamund Pike",2013,-9999999,7.0,-9999999,26.0,81.0
-9999999,,,Two teenage yoga enthusiasts team up with a legendary man-hunter to battle with an ancient evil presence that is threatening their major party plans.,,,-9999999,88,4.3,-9999999,,23.0
-9999999,Seven Psychopaths,"Comedy,Crime",A struggling screenwriter inadvertently becomes entangled in the Los Angeles criminal underworld after his oddball friends kidnap a gangster's beloved Shih Tzu.,,"Colin Farrell, Woody Harrelson, Sam Rockwell,Christopher Walken",2012,-9999999,7.2,-9999999,14.99,66.0
803,Beowulf,,,,"Ray Winstone, Crispin Glover, Angelina Jolie,Robin Wright",2007,115,6.2,-9999999,82.16,59.0
804,Jack Ryan: Shadow Recruit,,,Kenneth Branagh,,2014,105,6.2,-9999999,50.55,57.0
805,1408,,"A man who specializes in debunking paranormal occurrences checks into the fabled room 1408 in the Dolphin Hotel. Soon after settling in, he confronts genuine terror.",,"John Cusack, Samuel L. Jackson, Mary McCormack, Paul Birchard",-9999999,-9999999,6.8,-9999999,71.98,64.0
-9999999,The Gambler,,Lit professor and gambler Jim Bennett's debt causes him to borrow money from his mother and a loan shark. Further complicating his situation is his relationship with one of his students. Will Bennett risk his life for a second chance?,,"Mark Wahlberg, Jessica Lange, John Goodman, Brie Larson",-9999999,-9999999,6.0,52537,33.63,55.0
-9999999,Prince of Persia: The Sands of Time,"Action,Adventure,Fantasy",,Mike Newell,,-9999999,116,6.6,233148,90.76,50.0
808,The Spectacular Now,,"A hard-partying high school senior's philosophy on life changes when he meets the not-so-typical ""nice girl.""",James Ponsoldt,"Miles Teller, Shailene Woodley, Kyle Chandler,Jennifer Jason Leigh",2013,-9999999,7.1,115751,6.85,82.0
809,,,"The story of King Seretse Khama of Botswana and how his loving but controversial marriage to a British white woman, Ruth Williams, put his kingdom into political and diplomatic turmoil.",,,2016,111,6.8,4771,3.9,65.0
810,USS Indianapolis: Men of Courage,,,Mario Van Peebles,"Nicolas Cage, Tom Sizemore, Thomas Jane,Matt Lanter",-9999999,-9999999,5.2,-9999999,,30.0
811,,"Action,Adventure,Comedy",,Franois Simard,,2015,93,6.7,19309,0.05,60.0
-9999999,Mama,,A young couple take in their two nieces only to suspect that a foreboding evil has latched itself to their family.,Andrs Muschietti,"Jessica Chastain, Nikolaj Coster-Waldau, Megan Charpentier, Isabelle Nlisse",2013,-9999999,6.2,142560,71.59,57.0
813,Orphan,,A husband and wife who recently lost their baby adopt a nine year-old girl who is not nearly as innocent as she claims to be.,Jaume Collet-Serra,,-9999999,-9999999,7.0,-9999999,41.57,42.0
-9999999,To Rome with Love,,"The lives of some visitors and residents of Rome and the romances, adventures and predicaments they get into.",,"Woody Allen, Penlope Cruz, Jesse Eisenberg, Ellen Page",2012,112,6.3,-9999999,16.68,54.0
-9999999,Fantastic Mr. Fox,"Animation,Adventure,Comedy",,Wes Anderson,,2009,-9999999,7.8,-9999999,21.0,83.0
-9999999,Inside Man,"Crime,Drama,Mystery",,Spike Lee,"Denzel Washington, Clive Owen, Jodie Foster,Christopher Plummer",-9999999,-9999999,7.6,-9999999,88.5,76.0
817,,,,,"Pierce Brosnan, Jason Barry, Karen Moskow, Kai Ryssdal",2016,-9999999,5.4,-9999999,,27.0
818,127 Hours,,"An adventurous mountain climber becomes trapped under a boulder while canyoneering alone near Moab, Utah and resorts to desperate measures in order to survive.",,,-9999999,-9999999,7.6,294010,18.33,82.0
-9999999,,"Horror,Mystery,Thriller",,,,2014,99,5.4,91106,84.26,37.0
820,Wolves at the Door,"Horror,Thriller","Four friends gather at an elegant home during the Summer of Love, 1969. Unbeknownst to them, deadly visitors are waiting outside. What begins as a simple farewell party turns to a night of ... See full summary ",John R. Leonetti,,-9999999,-9999999,4.6,-9999999,,63.0
821,Suite Franaise,,,,"Michelle Williams, Kristin Scott Thomas, Margot Robbie,Eric Godon",-9999999,-9999999,6.9,13711,,
-9999999,The Imaginarium of Doctor Parnassus,"Adventure,Fantasy,Mystery",,Terry Gilliam,,2009,123,6.8,130153,7.69,65.0
-9999999,,"Action,Adventure,Sci-Fi",,,,-9999999,-9999999,5.8,-9999999,150.17,32.0
824,,,"The story of Christine Chubbuck, a 1970s TV reporter struggling with depression and professional frustrations as she tries to advance her career.",,"Rebecca Hall, Michael C. Hall, Tracy Letts, Maria Dizzia",2016,119,7.0,5855,0.3,72.0
825,,,,,"Shia LaBeouf, Jai Courtney, Gary Oldman, Kate Mara",2015,90,5.8,4779,,27.0
826,Crawlspace,,A thriller centered around a widower who moves into a seemingly perfect new home with his daughter and new wife.,,"Michael Vartan, Erin Moriarty, Nadine Velazquez,Ronnie Gene Blevins",-9999999,-9999999,5.3,-9999999,,25.0
-9999999,,,,Farren Blackburn,"Naomi Watts, Charlie Heaton, Jacob Tremblay,Oliver Platt",-9999999,-9999999,4.6,5715,6.88,
828,The Warriors Gate,,,Matthias Hoene,"Mark Chao, Ni Ni, Dave Bautista, Sienna Guillory",-9999999,-9999999,5.3,1391,,77.0
-9999999,Grindhouse,"Action,Horror,Thriller",Quentin Tarantino and Robert Rodriguez's homage to exploitation double features in the 60s and 70s with two back-to-back cult films that include previews of coming attractions between them.,,,2007,191,7.6,160350,25.03,
830,,,,Jason Friedberg,,2008,87,1.9,77207,14.17,15.0
-9999999,Rocky Balboa,,"Thirty years after the ring of the first bell, Rocky Balboa comes out of retirement and dons his gloves for his final fight; against the reigning heavyweight champ Mason 'The Line' Dixon.",,,-9999999,-9999999,7.2,171356,70.27,63.0
-9999999,,,"School's out. Summer vacation is on. However, Greg may not have the best summer vacation ever. What could go wrong?",David Bowers,"Zachary Gordon, Robert Capron, Devon Bostick,Steve Zahn",-9999999,94,6.4,16917,49.0,54.0
-9999999,,,,,,-9999999,120,7.4,-9999999,11.23,76.0
834,Fool's Gold,"Action,Adventure,Comedy",A new clue to the whereabouts of a lost treasure rekindles a married couple's sense of adventure -- and their estranged romance.,,"Matthew McConaughey, Kate Hudson, Donald Sutherland, Alexis Dziena",2008,112,5.7,-9999999,70.22,29.0
835,,Comedy,,Larry Charles,"Sacha Baron Cohen, Anna Faris, John C. Reilly, Ben Kingsley",2012,-9999999,6.4,225394,59.62,58.0
-9999999,,,,Erik Van Looy,,2014,-9999999,6.3,38804,5.98,24.0
-9999999,Bacalaureat,,A film about compromises and the implications of the parent's role.,Cristian Mungiu,"Adrian Titieni, Maria-Victoria Dragus, Lia Bugnar,Malina Manovici",-9999999,-9999999,7.5,-9999999,0.13,84.0
-9999999,You Don't Mess with the Zohan,,,,"Adam Sandler, John Turturro, Emmanuelle Chriqui,Nick Swardson",2008,-9999999,5.5,163144,100.02,54.0
-9999999,Exposed,,,Gee Malik Linton,"Ana de Armas, Keanu Reeves, Christopher McDonald, Mira Sorvino",-9999999,102,4.2,8409,,23.0
-9999999,,,An arthritic Nova Scotia woman works as a housekeeper while she hones her skills as an artist and eventually becomes a beloved figure in the community.,Aisling Walsh,,-9999999,115,7.8,-9999999,,60.0
841,Horrible Bosses 2,"Comedy,Crime",,Sean Anders,"Jason Bateman, Jason Sudeikis, Charlie Day, Jennifer Aniston",-9999999,-9999999,6.3,125190,54.41,40.0
-9999999,,"Drama,Thriller",,Luca Guadagnino,,2015,-9999999,6.4,-9999999,1.98,74.0
843,Melancholia,,Two sisters find their already strained relationship challenged as a mysterious new planet threatens to collide with Earth.,Lars von Trier,,2011,135,7.1,-9999999,3.03,80.0
-9999999,The Princess and the Frog,,"A waitress, desperate to fulfill her dreams as a restaurant owner, is set on a journey to turn a frog prince back into a human being, but she has to face the same problem after she kisses him.",Ron Clements,"Anika Noni Rose, Keith David, Oprah Winfrey, Bruno Campos",-9999999,97,7.1,-9999999,104.37,73.0
845,,"Action,Thriller","With an unmanned, half-mile-long freight train barreling toward a city, a veteran engineer and a young conductor race against the clock to prevent a catastrophe.",,,2010,98,6.8,-9999999,81.56,69.0
846,Flight,,"An airline pilot saves almost all his passengers on his malfunctioning airliner which eventually crashed, but an investigation into the accident reveals something troubling.",,"Denzel Washington, Nadine Velazquez, Don Cheadle, John Goodman",-9999999,138,7.3,276347,93.75,76.0
-9999999,Home,,,Tim Johnson,,2015,94,6.7,77447,177.34,55.0
-9999999,La migliore offerta,"Crime,Drama,Mystery",,Giuseppe Tornatore,,-9999999,-9999999,7.8,77986,0.09,49.0
-9999999,Mean Dreams,Thriller,,,"Sophie Nlisse, Josh Wiggins, Joe Cobden, Bill Paxton",-9999999,-9999999,6.3,1066,,64.0
-9999999,,,,Brian Helgeland,,-9999999,-9999999,7.5,-9999999,95.0,62.0
-9999999,,"Crime,Drama,Thriller","""21"" is the fact-based story about six MIT students who were trained to become experts in card counting and subsequently took Vegas casinos for millions in winnings.",Robert Luketic,,-9999999,-9999999,6.8,-9999999,81.16,48.0
852,,,,John Carney,,2013,104,7.4,-9999999,16.17,62.0
853,Out of the Furnace,"Crime,Drama,Thriller",,Scott Cooper,,2013,-9999999,6.8,-9999999,11.33,63.0
854,Vicky Cristina Barcelona,"Drama,Romance","Two girlfriends on a summer holiday in Spain become enamored with the same painter, unaware that his ex-wife, with whom he has a tempestuous relationship, is about to re-enter the picture.",Woody Allen,,2008,96,7.1,208770,23.21,70.0
-9999999,,"Animation,Action,Adventure","The Dragon Warrior has to clash against the savage Tai Lung as China's fate hangs in the balance: However, the Dragon Warrior mantle is supposedly mistaken to be bestowed upon an obese panda who is a tyro in martial arts.",,,-9999999,92,7.6,-9999999,215.4,73.0
856,Barbershop: The Next Cut,,,,,2016,111,5.9,9993,54.01,67.0
857,Terminator Salvation,,"In 2018, a mysterious new weapon in the war against the machines, half-human and half-machine, comes to John Connor on the eve of a resistance attack on Skynet. But whose side is he on, and can he be trusted?",McG,,2009,115,6.6,-9999999,125.32,49.0
-9999999,,"Biography,Crime,Drama","A young teacher inspires her class of at-risk students to learn tolerance, apply themselves, and pursue education beyond high school.",,"Hilary Swank, Imelda Staunton, Patrick Dempsey, Scott Glenn",-9999999,123,7.5,-9999999,36.58,64.0
859,The Hills Have Eyes,Horror,"A suburban American family is being stalked by a group of psychotic people who live in the desert, far away from civilization.",Alexandre Aja,,-9999999,107,6.4,-9999999,41.78,52.0
860,,"Biography,Drama,Mystery","A grief-stricken mother takes on the LAPD to her own detriment when it stubbornly tries to pass off an obvious impostor as her missing child, while also refusing to give up hope that she will find him one day.",Clint Eastwood,"Angelina Jolie, Colm Feore, Amy Ryan, Gattlin Griffith",-9999999,141,7.8,-9999999,35.71,63.0
-9999999,Remember Me,"Drama,Romance","A romantic drama centered on two new lovers: Tyler, whose parents have split in the wake of his brother's suicide, and Ally, who lives each day to the fullest since witnessing her mother's murder.",,"Robert Pattinson, Emilie de Ravin, Caitlyn Rund,Moiss Acevedo",2010,-9999999,7.2,119376,19.06,40.0
-9999999,Koe no katachi,"Animation,Drama,Romance","The story revolves around Nishimiya Shoko, a grade school student who has impaired hearing. She transfers into a new school, where she is bullied by her classmates, especially Ishida Shouya... See full summary ",,,2016,-9999999,8.4,-9999999,,80.0
863,"Alexander and the Terrible, Horrible, No Good, Very Bad Day","Comedy,Family",,Miguel Arteta,"Steve Carell, Jennifer Garner, Ed Oxenbould, Dylan Minnette",2014,81,6.2,32310,66.95,54.0
864,,,,,"Tom Hardy, Olivia Colman, Ruth Wilson, Andrew Scott",2013,85,7.1,100890,1.36,81.0
865,The 9th Life of Louis Drax,,A psychologist who begins working with a young boy who has suffered a near-fatal fall finds himself drawn into a mystery that tests the boundaries of fantasy and reality.,Alexandre Aja,"Jamie Dornan, Aiden Longworth, Sarah Gadon,Aaron Paul",2016,108,6.3,-9999999,,41.0
866,,"Drama,Fantasy,Horror",,,,2013,120,6.5,61060,0.16,46.0
867,,"Drama,Romance",,James Schamus,,-9999999,110,6.9,7402,3.4,78.0
-9999999,The Stanford Prison Experiment,"Biography,Drama,History",,Kyle Patrick Alvarez,,2015,122,6.9,20907,0.64,67.0
869,Diary of a Wimpy Kid: Rodrick Rules,,,,"Zachary Gordon, Devon Bostick, Robert Capron,Rachael Harris",-9999999,99,6.6,-9999999,52.69,51.0
-9999999,Mission: Impossible III,"Action,Adventure,Thriller",,,"Tom Cruise, Michelle Monaghan, Ving Rhames, Philip Seymour Hoffman",2006,126,6.9,-9999999,133.38,66.0
871,En man som heter Ove,,"Ove, an ill-tempered, isolated retiree who spends his days enforcing block association rules and visiting his wife's grave, has finally given up on life just as an unlikely friendship develops with his boisterous new neighbors.",,,-9999999,-9999999,7.7,21569,3.36,70.0
-9999999,Dragonball Evolution,,,,"Justin Chatwin, James Marsters, Yun-Fat Chow, Emmy Rossum",2009,-9999999,2.7,-9999999,9.35,45.0
-9999999,,"Action,Thriller",,Dan Bradley,,2012,-9999999,5.4,64584,44.8,31.0
-9999999,One Day,"Drama,Romance","After spending the night together on the night of their college graduation Dexter and Em are shown each year on the same date to see where they are in their lives. They are sometimes together, sometimes not, on that day.",Lone Scherfig,"Anne Hathaway, Jim Sturgess, Patricia Clarkson,Tom Mison",-9999999,-9999999,7.0,113599,13.77,48.0
875,,"Comedy,Drama,Romance",,Greg Berlanti,"Katherine Heigl, Josh Duhamel, Josh Lucas, Alexis Clagett",-9999999,114,6.6,101301,53.36,39.0
-9999999,,"Drama,Horror,Sci-Fi","Six months after the rage virus was inflicted on the population of Great Britain, the US Army helps to secure a small area of London for the survivors to repopulate and start again. But not everything goes to plan.",,,-9999999,-9999999,7.0,-9999999,28.64,78.0
-9999999,Warm Bodies,,,,"Nicholas Hoult, Teresa Palmer, John Malkovich,Analeigh Tipton",-9999999,-9999999,6.9,193579,66.36,59.0
-9999999,,Drama,"A New York socialite, deeply troubled and in denial, arrives in San Francisco to impose upon her sister. She looks a million, but isn't bringing money, peace, or love...",,,-9999999,-9999999,7.3,160592,33.4,78.0
879,G.I. Joe: Retaliation,,The G.I. Joes are not only fighting their mortal enemy Cobra; they are forced to contend with threats from within the government that jeopardize their very existence.,,,2013,-9999999,5.8,-9999999,122.51,41.0
880,Wrath of the Titans,"Action,Adventure,Fantasy","Perseus braves the treacherous underworld to rescue his father, Zeus, captured by his son, Ares, and brother Hades who unleash the ancient Titans upon the world.",Jonathan Liebesman,,-9999999,99,5.8,159230,83.64,37.0
-9999999,Shin Gojira,"Action,Adventure,Drama",Japan is plunged into chaos upon the appearance of a giant monster.,,,2016,-9999999,6.9,-9999999,1.91,68.0
882,,,"Author P.L. Travers reflects on her childhood after reluctantly meeting with Walt Disney, who seeks to adapt her Mary Poppins books for the big screen.",John Lee Hancock,"Emma Thompson, Tom Hanks, Annie Rose Buckley, Colin Farrell",-9999999,125,7.5,-9999999,83.3,65.0
883,Transcendence,,,Wally Pfister,,2014,119,6.3,184564,23.01,42.0
884,,"Animation,Adventure,Comedy","When Blu, a domesticated macaw from small-town Minnesota, meets the fiercely independent Jewel, he takes off on an adventure to Rio de Janeiro with the bird of his dreams.",Carlos Saldanha,"Jesse Eisenberg, Anne Hathaway, George Lopez,Karen Disher",-9999999,96,6.9,173919,143.62,63.0
-9999999,,"Drama,Romance,Sci-Fi",,Drake Doremus,,-9999999,101,6.1,-9999999,0.03,43.0
886,Babel,Drama,,Alejandro Gonzlez Irritu,"Brad Pitt, Cate Blanchett, Gael Garca Bernal, Mohamed Akhzam",-9999999,143,7.5,253417,34.3,69.0
-9999999,,"Drama,Fantasy",,,"Brad Pitt, Sean Penn, Jessica Chastain, Hunter McCracken",-9999999,139,6.8,-9999999,13.3,85.0
888,,"Drama,Romance",,,"Zac Efron, Taylor Schilling, Blythe Danner, Riley Thomas Stewart",2012,-9999999,6.5,-9999999,60.44,39.0
-9999999,Piranha 3D,,,,"Elisabeth Shue, Jerry O'Connell, Richard Dreyfuss,Ving Rhames",2010,-9999999,5.5,-9999999,25.0,53.0
890,,"Comedy,Drama,Romance","Inspired by a true story, a comedy centered on a 27-year-old guy who learns of his cancer diagnosis, and his subsequent struggle to beat the disease.",Jonathan Levine,,-9999999,100,7.7,-9999999,34.96,72.0
-9999999,,,"Gunz (Dylan Duffus) is thrust into a world of excitement when he joins the TIC crew. The crew, led by the ruthless Hoodz (Scorcher), goes from low level weed peddling to full on armed ... See full summary ",,"Dylan Duffus, Scorcher,Shone Romulus, Jade Asha",2016,-9999999,3.5,-9999999,,59.0
892,This Is 40,"Comedy,Romance","Pete and Debbie are both about to turn 40, their kids hate each other, both of their businesses are failing, they're on the verge of losing their house, and their relationship is threatening to fall apart.",,,-9999999,134,6.2,108156,67.52,
-9999999,Real Steel,,"In the near future, robot boxing is a top sport. A struggling promoter feels he's found a champion in a discarded robot.",,"Hugh Jackman, Evangeline Lilly, Dakota Goyo,Anthony Mackie",2011,127,7.1,264480,85.46,56.0
-9999999,,,A New York writer on sex and love is finally getting married to her Mr. Big. But her three best girlfriends must console her after one of them inadvertently leads Mr. Big to jilt her.,Michael Patrick King,"Sarah Jessica Parker, Kim Cattrall, Cynthia Nixon, Kristin Davis",-9999999,-9999999,5.5,102547,152.64,53.0
-9999999,,,"In Thailand, John Rambo joins a group of missionaries to venture into war-torn Burma, and rescue a group of Christian aid workers who were kidnapped by the ruthless local infantry unit.",Sylvester Stallone,,-9999999,92,7.1,187077,42.72,46.0
896,Planet Terror,"Action,Comedy,Horror","After an experimental bio-weapon is released, turning thousands into zombie-like creatures, it's up to a rag-tag group of survivors to stop the infected and those behind its release.",,,2007,-9999999,7.1,-9999999,,55.0
-9999999,,,"In Pittsburgh, accomplished pathologist Dr. Bennet Omalu uncovers the truth about brain damage in football players who suffer repeated concussions in the course of normal play.",Peter Landesman,"Will Smith, Alec Baldwin, Albert Brooks, David Morse",-9999999,123,7.1,61274,34.53,
-9999999,,"Adventure,Comedy,Drama",,Tarsem Singh,,2006,117,7.9,93036,2.28,64.0
899,,"Comedy,Romance",A romantically challenged morning show producer is reluctantly embroiled in a series of outrageous tests by her chauvinistic correspondent to prove his theories on relationships and help ... See full summary ,Robert Luketic,"Katherine Heigl, Gerard Butler, Bree Turner, Eric Winter",-9999999,-9999999,6.5,-9999999,88.92,28.0
-9999999,,,Two best friends become rivals when they schedule their respective weddings on the same day.,,"Kate Hudson, Anne Hathaway, Candice Bergen, Bryan Greenberg",-9999999,-9999999,5.5,-9999999,58.72,24.0
-9999999,,,,Leslye Headland,"Jason Sudeikis, Alison Brie, Jordan Carlos,Margarita Levieva",2015,-9999999,6.5,27730,0.81,64.0
-9999999,,,"An FBI agent takes on a plane full of deadly and venomous snakes, deliberately released to kill a witness being flown from Honolulu to Los Angeles to testify against a mob boss.",,,2006,105,5.6,-9999999,34.01,58.0
903,What If,,"Wallace, who is burned out from a string of failed relationships, forms an instant bond with Chantry, who lives with her longtime boyfriend. Together, they puzzle out what it means if your best friend is also the love of your life.",,,2013,-9999999,6.8,55243,3.45,59.0
-9999999,,,,Dean DeBlois,,2014,-9999999,7.9,237565,177.0,76.0
-9999999,RoboCop,,"In 2028 Detroit, when Alex Murphy - a loving husband, father and good cop - is critically injured in the line of duty, the multinational conglomerate OmniCorp sees their chance for a part-man, part-robot police officer.",Jos Padilha,,-9999999,-9999999,6.2,-9999999,58.61,52.0
-9999999,,,An activist gets caught up in the labor movement for farm workers in California during the 1930s.,James Franco,"Nat Wolff, James Franco, Vincent D'Onofrio, Selena Gomez",2016,-9999999,6.2,1455,,43.0
907,"Hello, My Name Is Doris","Comedy,Drama,Romance",A self-help seminar inspires a sixty-something woman to romantically pursue her younger co-worker.,,,2015,95,6.7,12361,14.44,63.0
908,Ocean's Thirteen,,"Danny Ocean rounds up the boys for a third heist, after casino owner Willy Bank double-crosses one of the original eleven, Reuben Tishkoff.",,"George Clooney, Brad Pitt, Matt Damon,Michael Mantell",2007,-9999999,6.9,-9999999,117.14,62.0
909,,,"A small town is taken over by an alien plague, turning residents into zombies and all forms of mutant monsters.",,"Nathan Fillion, Elizabeth Banks, Michael Rooker, Don Thompson",2006,95,6.5,-9999999,7.77,69.0
-9999999,,"Drama,Thriller",,,"Matt Damon, Kate Winslet, Jude Law, Gwyneth Paltrow",-9999999,-9999999,6.6,187004,75.64,70.0
