height,lenght,area,eccen,p_black,p_and,mean_tr,blackpix,blackand,wb_trans,class
1.0,,14.0,14.0,,1.0,14.0,14.0,14.0,1.0,2
17.0,203.0,3451.0,,,0.999,14.19,3192.0,3448.0,225.0,
9.0,8.0,72.0,0.889,,,12.25,49.0,55.0,,1
10.0,170.0,1700.0,,,0.928,4.35,,,,1
,121.0,968.0,15.125,0.431,0.98,3.11,417.0,949.0,134.0,1
,400.0,5200.0,,0.364,0.609,4.52,1891.0,3168.0,,
9.0,,72.0,,0.722,0.792,13.0,,57.0,4.0,1
8.0,,,,0.464,0.985,,219.0,465.0,80.0,1
,,,27.231,0.38,0.598,4.39,1749.0,2750.0,398.0,1
,14.0,,1.556,0.587,0.944,6.17,74.0,119.0,12.0,1
,,1690.0,10.0,0.392,,,,1178.0,139.0,1
8.0,58.0,,,0.442,0.903,3.15,205.0,419.0,65.0,1
10.0,1.0,10.0,0.1,1.0,1.0,10.0,,10.0,,4
9.0,18.0,,2.0,0.58,,,94.0,138.0,12.0,1
12.0,335.0,,27.917,0.4,0.677,4.61,1606.0,,348.0,1
,,18.0,0.056,1.0,1.0,18.0,,18.0,,4
,222.0,2886.0,17.077,0.377,,4.92,1087.0,1997.0,,1
10.0,,2800.0,,0.356,0.77,,998.0,,,1
17.0,106.0,,6.235,0.927,1.0,14.53,1671.0,1802.0,115.0,1
,159.0,2067.0,12.231,,,4.81,852.0,,177.0,1
9.0,17.0,153.0,1.889,,0.856,,,,,
9.0,,,,0.394,0.705,2.85,305.0,546.0,,
,266.0,4522.0,15.647,0.921,1.0,12.82,4167.0,4522.0,325.0,1
8.0,1.0,,0.125,1.0,,8.0,8.0,,,4
13.0,349.0,4537.0,26.846,0.38,,4.36,1724.0,,395.0,1
9.0,,,,0.605,0.895,,98.0,145.0,14.0,1
27.0,1.0,,0.037,,,27.0,27.0,27.0,1.0,4
,162.0,,20.25,0.435,,3.0,564.0,,188.0,
10.0,18.0,,,0.522,0.694,,94.0,125.0,10.0,1
12.0,285.0,3420.0,23.75,,,,1404.0,2421.0,,1
10.0,159.0,1590.0,15.9,,0.719,,564.0,1144.0,184.0,1
17.0,,4165.0,14.412,0.913,,12.97,3801.0,4152.0,,1
,332.0,3984.0,27.667,0.402,0.659,4.5,1602.0,,356.0,1
,17.0,,1.889,0.627,,6.4,96.0,141.0,15.0,1
31.0,,31.0,0.032,1.0,1.0,31.0,31.0,31.0,,4
12.0,175.0,2100.0,14.583,,0.774,,847.0,1625.0,198.0,
10.0,,2050.0,20.5,,,3.04,,1451.0,257.0,1
17.0,98.0,1666.0,5.765,0.929,1.0,,,,,1
10.0,17.0,170.0,1.7,0.482,,6.83,82.0,,,1
12.0,,3024.0,21.0,0.416,0.682,4.75,1259.0,2062.0,265.0,1
10.0,,,,0.381,0.785,,575.0,1186.0,,1
13.0,,5629.0,,0.375,0.605,4.82,,,,1
9.0,,153.0,1.889,,0.889,8.36,92.0,,,1
8.0,1.0,8.0,0.125,1.0,1.0,8.0,,8.0,,4
,252.0,2520.0,25.2,0.377,0.775,,,,330.0,
,30.0,30.0,30.0,0.4,1.0,2.4,12.0,,,
1.0,94.0,94.0,94.0,,1.0,,,94.0,,2
1.0,193.0,,193.0,0.57,1.0,2.97,110.0,193.0,,2
,347.0,44416.0,,,,13.07,17721.0,,1356.0,3
8.0,50.0,400.0,6.25,,0.955,3.01,,382.0,70.0,1
26.0,378.0,9828.0,14.538,0.229,0.584,,,,650.0,1
,,159.0,159.0,,,77.5,155.0,159.0,2.0,
25.0,169.0,4225.0,6.76,,,1.58,923.0,4101.0,,1
9.0,82.0,,9.111,,,,260.0,589.0,,1
,,,,,0.639,2.53,485.0,,,1
12.0,71.0,852.0,,0.628,,,,743.0,79.0,1
,166.0,3984.0,6.917,0.905,,,3604.0,,211.0,1
,1.0,,0.083,,1.0,12.0,12.0,12.0,1.0,
11.0,183.0,,16.636,,0.841,4.53,937.0,1693.0,207.0,1
10.0,16.0,160.0,1.6,0.544,,,87.0,,12.0,
10.0,,,24.0,0.383,,,,,,
14.0,419.0,5866.0,29.929,,0.603,,,,485.0,1
3.0,3.0,9.0,1.0,0.889,,8.0,,,1.0,1
,,144.0,1.778,0.556,0.958,6.67,80.0,138.0,12.0,1
13.0,,1768.0,10.462,0.415,0.778,4.58,733.0,1375.0,160.0,1
9.0,161.0,1449.0,,0.432,0.93,2.87,626.0,1347.0,218.0,1
,19.0,190.0,,0.6,,,,163.0,,
14.0,203.0,,14.5,0.362,,4.36,1028.0,1904.0,236.0,
,62.0,682.0,5.636,0.353,0.78,3.21,241.0,532.0,75.0,1
10.0,19.0,190.0,1.9,0.542,0.768,7.36,103.0,,14.0,1
,390.0,,27.857,0.358,0.59,,1956.0,3224.0,441.0,1
3.0,3.0,9.0,1.0,0.889,,8.0,8.0,8.0,,
13.0,,1599.0,9.462,0.428,0.798,4.38,,,156.0,1
,327.0,3270.0,,0.379,0.767,,1239.0,2508.0,450.0,
23.0,371.0,8533.0,16.13,,1.0,16.83,,,,1
11.0,184.0,2024.0,16.727,,,4.6,,1789.0,213.0,
,,190.0,1.9,0.621,0.858,8.43,118.0,163.0,,1
8.0,,,,0.466,0.904,,354.0,687.0,120.0,
14.0,,2814.0,14.357,,,,1050.0,1804.0,217.0,
,20.0,,2.0,0.605,0.795,,121.0,,15.0,
,,,15.0,,,,643.0,1282.0,,1
,,5838.0,29.786,0.359,,4.48,2094.0,,467.0,1
,19.0,,2.111,0.62,0.836,,106.0,143.0,,1
12.0,,3264.0,22.667,0.329,0.75,2.74,1075.0,,393.0,1
14.0,319.0,,22.786,0.37,,4.54,,2577.0,364.0,1
10.0,19.0,190.0,,0.611,,8.29,116.0,171.0,14.0,
11.0,,1078.0,8.909,0.378,0.724,3.04,,781.0,,1
14.0,433.0,6062.0,30.929,0.355,0.572,4.44,2152.0,3467.0,,1
,20.0,,2.222,,0.856,,113.0,154.0,14.0,1
11.0,,1672.0,13.818,0.365,,2.88,,,212.0,
14.0,340.0,4760.0,24.286,0.344,0.563,4.6,1636.0,,356.0,1
10.0,19.0,190.0,1.9,0.553,0.805,7.5,105.0,153.0,14.0,1
14.0,183.0,,13.071,0.39,,4.87,,,,
12.0,383.0,4596.0,31.917,0.307,0.603,,1409.0,2771.0,485.0,1
12.0,1.0,,0.083,,1.0,12.0,12.0,12.0,1.0,4
168.0,,,0.804,0.82,,62.81,18591.0,20513.0,296.0,3
9.0,1.0,9.0,0.111,1.0,1.0,,9.0,9.0,,4
,,,9.0,0.549,0.96,3.36,178.0,311.0,53.0,1
83.0,315.0,,3.795,0.295,0.594,9.21,7725.0,,839.0,5
9.0,1.0,,0.111,,1.0,9.0,,9.0,,
9.0,,747.0,,,,2.94,262.0,542.0,89.0,1
10.0,155.0,1550.0,,0.35,0.678,,542.0,,195.0,
12.0,72.0,864.0,,0.615,,6.4,,745.0,83.0,1
1.0,,,32.0,0.469,1.0,1.88,15.0,32.0,8.0,2
25.0,261.0,6525.0,10.44,0.887,0.945,17.75,5785.0,6164.0,326.0,1
,185.0,2035.0,16.818,0.487,0.883,4.5,991.0,1796.0,,1
10.0,,100.0,1.0,0.52,,52.0,52.0,,1.0,1
,,,6.429,0.483,,,,310.0,62.0,1
,284.0,3976.0,20.286,,,5.1,,,285.0,1
,17.0,153.0,1.889,0.536,,6.31,82.0,140.0,13.0,1
9.0,,,,0.36,0.763,2.63,,1098.0,197.0,
11.0,118.0,1298.0,10.727,0.459,0.742,4.81,596.0,,,
10.0,16.0,160.0,1.6,0.619,0.963,6.19,99.0,154.0,16.0,
13.0,369.0,4797.0,,,0.662,4.79,1906.0,3176.0,398.0,1
7.0,,861.0,17.571,0.419,,2.62,361.0,,138.0,1
28.0,,9324.0,,0.351,0.65,4.55,3270.0,6057.0,718.0,
10.0,,,1.9,0.584,,6.94,,,16.0,
8.0,,2176.0,34.0,0.359,,2.7,781.0,1846.0,,1
28.0,281.0,7868.0,,0.318,0.551,,2502.0,,530.0,1
9.0,18.0,162.0,2.0,,0.815,8.8,88.0,,,1
9.0,152.0,1368.0,,0.379,0.765,2.77,,1047.0,,1
14.0,254.0,,18.143,0.377,,4.72,1341.0,2022.0,284.0,1
10.0,,200.0,,,0.68,8.82,97.0,,11.0,1
,395.0,,28.214,,0.658,4.7,1988.0,3636.0,423.0,1
7.0,157.0,1099.0,22.429,0.439,0.874,2.77,482.0,961.0,,1
,433.0,4763.0,39.364,,0.706,,,3365.0,460.0,
9.0,,171.0,2.111,0.655,0.871,8.62,112.0,,13.0,
7.0,,1071.0,,,0.97,2.75,500.0,1039.0,182.0,1
13.0,267.0,3471.0,20.538,0.401,,4.87,1392.0,2299.0,,1
10.0,19.0,,1.9,0.6,,9.5,114.0,146.0,,
8.0,193.0,1544.0,24.125,0.4,,2.51,617.0,1280.0,246.0,1
25.0,,8500.0,13.6,0.866,0.926,16.57,7358.0,7872.0,444.0,1
11.0,,,,0.471,0.885,,954.0,,,
10.0,19.0,190.0,1.9,0.6,0.895,8.14,114.0,170.0,14.0,1
,,1720.0,26.875,0.366,,,,1362.0,220.0,1
14.0,420.0,5880.0,30.0,,0.571,4.92,,3356.0,,
3.0,3.0,,1.0,0.889,1.0,,8.0,9.0,1.0,1
9.0,20.0,180.0,2.222,,,,,141.0,12.0,1
9.0,140.0,1260.0,15.556,0.38,0.756,2.71,,953.0,177.0,1
13.0,,,14.692,0.406,0.617,4.71,1007.0,1532.0,214.0,
,19.0,171.0,,0.55,,7.23,94.0,,13.0,1
,369.0,3321.0,41.0,0.329,0.639,,,2122.0,,
,14.0,98.0,2.0,0.102,0.204,10.0,10.0,,,2
166.0,,,2.843,0.359,,17.12,,,,3
,72.0,864.0,,0.635,0.94,5.97,,,92.0,
1.0,15.0,15.0,,,1.0,2.0,8.0,,4.0,2
,132.0,3036.0,5.739,0.95,1.0,,,,139.0,1
,416.0,5824.0,,0.384,,4.64,,,481.0,
10.0,9.0,90.0,0.9,0.667,0.689,30.0,60.0,62.0,,1
,43.0,301.0,6.143,0.545,0.973,2.56,164.0,,,1
24.0,198.0,,8.25,,0.983,15.8,4329.0,4670.0,274.0,1
13.0,213.0,2769.0,16.385,0.359,0.658,4.65,995.0,1821.0,214.0,
3.0,4.0,12.0,1.333,0.75,0.75,,9.0,9.0,1.0,1
,16.0,160.0,1.6,0.425,0.794,7.56,68.0,127.0,,1
9.0,82.0,738.0,9.111,0.312,,2.74,230.0,,,1
10.0,17.0,,1.7,0.571,,6.47,97.0,156.0,15.0,1
13.0,266.0,3458.0,,0.398,,4.81,,2003.0,,1
9.0,,,13.778,0.348,0.722,2.57,388.0,,151.0,1
14.0,,4480.0,,0.354,0.585,,,2621.0,,1
10.0,17.0,170.0,,,,7.58,91.0,145.0,12.0,1
13.0,133.0,1729.0,,0.36,0.721,4.9,,1247.0,127.0,1
,250.0,2250.0,27.778,0.36,0.733,2.56,810.0,1649.0,316.0,1
27.0,320.0,,11.852,0.321,0.561,4.53,2774.0,4845.0,613.0,1
,,171.0,,0.667,0.895,7.6,114.0,,15.0,1
9.0,250.0,,27.778,0.366,0.768,2.6,823.0,,317.0,1
,,4080.0,7.083,0.931,0.999,17.04,3799.0,4075.0,223.0,
,184.0,2024.0,16.727,0.46,0.796,4.41,931.0,,211.0,1
,,,1.8,0.583,,7.5,,161.0,14.0,1
9.0,249.0,,27.667,0.346,0.77,,776.0,1725.0,306.0,1
27.0,267.0,7209.0,9.889,,0.674,4.36,2610.0,4860.0,599.0,1
10.0,19.0,190.0,,0.611,0.874,8.92,116.0,166.0,13.0,1
7.0,57.0,399.0,8.143,,0.797,,165.0,318.0,,1
13.0,1.0,,0.077,1.0,1.0,13.0,13.0,13.0,1.0,4
,471.0,,2.707,0.339,0.433,15.84,,35499.0,1756.0,3
6.0,72.0,,12.0,0.604,,,,428.0,64.0,1
1.0,7.0,7.0,,1.0,1.0,7.0,,7.0,,
,83.0,747.0,9.222,0.333,0.742,2.93,249.0,554.0,,1
9.0,154.0,,17.111,0.406,,2.93,563.0,,192.0,1
11.0,71.0,,,,0.95,7.0,,742.0,77.0,1
1.0,63.0,63.0,63.0,0.587,1.0,2.31,37.0,,16.0,
24.0,,5016.0,,,0.992,17.27,,4976.0,,1
16.0,,5504.0,21.5,0.373,,5.73,2053.0,,,1
11.0,,220.0,,0.564,0.909,8.27,124.0,200.0,15.0,1
11.0,154.0,1694.0,14.0,0.36,0.731,2.96,609.0,1238.0,,1
25.0,,4950.0,7.92,,0.932,15.94,,4611.0,,1
,427.0,6832.0,,0.4,0.632,,2736.0,4316.0,492.0,1
12.0,,276.0,,,0.826,7.57,159.0,228.0,21.0,1
,121.0,1936.0,7.563,0.396,0.611,,767.0,1182.0,137.0,1
12.0,,,34.083,0.302,0.604,,1482.0,,,1
,184.0,,,,0.886,,3696.0,4241.0,219.0,
17.0,350.0,,20.588,,0.577,5.22,2162.0,3433.0,414.0,1
,23.0,276.0,1.917,0.576,,9.94,159.0,218.0,,
15.0,,1815.0,8.067,0.428,,,776.0,1381.0,145.0,1
,205.0,,18.636,,,3.01,,1616.0,,1
16.0,367.0,5872.0,,0.385,0.575,,,3377.0,427.0,1
11.0,,264.0,,0.53,,,140.0,,14.0,1
15.0,,2070.0,,,0.75,5.45,,,164.0,1
12.0,266.0,3192.0,,,,2.72,,2130.0,397.0,1
17.0,382.0,6494.0,22.471,,0.567,,2355.0,3680.0,431.0,1
11.0,20.0,220.0,,,,8.93,125.0,,14.0,1
16.0,181.0,,,,0.759,,1157.0,,227.0,1
11.0,198.0,2178.0,18.0,0.383,,2.9,834.0,1683.0,288.0,1
,,,42.0,0.19,1.0,1.6,8.0,42.0,5.0,
47.0,,47.0,,1.0,,47.0,47.0,,1.0,
7.0,,553.0,11.286,,,3.56,,535.0,88.0,
,326.0,,3.928,0.286,0.671,7.55,,,1025.0,5
72.0,96.0,6912.0,1.333,0.488,0.582,15.69,3374.0,,,3
8.0,,656.0,10.25,0.412,,,270.0,527.0,97.0,
10.0,,1550.0,15.5,0.332,,2.47,514.0,,208.0,1
1.0,28.0,28.0,28.0,,1.0,,13.0,28.0,6.0,2
,,792.0,6.545,,0.938,6.35,527.0,743.0,83.0,1
24.0,120.0,,5.0,0.927,,21.36,2670.0,2800.0,,1
16.0,,5504.0,21.5,,0.662,5.2,2121.0,3643.0,408.0,1
12.0,11.0,132.0,,0.652,0.735,12.29,86.0,,,1
13.0,135.0,1755.0,,0.492,0.833,5.5,864.0,,157.0,
,78.0,702.0,8.667,0.464,,,,625.0,,1
31.0,322.0,9982.0,10.387,0.689,0.753,16.87,6881.0,,408.0,
16.0,391.0,6256.0,24.438,0.401,,5.26,,4219.0,,1
,4.0,,1.333,,,11.0,11.0,,,1
11.0,,220.0,1.818,0.564,,8.86,,,,1
11.0,70.0,770.0,,,,,,492.0,83.0,1
16.0,,16.0,,1.0,1.0,,16.0,16.0,1.0,4
39.0,353.0,13767.0,,0.557,,,7667.0,,454.0,
16.0,415.0,6640.0,25.938,0.389,,5.17,,4480.0,,
12.0,,240.0,1.667,0.546,,8.19,131.0,201.0,16.0,
16.0,,3280.0,12.813,,,5.36,,,245.0,1
11.0,,,,,0.781,3.0,768.0,,,
24.0,170.0,4080.0,7.083,0.924,,15.9,3768.0,4068.0,,
16.0,,,22.438,0.376,,5.41,2158.0,3747.0,,1
,22.0,264.0,1.833,,,7.68,,222.0,19.0,
16.0,,5456.0,21.313,0.378,,5.23,,3949.0,394.0,1
,70.0,630.0,7.778,0.433,0.851,2.79,273.0,536.0,,1
25.0,203.0,5075.0,8.12,0.837,0.929,,4246.0,4713.0,,
16.0,408.0,,25.5,0.39,0.644,5.28,2546.0,4204.0,482.0,1
11.0,,,2.0,,0.847,8.72,157.0,205.0,18.0,
,222.0,,14.8,0.414,0.728,5.34,,2425.0,,1
10.0,59.0,590.0,5.9,,0.792,2.98,,467.0,80.0,1
,161.0,,0.988,0.523,0.897,8.4,,23547.0,,
7.0,80.0,,11.429,0.5,0.848,3.54,,475.0,,1
83.0,314.0,26062.0,3.783,0.282,,,7353.0,16139.0,838.0,5
,82.0,738.0,,,0.821,2.49,249.0,,100.0,1
9.0,,1395.0,17.222,0.366,,2.54,511.0,,,1
,,852.0,5.917,0.608,0.863,,,,,1
24.0,,7416.0,12.875,0.921,,17.51,6828.0,,390.0,1
15.0,356.0,5340.0,23.733,0.406,,5.29,,3342.0,,1
11.0,19.0,209.0,1.727,0.579,0.957,,121.0,200.0,16.0,
,389.0,6613.0,22.882,0.344,0.678,5.0,2273.0,,455.0,1
,,616.0,5.091,0.386,0.7,,238.0,431.0,,1
12.0,22.0,,,0.621,0.788,9.65,,208.0,17.0,
16.0,424.0,6784.0,26.5,0.371,,,,3820.0,471.0,
3.0,,12.0,1.333,0.917,,,,11.0,1.0,1
,96.0,,,0.366,0.675,5.15,597.0,1101.0,116.0,1
,87.0,783.0,9.667,0.444,0.962,2.37,348.0,,147.0,1
23.0,120.0,2760.0,5.217,,,17.44,2599.0,2760.0,149.0,1
16.0,389.0,6224.0,24.313,,0.569,5.35,2268.0,,424.0,1
,22.0,264.0,1.833,,0.814,7.65,,215.0,,
14.0,62.0,868.0,,0.433,0.646,,,561.0,63.0,1
11.0,,1771.0,,,0.65,2.71,589.0,,217.0,1
23.0,198.0,4554.0,8.609,0.924,,14.93,4210.0,4548.0,,
,337.0,5392.0,21.063,0.363,0.598,,1956.0,3225.0,377.0,
11.0,23.0,,,0.585,0.834,,148.0,,18.0,1
16.0,393.0,6288.0,24.563,0.341,0.653,,2145.0,,,1
10.0,256.0,2560.0,25.6,,0.765,2.84,928.0,1959.0,327.0,
,337.0,5392.0,21.063,0.369,0.608,5.15,1992.0,3276.0,,1
12.0,22.0,,,,0.852,8.35,142.0,225.0,17.0,
,398.0,6766.0,,0.32,0.608,5.3,2162.0,4117.0,408.0,1
16.0,,3392.0,13.25,0.376,,5.75,,,222.0,1
10.0,256.0,2560.0,25.6,0.371,0.779,2.95,951.0,1995.0,322.0,1
3.0,,,,,0.557,136.6,,,5.0,1
,469.0,87234.0,2.522,0.378,0.529,22.29,33017.0,46133.0,1481.0,
9.0,83.0,747.0,9.222,,0.914,2.77,266.0,,96.0,
9.0,155.0,1395.0,17.222,0.346,0.731,2.44,483.0,1020.0,198.0,1
11.0,71.0,781.0,6.455,0.666,,,,,84.0,1
23.0,137.0,3151.0,5.957,0.855,0.934,16.64,2695.0,2943.0,162.0,1
,20.0,,1.667,,,9.0,126.0,,14.0,1
,399.0,,24.938,0.369,0.577,5.34,2357.0,3685.0,441.0,1
16.0,,,14.188,0.41,0.731,4.97,1490.0,2654.0,,1
,69.0,,5.75,,,,275.0,,98.0,
,382.0,6112.0,,0.375,0.6,,2292.0,3670.0,444.0,1
,20.0,220.0,1.818,0.577,,,127.0,194.0,15.0,1
11.0,87.0,,,0.319,0.628,2.65,305.0,601.0,115.0,1
16.0,309.0,4944.0,19.313,,,5.38,1890.0,2713.0,351.0,1
,22.0,242.0,2.0,0.603,0.81,8.59,,,,1
15.0,,5340.0,23.733,,0.738,,2127.0,3940.0,,1
,284.0,3408.0,23.667,,,,1109.0,2471.0,386.0,1
,294.0,4410.0,,0.395,,5.28,,2872.0,330.0,1
,,242.0,2.0,0.579,,7.78,,195.0,18.0,1
16.0,,2928.0,,,,4.81,1208.0,2305.0,251.0,
11.0,81.0,891.0,7.364,0.339,0.695,,302.0,619.0,109.0,1
24.0,,8016.0,13.917,0.894,0.966,14.3,,7740.0,501.0,
12.0,,264.0,,,,,143.0,207.0,16.0,1
16.0,405.0,6480.0,25.313,0.382,0.596,,2476.0,3863.0,467.0,1
,4.0,,1.333,,,10.0,10.0,11.0,1.0,
16.0,424.0,6784.0,26.5,,,5.16,2518.0,4879.0,,
11.0,302.0,,27.455,,0.804,2.81,1260.0,,,1
187.0,141.0,26367.0,0.754,0.415,0.884,4.69,10947.0,23301.0,,3
7.0,,378.0,7.714,0.497,0.849,3.42,188.0,,55.0,1
,,25748.0,,,,10.84,,12923.0,703.0,
,9.0,9.0,9.0,1.0,1.0,9.0,,9.0,,
9.0,,,9.111,0.306,0.695,2.86,226.0,,79.0,
9.0,155.0,1395.0,17.222,0.376,0.722,2.53,,1007.0,207.0,
12.0,72.0,864.0,,0.638,,6.12,,793.0,,
1.0,23.0,23.0,,,1.0,1.6,,23.0,5.0,2
1.0,14.0,14.0,14.0,0.5,,2.33,7.0,,,
1.0,45.0,45.0,,0.244,1.0,1.38,,45.0,8.0,2
23.0,,,,0.953,1.0,,2739.0,,132.0,1
16.0,,,,0.371,,5.57,2232.0,3490.0,401.0,
12.0,,,,0.675,0.783,11.57,81.0,94.0,7.0,1
,352.0,,22.0,,0.738,,2196.0,4157.0,418.0,
11.0,236.0,2596.0,21.455,,,2.91,920.0,,316.0,1
,,12.0,1.333,1.0,,12.0,12.0,12.0,,
11.0,,209.0,,0.598,0.947,,125.0,,17.0,1
15.0,154.0,2310.0,,,0.704,5.84,976.0,1626.0,167.0,
,417.0,6672.0,26.063,0.381,0.652,5.29,2543.0,4349.0,481.0,
12.0,404.0,4848.0,33.667,0.334,0.674,2.82,1617.0,3267.0,,
5.0,2.0,10.0,0.4,,0.9,9.0,9.0,9.0,1.0,4
,2.0,28.0,0.143,0.536,0.536,15.0,,15.0,1.0,4
24.0,135.0,3240.0,,0.911,0.966,18.69,,3131.0,158.0,
11.0,,,0.182,,0.636,,,14.0,,4
12.0,216.0,2592.0,,,0.764,5.3,1315.0,,248.0,1
11.0,,242.0,,,,8.05,153.0,209.0,19.0,
15.0,268.0,,17.867,,,5.1,1661.0,,326.0,
3.0,4.0,12.0,1.333,0.917,,11.0,11.0,11.0,,
11.0,,,,0.38,0.677,3.12,,700.0,,1
4.0,,,0.5,1.0,1.0,8.0,8.0,8.0,1.0,4
17.0,,,23.706,,0.521,,2388.0,3568.0,440.0,1
,,242.0,2.0,0.624,0.88,9.44,,213.0,,1
,57.0,570.0,5.7,0.407,,2.94,232.0,421.0,,1
16.0,356.0,5696.0,,0.377,,5.8,,3279.0,371.0,1
,22.0,264.0,1.833,0.568,0.837,,150.0,,20.0,
,439.0,7024.0,27.438,0.384,0.724,5.09,2696.0,,530.0,1
11.0,,4796.0,,0.336,,2.86,1612.0,3623.0,564.0,1
,94.0,752.0,11.75,0.485,0.922,3.07,365.0,693.0,119.0,1
16.0,410.0,6560.0,,0.381,,,,,450.0,1
11.0,22.0,242.0,2.0,0.603,0.888,,,,,1
16.0,,,15.188,0.394,,5.5,,2756.0,,1
11.0,,,34.364,0.33,0.684,2.95,1371.0,2846.0,465.0,1
,1.0,9.0,0.111,1.0,1.0,9.0,,,1.0,
6.0,,,9.5,0.453,0.906,,155.0,310.0,63.0,1
8.0,104.0,,,0.575,,,478.0,724.0,129.0,1
8.0,64.0,,,0.541,0.947,,277.0,485.0,72.0,
77.0,271.0,20867.0,3.519,0.478,,,9981.0,15523.0,885.0,1
9.0,,2412.0,29.778,0.465,,,1122.0,,,
9.0,230.0,2070.0,25.556,0.399,0.87,2.63,826.0,,,
9.0,150.0,,16.667,0.284,0.756,1.76,,1020.0,218.0,
8.0,,104.0,1.625,,0.817,6.9,69.0,85.0,10.0,1
8.0,157.0,1256.0,,,0.987,2.55,560.0,1240.0,,1
9.0,232.0,2088.0,25.778,0.274,0.782,,573.0,1633.0,,
8.0,13.0,,1.625,,0.788,8.25,66.0,82.0,,1
10.0,248.0,2480.0,24.8,0.356,,,883.0,1807.0,340.0,1
,,,17.7,0.26,0.693,1.77,461.0,1226.0,261.0,
8.0,13.0,104.0,1.625,0.683,0.817,7.1,71.0,85.0,10.0,1
9.0,171.0,1539.0,19.0,,0.778,,,1198.0,,1
,48.0,384.0,6.0,0.354,0.901,1.68,136.0,346.0,81.0,1
7.0,,91.0,,0.78,,7.89,71.0,,9.0,1
,316.0,3160.0,31.6,,0.673,2.74,,2126.0,,1
9.0,,2529.0,31.222,,,,687.0,,398.0,
,13.0,91.0,,0.791,0.978,6.0,72.0,89.0,,
10.0,268.0,2680.0,26.8,0.494,0.754,6.02,1325.0,2022.0,220.0,
,276.0,2484.0,,0.388,0.846,2.58,964.0,2102.0,373.0,1
9.0,,2502.0,30.889,0.258,0.798,,,1997.0,398.0,1
8.0,,104.0,1.625,0.625,0.817,5.91,65.0,85.0,11.0,1
,358.0,3222.0,39.778,0.385,,,1240.0,,525.0,1
8.0,170.0,1360.0,21.25,0.277,0.89,1.6,377.0,,,
7.0,,133.0,2.714,0.662,0.925,,88.0,123.0,,1
,269.0,2690.0,26.9,,0.496,5.15,,1335.0,160.0,1
10.0,,3980.0,,0.342,0.745,2.44,1361.0,2965.0,,1
,80.0,560.0,11.429,0.361,,1.63,202.0,538.0,124.0,1
8.0,,96.0,1.5,0.583,0.813,,,78.0,9.0,
10.0,,2380.0,,,,2.85,840.0,,295.0,1
,,880.0,,,0.668,,,588.0,124.0,
,13.0,91.0,1.857,0.67,0.89,,61.0,81.0,8.0,1
10.0,,,27.9,0.377,0.687,2.7,1052.0,1916.0,389.0,
9.0,80.0,720.0,8.889,0.304,,,219.0,603.0,122.0,1
7.0,19.0,,2.714,,0.91,,88.0,121.0,,1
10.0,,2680.0,,0.395,0.59,5.88,1058.0,,,1
9.0,,1458.0,18.0,,,,,769.0,,
8.0,162.0,1296.0,20.25,,0.412,,265.0,,,1
8.0,,872.0,13.625,0.447,0.959,2.47,390.0,836.0,158.0,
9.0,163.0,1467.0,,0.264,,,387.0,,130.0,1
8.0,162.0,1296.0,20.25,0.327,0.79,2.85,424.0,1024.0,149.0,
9.0,163.0,1467.0,18.111,0.263,0.549,,386.0,805.0,137.0,1
8.0,163.0,,20.375,0.383,,,500.0,1280.0,,
,162.0,1620.0,16.2,0.294,0.73,,477.0,,176.0,1
,,312.0,34.667,0.606,0.683,9.95,189.0,213.0,19.0,1
,,,23.0,,0.777,,349.0,,213.0,1
,,35.0,0.714,,0.829,,,29.0,1.0,1
6.0,,780.0,21.667,,,2.05,,412.0,,
4.0,,68.0,4.25,0.191,,1.86,13.0,44.0,7.0,1
8.0,1.0,8.0,0.125,1.0,1.0,8.0,8.0,,1.0,
87.0,116.0,10092.0,1.333,0.406,0.416,104.95,4093.0,4194.0,39.0,
,29.0,,,0.524,0.97,4.15,,422.0,,1
77.0,,19789.0,,0.465,0.49,72.47,9204.0,9689.0,127.0,1
,,4956.0,1.424,0.659,0.71,,3264.0,3517.0,,1
11.0,63.0,,,0.413,0.804,3.08,286.0,557.0,,1
11.0,30.0,,2.727,,0.824,4.16,154.0,,,1
24.0,,12240.0,21.25,0.846,0.927,38.65,10359.0,11341.0,,2
17.0,,323.0,,,0.381,58.5,117.0,,,
,,,1.412,0.426,0.735,,174.0,300.0,37.0,1
9.0,159.0,,17.667,0.249,0.605,1.93,356.0,866.0,184.0,1
9.0,168.0,,18.667,,0.661,1.89,405.0,1000.0,214.0,1
8.0,131.0,1048.0,,0.246,0.796,1.46,258.0,834.0,,1
8.0,,1648.0,25.75,,,1.64,,,237.0,1
6.0,217.0,1302.0,36.167,0.25,0.684,,326.0,,214.0,
6.0,184.0,1104.0,30.667,0.272,0.697,1.54,,770.0,195.0,1
7.0,243.0,1701.0,34.714,,,1.62,372.0,898.0,230.0,1
7.0,219.0,,31.286,0.195,0.617,1.44,,946.0,207.0,1
7.0,110.0,770.0,15.714,,0.627,1.38,162.0,483.0,117.0,
,128.0,896.0,18.286,,0.72,1.69,237.0,645.0,140.0,
17.0,21.0,357.0,1.235,0.373,0.613,,133.0,,,
17.0,23.0,391.0,1.353,,0.808,6.56,164.0,316.0,,1
,171.0,2907.0,10.059,0.208,,2.42,606.0,1226.0,,1
9.0,166.0,1494.0,,,0.606,1.88,,905.0,217.0,1
