height,lenght,area,eccen,p_black,p_and,mean_tr,blackpix,blackand,wb_trans,class
1.0,22.0,22.0,,0.955,1.0,21.0,21.0,22.0,,
,,54.0,,0.944,,,51.0,54.0,3.0,
,,,16.0,1.0,,,16.0,16.0,1.0,
,10.0,50.0,2.0,0.28,0.74,,,37.0,2.0,
,75.0,,,,0.907,5.51,347.0,,,
,158.0,,,,,46.95,,15491.0,302.0,
,,22991.0,,,0.365,,,,603.0,
,,12367.0,,0.388,,,4804.0,5838.0,167.0,3
,1.0,,,,1.0,,54.0,,1.0,
,1.0,39.0,,1.0,1.0,,,,,4
10.0,,,,,0.615,2.09,,246.0,,1
,38.0,342.0,,0.313,,,,,,
11.0,155.0,,14.091,0.257,0.584,,438.0,995.0,210.0,
,1.0,,,1.0,,,,,,4
,20.0,,1.818,,,,49.0,82.0,19.0,1
10.0,17.0,,1.7,,,3.86,,90.0,,
11.0,,,,0.225,,,131.0,,38.0,1
1.0,25.0,,25.0,,1.0,25.0,25.0,25.0,1.0,4
,,,413.0,0.998,,412.0,,413.0,,2
1.0,,,15.0,0.867,,13.0,13.0,15.0,1.0,
,,,0.979,0.675,,3.63,5966.0,,1644.0,
,,,0.857,,0.851,,111.0,143.0,12.0,
,,,,0.678,,,,,59.0,1
10.0,27.0,,2.7,,,6.07,,225.0,,
58.0,,,0.052,,,,59.0,60.0,,4
11.0,118.0,,,,,6.63,,800.0,,1
10.0,,,,,0.573,5.93,,,,1
,9.0,81.0,1.0,,,7.38,59.0,72.0,8.0,
12.0,84.0,1008.0,7.0,,,4.75,423.0,570.0,,
,,603.0,7.444,0.468,,3.76,282.0,,75.0,
10.0,,,7.9,0.306,0.818,1.89,242.0,,128.0,1
,190.0,,,0.239,,2.11,500.0,,237.0,1
3.0,3.0,,,,0.778,7.0,,,,
1.0,180.0,180.0,,,1.0,,177.0,180.0,2.0,2
1.0,22.0,22.0,22.0,0.818,1.0,,,22.0,4.0,
1.0,11.0,11.0,11.0,,,11.0,,,1.0,
,7.0,7.0,7.0,,,,,7.0,,
,,,10.0,,1.0,,8.0,10.0,2.0,2
,1.0,53.0,,,,,,53.0,1.0,
14.0,5.0,70.0,0.357,0.443,0.514,,31.0,,,1
14.0,11.0,,,0.526,0.708,,81.0,,10.0,
,,370.0,,,,8.11,219.0,,27.0,
,48.0,,4.8,,0.706,,,339.0,,
10.0,80.0,800.0,,0.553,0.719,,,,87.0,
,22.0,,2.2,,0.855,6.5,,,,
11.0,,781.0,,,0.659,,,,65.0,1
13.0,80.0,,6.154,0.434,0.536,,451.0,,81.0,1
,,324.0,4.0,0.654,0.92,,,,33.0,1
,14.0,,,,0.865,7.42,89.0,109.0,12.0,1
7.0,15.0,,,,,,74.0,,12.0,1
,,451.0,3.727,0.337,0.634,,152.0,286.0,,1
,,54.0,,1.0,,,,,1.0,4
11.0,,,26.182,,0.5,,787.0,,386.0,
14.0,27.0,378.0,1.929,0.479,,,181.0,,25.0,1
11.0,123.0,1353.0,,,0.656,5.74,649.0,,113.0,1
,,871.0,,0.432,,6.6,376.0,450.0,57.0,
10.0,31.0,,,0.645,0.774,,,,,
,,180.0,,0.55,,,,,13.0,1
,40.0,,,0.46,,7.62,,284.0,29.0,1
,10.0,100.0,1.0,,,28.0,,,,1
12.0,71.0,,,,,,410.0,645.0,,1
,,,,,0.614,,,626.0,90.0,
93.0,,9672.0,,,0.611,4.25,,5908.0,,
11.0,,,16.818,0.356,,2.94,,,,1
,,37.0,0.027,,,37.0,37.0,,,2
,331.0,3972.0,27.583,0.237,0.535,,,2125.0,,
15.0,,165.0,,,0.685,,,113.0,8.0,
14.0,,168.0,0.857,,0.732,6.55,,,11.0,
42.0,1.0,42.0,0.024,,1.0,,42.0,42.0,,4
14.0,340.0,4760.0,24.286,0.383,0.521,5.07,,,,1
12.0,257.0,3084.0,21.417,0.283,,3.0,,,291.0,1
13.0,,,26.308,,,,1027.0,2437.0,,
11.0,17.0,,1.545,0.321,,4.29,,,14.0,
,13.0,,,,,3.38,27.0,45.0,8.0,
,,,,0.75,,,,,1.0,
,,,7.0,1.0,,7.0,,,1.0,
,,,,1.0,1.0,34.0,34.0,34.0,,
1.0,379.0,379.0,,,,,,,,2
13.0,,,,,,,,,14.0,
13.0,,,0.462,,,34.0,34.0,35.0,,
13.0,,,4.077,0.509,0.624,,351.0,430.0,,1
13.0,45.0,585.0,,0.429,,,,,,1
,,,5.7,,,5.2,,,61.0,
10.0,50.0,500.0,5.0,0.602,,5.57,301.0,373.0,,1
,12.0,108.0,1.333,,0.741,10.0,,,,
,1.0,31.0,,,1.0,,,31.0,,4
,,,,,,22.5,,,,1
9.0,,72.0,0.889,,0.972,,42.0,70.0,2.0,1
13.0,,,5.154,,,,384.0,723.0,74.0,1
12.0,,540.0,3.75,,0.694,6.63,,,,1
,,2508.0,20.727,0.282,,,708.0,,,1
,80.0,,,,,,,348.0,,1
,,,,0.287,,,,1928.0,,
10.0,,890.0,,0.252,0.496,3.25,,,,
11.0,,,,,0.733,2.88,,1444.0,226.0,
12.0,,3840.0,,,,2.06,,1975.0,431.0,
,,22.0,,1.0,1.0,22.0,,,,4
1.0,,14.0,14.0,,,3.0,9.0,,,
,16.0,32.0,,0.25,,,8.0,17.0,,
,19.0,19.0,,0.579,,,,,3.0,
,136.0,,136.0,,,,131.0,,4.0,
1.0,,11.0,,0.909,,10.0,10.0,,1.0,2
,,,5.143,0.567,0.929,2.51,,,57.0,1
,,,12.0,0.75,,9.0,,12.0,1.0,2
,,,14.0,,1.0,4.5,,14.0,,2
,,,15.0,0.733,,,,,,2
,,14.0,14.0,,,,14.0,14.0,1.0,2
,104.0,104.0,104.0,0.971,1.0,50.5,101.0,,,
1.0,,,29.0,,1.0,13.5,,,2.0,
,,78.0,78.0,,,,74.0,,3.0,
,9.0,36.0,,,,,,,1.0,
168.0,145.0,,0.863,0.798,0.963,,19430.0,23457.0,,
,,,10.0,0.535,0.971,,262.0,476.0,,
83.0,314.0,26062.0,,,0.671,,,,,
9.0,,,9.222,0.371,,,,543.0,,
,,,15.5,,0.642,,,995.0,,1
,,1112.0,,0.16,0.692,2.17,178.0,,,
,,,,,,,95.0,,29.0,
,71.0,852.0,5.917,0.631,,,,770.0,81.0,
1.0,36.0,,36.0,0.583,1.0,,21.0,36.0,,
,18.0,18.0,18.0,,1.0,,9.0,,3.0,
,99.0,2376.0,,0.912,,20.07,,2282.0,108.0,1
,1.0,,,1.0,1.0,,7.0,7.0,1.0,
11.0,90.0,990.0,8.182,,,,465.0,711.0,101.0,
,10.0,,,,0.53,50.0,50.0,53.0,1.0,
8.0,,,5.375,,,,153.0,,56.0,1
,337.0,8088.0,,,,18.29,,,,
,,,28.714,0.399,,,,3554.0,,1
10.0,20.0,,,,,8.13,,169.0,,
,1.0,14.0,0.071,1.0,1.0,14.0,,,,
,,,25.9,0.351,0.779,,908.0,,,1
24.0,125.0,3000.0,5.208,,0.959,,2746.0,,,
,441.0,,,,0.625,,,,463.0,1
,,162.0,,,,7.64,84.0,129.0,11.0,1
14.0,314.0,,,,0.721,,1664.0,,,
,159.0,1590.0,15.9,0.377,0.763,,600.0,1213.0,192.0,1
14.0,,,,,0.581,,2236.0,,466.0,
3.0,3.0,9.0,1.0,0.778,,,7.0,,,1
,,180.0,,0.539,0.811,8.82,,146.0,11.0,
,,,6.5,,,,495.0,800.0,98.0,1
,,,14.636,0.329,0.605,3.05,,,191.0,
,,5194.0,26.5,,0.59,,1975.0,3066.0,407.0,1
,,,,0.605,,,,155.0,,
,,,,,0.714,4.62,,,,1
9.0,,,6.889,0.403,,,225.0,,69.0,1
,,,,,,,1990.0,,412.0,
10.0,18.0,,,0.656,0.9,6.94,,,17.0,
11.0,80.0,880.0,,,,4.98,,,,1
,258.0,2580.0,25.8,,0.648,,869.0,1672.0,325.0,
,,3192.0,5.542,0.907,,,2894.0,3085.0,,1
13.0,297.0,3861.0,,,0.6,4.97,1579.0,,,1
,,200.0,,0.54,,9.0,108.0,156.0,12.0,
,,,19.25,0.424,,2.75,,,,1
187.0,137.0,,,0.899,0.991,,,,786.0,
8.0,,544.0,8.5,,,,294.0,530.0,97.0,1
54.0,357.0,19278.0,,0.299,0.655,6.4,,12626.0,,5
,,117.0,117.0,,,,,117.0,3.0,2
1.0,47.0,,47.0,0.532,1.0,,25.0,,,
,170.0,4420.0,,0.188,,,,4017.0,,1
9.0,82.0,738.0,,,,,247.0,539.0,,1
10.0,154.0,1540.0,15.4,,,2.55,527.0,,,
,72.0,864.0,,0.623,0.86,,,743.0,80.0,1
,157.0,3768.0,6.542,,,,,3609.0,,1
,183.0,2013.0,,0.481,,4.66,,1503.0,,1
,9.0,,0.9,,,,58.0,,1.0,1
,141.0,,,,,,504.0,,,1
,407.0,,,,,4.54,,,,1
,,100.0,,,,,46.0,,1.0,
,82.0,820.0,,,0.69,2.75,,566.0,,1
14.0,,,31.071,0.355,0.571,,2164.0,3478.0,472.0,1
,17.0,153.0,,,,,80.0,,11.0,
,,4300.0,43.0,0.351,0.772,,1508.0,3318.0,,
14.0,,5208.0,,0.378,0.586,,,,,
10.0,18.0,,1.8,,0.772,,94.0,,,1
,,,,0.355,,,,1108.0,,
24.0,336.0,,14.0,,,15.91,,7729.0,,1
14.0,321.0,4494.0,22.929,0.361,,,1624.0,2675.0,345.0,
10.0,18.0,,1.8,,,,108.0,152.0,15.0,1
,,1092.0,22.286,0.473,0.991,,,,,1
23.0,124.0,,5.391,,1.0,,,2852.0,,1
,397.0,5558.0,,0.342,,,1902.0,2979.0,420.0,1
9.0,20.0,180.0,,,0.733,9.9,99.0,132.0,,1
8.0,,,19.375,0.452,,2.78,561.0,1094.0,,1
14.0,364.0,5096.0,26.0,,,,1865.0,,396.0,1
,,,,,,,,,,
,186.0,,18.6,0.347,,2.42,,1434.0,267.0,1
14.0,,,,,0.565,4.47,,2097.0,294.0,1
3.0,3.0,,1.0,0.889,,,8.0,,1.0,
,,,1.0,,0.778,7.0,,,1.0,1
10.0,,190.0,1.9,,0.837,8.23,,,,1
,64.0,,9.143,0.498,0.911,2.93,,,,
13.0,350.0,,,0.381,,4.49,,,,1
9.0,,162.0,,0.63,,,,153.0,14.0,1
14.0,273.0,3822.0,19.5,,,4.59,1424.0,,,
8.0,63.0,,,,,,219.0,425.0,,1
,1.0,,,1.0,1.0,7.0,,7.0,1.0,
11.0,,,,1.0,1.0,,,11.0,,4
132.0,,,,0.37,0.483,20.66,,34874.0,,
8.0,,,9.25,,,,336.0,582.0,,
1.0,,,,,1.0,,,,3.0,
1.0,,52.0,,,,,,52.0,,
1.0,32.0,32.0,32.0,0.438,,2.0,14.0,,,
25.0,,,,0.215,,,907.0,,,
9.0,82.0,,9.111,0.364,,,269.0,619.0,96.0,1
10.0,,1550.0,,0.314,0.631,2.64,486.0,,184.0,1
12.0,,,,0.608,0.866,,,738.0,,
1.0,27.0,27.0,,,1.0,,7.0,,5.0,
1.0,39.0,,,,,1.71,12.0,39.0,7.0,
1.0,34.0,,34.0,0.353,,,12.0,34.0,7.0,
24.0,,2568.0,,,,,2333.0,,138.0,1
11.0,184.0,2024.0,,,0.76,4.72,920.0,1539.0,,
9.0,9.0,81.0,,,0.531,42.0,,43.0,1.0,
8.0,,416.0,6.5,,,,187.0,,65.0,
,399.0,,,0.383,,5.04,,3315.0,,
10.0,9.0,90.0,0.9,0.689,0.789,10.33,62.0,,,
,,1008.0,,0.469,,2.87,473.0,,,1
,,,,,,,,,405.0,
,18.0,180.0,1.8,,,,,140.0,10.0,
,245.0,2695.0,22.273,,0.765,,,,,
24.0,124.0,2976.0,5.167,0.902,0.961,,2683.0,2859.0,161.0,
14.0,,,26.214,0.349,0.576,,,,398.0,
,19.0,,,0.568,,,,147.0,11.0,1
,,1551.0,12.818,0.366,,,,1225.0,,1
,344.0,,31.273,0.446,,4.71,,2694.0,,
,,180.0,1.8,,0.867,6.44,103.0,156.0,16.0,1
14.0,,2142.0,,0.38,0.643,4.44,813.0,,,
11.0,167.0,1837.0,15.182,0.371,0.8,2.86,681.0,,,1
15.0,419.0,6285.0,,,,4.5,,3309.0,,1
,4.0,,1.333,,,8.0,,8.0,,1
,,170.0,1.7,,0.771,,86.0,,,
,292.0,3212.0,,,,,1096.0,,371.0,
,326.0,4564.0,,0.363,0.589,,1657.0,,377.0,
,,,,,0.883,,107.0,,15.0,
,253.0,3542.0,18.071,0.372,,,1317.0,2924.0,,
,251.0,,22.818,,0.743,2.93,979.0,2052.0,,
14.0,,,,0.337,,,,2353.0,,1
,,,1.0,,0.889,8.0,8.0,8.0,,
9.0,18.0,162.0,,,0.864,,101.0,140.0,,1
13.0,201.0,2613.0,,0.4,,,1046.0,,,
,246.0,2706.0,,0.349,0.765,2.85,944.0,,331.0,
3.0,106.0,,35.333,,,,,,,2
,,28.0,,0.536,1.0,3.0,,28.0,,2
,,,255.0,0.686,,4.86,175.0,,,2
,,,10.0,,,,,,,
1.0,,9.0,,,,,8.0,9.0,,2
9.0,,,,,1.0,,,9.0,,4
178.0,,,0.787,,,21.52,14292.0,,,
8.0,,,6.75,,,3.36,232.0,,69.0,1
54.0,,,6.611,,,6.22,6238.0,,1003.0,5
28.0,,,,0.258,,1.99,,4369.0,621.0,
,,20.0,0.05,1.0,,20.0,20.0,,1.0,
,83.0,,9.222,,0.795,3.21,292.0,594.0,,
,155.0,,,,0.601,,,,177.0,
,72.0,,,,,6.11,544.0,765.0,,1
,,,,,1.0,25.0,,,1.0,
1.0,19.0,,19.0,0.632,1.0,,12.0,,3.0,
,44.0,,44.0,0.727,,5.33,,,6.0,2
1.0,,14.0,,1.0,1.0,14.0,,,1.0,2
,203.0,,11.941,,0.999,,3192.0,,,
9.0,8.0,72.0,0.889,0.681,,,,,,
,170.0,,17.0,0.499,0.928,4.35,849.0,,195.0,
8.0,,968.0,,,0.98,,417.0,949.0,,1
,400.0,5200.0,30.769,,0.609,,1891.0,3168.0,,1
,8.0,,0.889,0.722,,13.0,,,4.0,
8.0,,,,,0.985,,219.0,,80.0,
,,4602.0,,,0.598,4.39,,,398.0,1
,14.0,,,,0.944,6.17,,119.0,12.0,
,,1690.0,,,0.697,,,,,1
,58.0,,7.25,0.442,,3.15,,,65.0,1
,,10.0,0.1,,,,,,,
,,162.0,2.0,0.58,0.852,,,138.0,,1
,,4020.0,,0.4,0.677,4.61,1606.0,,,1
18.0,1.0,,0.056,,1.0,,18.0,18.0,1.0,
13.0,,2886.0,17.077,0.377,,4.92,,1997.0,,
10.0,,2800.0,28.0,0.356,0.77,2.63,,,,
17.0,106.0,1802.0,,0.927,,,,,115.0,
13.0,,2067.0,,,0.627,,852.0,,177.0,1
,17.0,,,0.608,,7.15,93.0,131.0,,
,86.0,774.0,9.556,0.394,,2.85,,546.0,107.0,1
,266.0,4522.0,,,,12.82,4167.0,,325.0,
8.0,,8.0,0.125,,1.0,,,8.0,,
,349.0,4537.0,,0.38,,,,,,
,,162.0,,,0.895,,98.0,,14.0,
27.0,1.0,,,,1.0,,,,1.0,4
8.0,162.0,1296.0,,,0.936,3.0,564.0,1213.0,188.0,1
10.0,,,1.8,0.522,0.694,,94.0,,,1
12.0,285.0,,23.75,0.411,,4.33,,,324.0,1
,,,,0.355,0.719,,564.0,1144.0,,
17.0,,4165.0,,,0.997,12.97,3801.0,4152.0,,1
,,,,,0.659,4.5,,,356.0,
,17.0,153.0,1.889,,0.922,6.4,96.0,141.0,,
,1.0,31.0,,,1.0,31.0,,,1.0,
12.0,,2100.0,,0.403,,4.28,847.0,1625.0,,
,,2050.0,20.5,0.381,0.708,,,1451.0,257.0,1
,,1666.0,,0.929,1.0,,1548.0,,104.0,1
,,,,,,,,129.0,,1
,252.0,,,,0.682,4.75,1259.0,2062.0,,1
10.0,,,15.1,0.381,,,575.0,1186.0,165.0,1
,,5629.0,,0.375,0.605,,2109.0,3404.0,,
,17.0,,,,,,,136.0,11.0,1
,,,0.125,,,8.0,8.0,8.0,1.0,
,252.0,2520.0,,0.377,,2.88,,,330.0,1
,,,,0.4,1.0,,,30.0,,
1.0,94.0,,94.0,0.564,,,,94.0,16.0,
1.0,193.0,,,,,2.97,,193.0,37.0,
,,,2.711,0.399,,,,,,
8.0,,400.0,,0.528,,3.01,211.0,,70.0,
,,,14.538,0.229,,3.46,2252.0,5737.0,650.0,
,159.0,159.0,,,,77.5,,159.0,,2
,169.0,4225.0,,0.218,0.971,,923.0,4101.0,586.0,
9.0,,,9.111,0.352,0.798,,260.0,589.0,99.0,1
10.0,,,15.4,0.315,0.639,,485.0,984.0,192.0,
,71.0,,5.917,,,,,743.0,79.0,
24.0,166.0,,,0.905,,,3604.0,,,
12.0,,12.0,0.083,,,,12.0,,1.0,
,183.0,,,0.465,,,,,207.0,1
10.0,16.0,160.0,,,0.875,7.25,87.0,,12.0,1
10.0,,,,0.383,0.821,2.75,919.0,,334.0,1
,,,,0.373,0.603,,2188.0,,,1
,,,1.0,,,,,8.0,1.0,1
,,,,0.556,,6.67,,138.0,12.0,
,,,,0.415,,4.58,733.0,,,
,,,17.889,,,2.87,,,,1
,19.0,190.0,1.9,0.6,0.858,,,,,
14.0,203.0,2842.0,,,,4.36,,,,1
,,682.0,,,,,,532.0,75.0,1
10.0,,,,0.542,,,103.0,146.0,,
14.0,390.0,5460.0,,,,,,3224.0,441.0,
,,9.0,,0.889,0.889,8.0,8.0,,,1
,123.0,,,0.428,,4.38,684.0,1276.0,,
,327.0,3270.0,,0.379,0.767,2.75,,2508.0,450.0,
23.0,,,,0.941,1.0,,,8533.0,477.0,
11.0,,2024.0,16.727,0.484,,4.6,979.0,,213.0,
10.0,,,1.9,,,8.43,118.0,163.0,14.0,1
,95.0,,,0.466,,2.95,,,,1
14.0,,,,,0.641,,1050.0,,217.0,1
10.0,20.0,200.0,,0.605,,,121.0,,,1
,165.0,1815.0,15.0,0.354,,3.38,643.0,1282.0,190.0,
,,,,0.359,,4.48,,,467.0,1
9.0,19.0,171.0,2.111,0.62,,,106.0,143.0,14.0,1
12.0,272.0,,,,,2.74,,2448.0,,1
,319.0,4466.0,,,,,1654.0,2577.0,,
10.0,,,1.9,0.611,0.9,8.29,116.0,171.0,,
,98.0,,,,0.724,,,781.0,134.0,
,433.0,,30.929,0.355,0.572,,2152.0,,,
9.0,20.0,180.0,,,0.856,,,,14.0,1
11.0,152.0,1672.0,13.818,,,2.88,,1278.0,212.0,
14.0,,,24.286,0.344,,4.6,1636.0,,356.0,1
,19.0,,1.9,0.553,,,105.0,,14.0,
14.0,183.0,,13.071,0.39,0.681,,,1745.0,,1
,383.0,,31.917,,,,1409.0,,485.0,1
,1.0,12.0,0.083,,1.0,,,12.0,1.0,4
,135.0,,,,0.904,62.81,,,296.0,
,1.0,9.0,0.111,1.0,,9.0,,9.0,1.0,4
,,324.0,9.0,,,,178.0,311.0,,
83.0,315.0,,3.795,0.295,,9.21,7725.0,15523.0,,5
,1.0,9.0,,,1.0,9.0,9.0,,,4
9.0,83.0,747.0,,0.351,0.726,2.94,262.0,542.0,,1
,,,,0.35,,,,1051.0,,
,72.0,864.0,,,,6.4,531.0,745.0,,1
1.0,,,32.0,0.469,1.0,1.88,15.0,,,
25.0,,,,0.887,0.945,,5785.0,,,1
,185.0,2035.0,,0.487,,4.5,991.0,1796.0,,
,10.0,,,,0.53,52.0,52.0,53.0,1.0,
,,,6.429,0.483,0.984,,152.0,310.0,,1
,284.0,3976.0,,,,,1453.0,,,
,17.0,,,0.536,,,,140.0,,
9.0,160.0,1440.0,17.778,,0.763,2.63,,,,1
,118.0,,10.727,0.459,,4.81,,963.0,124.0,
,16.0,160.0,,0.619,,,,154.0,16.0,1
13.0,369.0,,28.385,,,,1906.0,3176.0,,
,,,17.571,0.419,0.962,,,828.0,,
28.0,,,,0.351,0.65,,3270.0,6057.0,718.0,1
,19.0,,,,,,,155.0,,1
8.0,272.0,2176.0,,0.359,0.848,,,,289.0,1
,281.0,7868.0,,0.318,0.551,4.72,,4339.0,530.0,1
9.0,,,2.0,,,8.8,,132.0,10.0,
,152.0,1368.0,,0.379,,,518.0,,187.0,1
,254.0,,,,0.569,4.72,,2022.0,284.0,1
10.0,20.0,,,,0.68,8.82,97.0,,,
,395.0,5530.0,,0.359,,4.7,,3636.0,,
,157.0,,22.429,,0.874,2.77,482.0,961.0,,
11.0,,,39.364,0.449,,,,,,
9.0,,,,0.655,0.871,,112.0,,13.0,
,153.0,1071.0,,0.467,,,500.0,1039.0,,1
,267.0,,20.538,,0.662,,,,,1
10.0,19.0,190.0,1.9,,,9.5,114.0,,12.0,
,193.0,,24.125,,,2.51,,,,1
25.0,340.0,8500.0,13.6,0.866,0.926,,,,444.0,1
,184.0,,,,0.885,4.48,954.0,1791.0,213.0,
10.0,,,,0.6,0.895,,114.0,170.0,14.0,
8.0,215.0,,,,0.792,2.86,629.0,1362.0,,1
,420.0,5880.0,,0.376,,4.92,2209.0,3356.0,449.0,
3.0,3.0,,,0.889,,8.0,,,1.0,
9.0,,180.0,,0.55,0.783,,99.0,141.0,,1
,,,,,,2.71,479.0,,177.0,1
,,2483.0,14.692,0.406,,,,1532.0,,
,,171.0,,,,,94.0,,13.0,
9.0,369.0,3321.0,,,,,1094.0,,,
,,98.0,,,,,,,1.0,
166.0,,78352.0,2.843,,0.547,,28093.0,,1641.0,
,,,,0.635,0.94,,,812.0,92.0,
1.0,15.0,15.0,,,,2.0,8.0,15.0,4.0,
23.0,132.0,3036.0,,0.95,,20.76,2885.0,3036.0,,1
14.0,416.0,,,0.384,0.617,4.64,,,,
,9.0,90.0,,0.667,0.689,,60.0,62.0,2.0,1
,,301.0,6.143,0.545,0.973,,164.0,,64.0,
24.0,198.0,4752.0,8.25,,0.983,,,,,
,213.0,2769.0,,0.359,0.658,4.65,,1821.0,214.0,1
,,12.0,,0.75,0.75,9.0,,,,1
10.0,16.0,160.0,1.6,0.425,,7.56,,127.0,9.0,
,,,9.111,,0.669,2.74,230.0,,,
,,170.0,,0.571,0.918,6.47,97.0,,,1
13.0,,,20.462,,0.579,4.81,,2003.0,,1
9.0,124.0,1116.0,,,,2.57,388.0,806.0,151.0,1
,,4480.0,22.857,,,,,,,
,17.0,,,,,7.58,,145.0,12.0,1
,133.0,1729.0,,0.36,,,,1247.0,,
,,,,,,,,1649.0,316.0,
27.0,320.0,8640.0,11.852,,0.561,,,4845.0,613.0,1
9.0,,,2.111,0.667,,,,,,1
9.0,250.0,,,0.366,0.768,2.6,,,317.0,1
,,4080.0,7.083,,0.999,17.04,,4075.0,223.0,1
,,2024.0,,,0.796,,,,211.0,
,,,1.8,,,,,,14.0,1
,,,,0.346,,,776.0,1725.0,306.0,
27.0,267.0,,,0.362,,4.36,,4860.0,,1
10.0,,,,,0.874,8.92,,166.0,,1
,,399.0,,0.414,,2.7,165.0,318.0,,1
,1.0,,0.077,,,,13.0,13.0,1.0,
,471.0,81954.0,2.707,0.339,0.433,,,,1756.0,3
,,,,,0.991,4.08,,,,
,,,,1.0,,,,,1.0,1
9.0,83.0,,,0.333,0.742,2.93,,554.0,,1
9.0,,,,,0.727,2.93,563.0,1008.0,,1
11.0,71.0,781.0,,,0.95,,539.0,,77.0,
1.0,63.0,,63.0,,1.0,2.31,37.0,63.0,,2
,,5016.0,,0.926,,,4645.0,4976.0,,
,344.0,,,,0.572,,2053.0,3146.0,358.0,1
,20.0,220.0,1.818,,0.909,8.27,124.0,200.0,15.0,1
,,,14.0,,,,,,,1
25.0,198.0,4950.0,,,,,,,270.0,1
16.0,,,26.688,0.4,0.632,5.56,2736.0,,,1
,23.0,276.0,1.917,0.576,,,159.0,228.0,,1
16.0,121.0,1936.0,7.563,,0.611,,,1182.0,137.0,
12.0,,4908.0,34.083,0.302,,,,,515.0,
26.0,184.0,4784.0,,,,,3696.0,,219.0,1
17.0,350.0,,20.588,,0.577,,2162.0,,414.0,
,,,,0.576,,,,,,
,,1815.0,,,0.761,5.35,776.0,1381.0,145.0,
,,,,0.371,0.717,3.01,,1616.0,,
16.0,,,,0.385,,5.29,,,427.0,
,,,,0.53,,10.0,140.0,192.0,14.0,1
,138.0,2070.0,9.2,0.431,0.75,,,,,1
12.0,266.0,,22.167,,,2.72,1079.0,2130.0,,
,,6494.0,22.471,0.363,0.567,,,,431.0,1
,20.0,220.0,1.818,0.568,,8.93,,,,
,,,11.313,0.4,,,1157.0,,227.0,
,198.0,,18.0,0.383,,2.9,834.0,,,
1.0,,,,,1.0,,8.0,42.0,,2
,,,0.021,,1.0,47.0,,,,
7.0,79.0,553.0,11.286,0.566,0.967,,,,,1
83.0,326.0,,,0.286,0.671,7.55,,18149.0,1025.0,
,,6912.0,,0.488,,15.69,3374.0,,,3
,,,10.25,0.412,0.803,,,,97.0,
,,1550.0,,0.332,,2.47,,,208.0,1
1.0,,28.0,28.0,,,2.17,13.0,28.0,,2
11.0,,792.0,,,,,527.0,,,1
24.0,120.0,,5.0,0.927,,21.36,,,125.0,
,344.0,5504.0,,0.385,,,,,,
12.0,11.0,,,0.652,,12.29,,,7.0,1
,,,,0.492,,,,1462.0,,
9.0,,702.0,8.667,0.464,0.89,,,,98.0,
,322.0,9982.0,,,,16.87,6881.0,7519.0,,
16.0,,6256.0,,,,,2508.0,,477.0,1
3.0,,12.0,1.333,,,11.0,11.0,11.0,1.0,
,20.0,220.0,,0.564,,,,,14.0,
11.0,,770.0,,,0.639,3.53,,,83.0,1
,1.0,16.0,0.063,,,16.0,16.0,16.0,1.0,
,353.0,,9.051,0.557,,,,,,
,,6640.0,,,0.675,5.17,,,,
12.0,,,,,,8.19,,201.0,,1
16.0,205.0,3280.0,,,0.799,,1314.0,2622.0,,1
,,,,0.358,,,,1676.0,256.0,1
24.0,170.0,4080.0,,0.924,0.997,,3768.0,,,
16.0,359.0,,22.438,0.376,0.652,,2158.0,3747.0,,1
,22.0,,1.833,,,,146.0,,19.0,1
,341.0,5456.0,,0.378,0.724,5.23,2060.0,3949.0,394.0,
9.0,,,7.778,0.433,0.851,,,536.0,98.0,
,203.0,5075.0,,,0.929,,4246.0,4713.0,279.0,
16.0,,,25.5,,0.644,,2546.0,,,
11.0,22.0,,,,,,,,18.0,
15.0,222.0,3330.0,,,0.728,,1378.0,,,
10.0,59.0,590.0,5.9,0.403,,,,,,1
163.0,161.0,26243.0,0.988,,0.897,,,,,3
,,560.0,,0.5,0.848,,280.0,,79.0,1
,,26062.0,3.783,0.282,0.619,,7353.0,16139.0,,5
9.0,82.0,738.0,9.111,0.337,0.821,,249.0,606.0,100.0,
,,,17.222,0.366,,2.54,,,201.0,
,,852.0,,,,,518.0,,,
24.0,,,12.875,0.921,0.984,17.51,6828.0,,,
,,5340.0,23.733,0.406,,,,3342.0,410.0,1
11.0,,,,,,,,200.0,,1
,389.0,,22.882,0.344,0.678,,,4481.0,,
,56.0,616.0,5.091,,0.7,3.09,238.0,431.0,77.0,
12.0,,,,,0.788,9.65,,,,
16.0,424.0,6784.0,,0.371,,5.34,,3820.0,,1
3.0,,12.0,,,0.917,,,,,1
17.0,,,,0.366,,,597.0,,,
,87.0,783.0,,0.444,,2.37,,,,
23.0,,,,0.942,1.0,,,2760.0,149.0,
16.0,,6224.0,,0.364,0.569,5.35,,3544.0,,1
,22.0,264.0,,,,7.65,153.0,,20.0,
,,868.0,4.429,0.433,0.646,5.97,,,63.0,1
11.0,161.0,1771.0,,,,2.71,,1152.0,,1
,198.0,,,,,,4210.0,,,
16.0,337.0,5392.0,,0.363,,5.19,,,377.0,
,23.0,253.0,,,,8.22,,,18.0,
,,,,0.341,,,,,418.0,1
10.0,256.0,2560.0,,0.363,,2.84,,,327.0,
16.0,337.0,5392.0,,,0.608,5.15,1992.0,3276.0,387.0,1
12.0,22.0,,,0.538,,8.35,,225.0,17.0,
