a1cx,a1cy,b2x,b2y,a2pop,a3pop,temp,mxql,binaryClass
,,,0.437563,0.654688,7.076051,0.858237,5.0,N
-0.380576,,0.121185,,0.729984,,,,P
,-0.305562,,,4.393855,2.835462,0.746841,6.0,N
,0.054094,0.018758,,,2.28162,,,
,-0.118533,-0.053035,0.214256,0.271182,3.867699,,6.0,P
,,,,,2.185659,0.781344,5.0,P
,,-0.206321,,3.405799,6.671584,,,N
,-0.378097,,-0.177547,,,,,P
,,,-0.392885,,,0.823992,8.0,P
,0.074518,,,,,,8.0,
,-0.439824,,,,0.285222,,5.0,
,,,,,11.206924,,6.0,
,0.015749,,0.05963,0.547434,,,6.0,
,,,,0.730309,0.312958,0.548955,6.0,
,-0.331666,,,,,,5.0,N
0.019337,-0.343008,,,,,,,
-0.350142,,-0.148209,-0.067171,1.412958,,0.710714,7.0,
,,-0.247594,-0.460726,,,,8.0,
,0.312372,,-0.118921,,,,,P
,,0.212692,0.36099,,0.937752,0.750387,,
-0.284894,,,0.384475,,0.025316,,6.0,P
,,,-0.227433,0.722788,,,,N
0.291012,-0.377542,,,1.787525,2.674553,0.805849,7.0,P
0.346616,-0.036358,0.178808,,16.043139,9.879828,0.817828,5.0,
0.408447,,-0.405645,,0.937878,,0.420681,,P
0.459068,-0.122031,,0.312825,,8.286586,0.353203,5.0,N
,,,0.164918,,1.658844,0.801297,,
,,0.378472,,15.952766,,,5.0,N
,,-0.114669,0.103261,0.256844,,,,P
0.177594,-0.418695,,-0.354845,,4.187734,0.465083,5.0,P
,,-0.419017,,0.362672,4.176101,,5.0,P
-0.089992,,0.011646,,,,0.852857,,
,-0.460539,,0.148107,,,,5.0,P
-0.20085,-0.242979,,0.183031,,,,6.0,P
,,,-0.22977,,,,8.0,
0.217092,-0.298617,0.459978,,,2.989786,,,N
0.214886,,-0.375947,0.466952,,2.049826,,7.0,P
0.055419,,-0.3377,,7.796183,3.787357,,6.0,N
,,,,8.068879,,0.764451,,
,-0.334089,,0.075308,7.286301,,,7.0,
0.041941,,,,,,0.551628,5.0,
-0.453619,,,-0.277897,2.714804,,0.459978,7.0,
-0.322186,,,,1.29585,,,6.0,P
,,,,0.298479,,0.723068,,P
0.455714,,,0.026148,0.069846,5.124321,0.562227,,
,,,,1.515285,0.588074,0.427666,,P
,,,,10.188401,,0.464713,7.0,N
,0.023318,0.453538,-0.357626,9.506815,0.65271,,,
,0.411402,,-0.245035,,,,,N
,,,0.125779,4.41302,3.294524,,,
,0.330706,,-0.103859,3.238458,,0.184462,8.0,P
,,,0.211835,,3.686733,0.314944,,
,,,,3.576336,1.70981,0.376053,,P
0.396959,,-0.137822,-0.07799,4.021427,,0.493961,,N
-0.293838,-0.332003,,,,,,7.0,N
,,,,,,,6.0,
0.252884,0.174793,,,,,0.701686,6.0,
,0.123202,,,0.880655,,,6.0,P
,,0.284584,,1.084548,2.301446,,6.0,
,,,,6.261111,5.342792,0.306987,6.0,
-0.096102,0.084483,-0.065613,-0.02318,0.539812,0.833361,0.50685,6.0,
,0.345327,,,4.168715,0.851707,0.525543,,P
,,-0.282878,,1.309962,3.031576,,,P
0.109526,-0.237767,,0.372072,0.170174,,,6.0,P
-0.195709,,0.276961,,5.863169,,0.777536,,
-0.393909,0.355121,,0.084437,3.324124,2.373193,0.446423,5.0,P
0.291446,,,-0.028207,,,,,
0.39237,-0.454698,0.04475,,6.116421,1.792697,,7.0,
-0.051336,,,,,0.139688,,8.0,P
,-0.080992,-0.438243,-0.096485,0.287918,0.708869,0.78773,,
,0.395673,,,,1.410606,0.651569,,
,0.15114,-0.460292,,,2.894221,0.30581,,P
,-0.327448,,0.12388,,4.163484,,,
0.472169,,0.391206,,,,0.926564,5.0,P
0.229066,-0.037696,,,,2.362345,,,
-0.101714,0.312841,,,0.536612,4.279131,,,P
-0.369657,,0.048987,,,,,6.0,P
,-0.414532,-0.441199,,,,,8.0,
-0.36478,0.215196,,,0.741562,,,,
,,-0.024139,0.167957,,,0.395897,5.0,
,0.329609,,0.019444,,4.567407,,,
,-0.303292,,0.331932,2.676278,0.355907,,7.0,P
-0.467897,0.379065,0.301924,,,,,,P
0.455604,,0.36462,,,,0.616939,5.0,
,0.379836,,0.412297,,,0.751164,6.0,P
-0.159255,,,,0.662364,0.620814,,,P
0.362064,0.053317,,,3.77143,1.326914,0.568244,6.0,
0.380557,0.414382,-0.305771,,,6.366275,0.536711,,
-0.496888,,0.433997,-0.186754,8.690884,0.377152,,8.0,
-0.154187,,,,1.81642,0.623549,,,P
-0.212589,-0.012533,0.025644,0.049214,,2.751,,7.0,
0.251989,,,0.327723,,0.250987,0.37785,,
-0.341535,-0.196751,,-0.431072,,2.044998,,,P
0.455833,-0.159753,-0.4123,0.405363,,2.997948,0.807085,5.0,
,,0.363307,,2.873603,,,6.0,P
0.119781,,,0.081039,,1.01584,,5.0,P
0.033562,,,,5.475273,2.232243,,6.0,
,,-0.401476,-0.363154,1.113951,5.30817,,,
-0.244271,-0.308155,-0.054927,0.008441,,1.483373,0.510723,8.0,P
-0.349432,-0.095901,,,,,,,P
,,,,12.98293,0.23521,0.532424,5.0,
0.483509,,,0.046903,0.116985,0.655695,,6.0,
,,,,1.368681,4.675853,0.416501,,
0.364168,,,0.183336,,,,7.0,
,,,0.351638,,4.14277,0.822412,5.0,
,,,,,,,7.0,P
,-0.103341,,,3.724425,4.888731,,7.0,
-0.40018,-0.055994,,0.122033,3.086793,,,8.0,
,,-0.273247,0.023777,9.543489,1.15508,0.924637,,
,-0.084095,,0.262108,,,0.324278,,
,,,-0.417189,1.539099,0.477704,,,
,,-0.050913,,2.182494,4.66868,,,N
,,,0.118347,,,0.466418,8.0,
-0.153358,0.207066,-0.063477,,10.753056,1.384941,0.496891,8.0,
-0.253493,0.456004,,,4.374535,,,,
,,,,,1.360134,,,P
0.187304,0.367236,,-0.211187,,,0.513222,,N
,,-0.381224,,,5.212704,0.627986,5.0,
,,-0.40707,-0.47131,,,,,P
,,,-0.21701,,1.961176,,6.0,
0.462728,0.42017,,,1.27696,,,,P
0.0439,,-0.398115,,15.262064,,0.452906,,
,0.428542,,-0.257797,,3.182224,,5.0,
-0.103108,,,,,0.911508,,6.0,P
0.103763,,,-0.093629,,5.196334,,,N
,0.055179,,0.304345,,,0.754424,7.0,
,,,0.245493,,5.772925,,,
,,,,,,0.650371,,
0.441901,,0.273842,-0.408947,0.433623,2.460912,,,
-0.170935,0.209216,,,3.160559,,,,
-0.008447,0.300358,,0.306879,1.497391,0.502126,0.888117,8.0,
,0.392826,,,0.565155,,0.889022,,P
-0.270614,,,,15.781398,,,6.0,
,-0.373646,0.129187,-0.018981,2.762038,,,,P
-0.461352,,,,,5.572075,,,N
0.476017,0.442319,0.157407,-0.315574,,2.657787,,7.0,
,,,0.02648,,,,7.0,N
0.314172,-0.229689,,,,6.013078,0.390449,,
,0.211147,-0.429853,0.302907,,,0.600156,8.0,
,,,-0.478578,,8.612497,,7.0,N
,,0.389343,0.352643,1.890385,,0.754212,,
,0.107524,-0.423862,-0.39643,,0.917495,0.667252,8.0,
0.182816,-0.480002,0.124506,,,,,,N
0.182586,0.448231,-0.443146,,4.75269,,,7.0,N
,0.323705,,,6.20617,1.027679,0.906372,,
,-0.286728,-0.309846,,1.392478,,,,
,0.455295,-0.064475,0.224423,,,0.732678,8.0,N
,-0.270411,0.312957,,,1.917865,,,
0.308288,,-0.227786,,,,,7.0,
0.101186,-0.138311,,,1.68971,,0.714461,7.0,
0.386703,0.346521,,,0.644293,0.824384,,7.0,
,-0.172149,,,6.633027,0.494259,0.295743,8.0,
-0.381674,0.361613,,0.149699,,4.273427,0.345938,7.0,
,-0.425443,0.309571,,,,,,P
-0.451702,,,,,3.482437,,,N
0.429291,,,,,5.085088,0.739628,,
0.229896,-0.122925,,,,0.42472,0.749789,,P
,0.453618,-0.370731,,,,0.42861,,
,,-0.417214,0.260722,,6.503538,,,N
-0.34209,,,,,,0.647092,7.0,
,,0.375456,,,,,8.0,
,0.188477,,,,,0.257099,8.0,N
-0.394673,,-0.217405,,,,0.914982,,
,0.271326,,0.248257,3.118041,,0.367467,6.0,
0.479943,,0.240119,0.182063,1.926944,,,8.0,P
,0.42754,-0.398455,0.317637,0.383924,4.156566,0.847609,,
,,,,,,0.887647,8.0,N
0.486047,-0.104824,-0.420036,,,,,,
,-0.335499,,,0.049135,4.128539,0.663263,,P
,,-0.400468,-0.006316,3.791924,1.375815,,8.0,
0.306815,,,0.300628,1.799503,,,6.0,
0.483993,0.257247,,,2.51827,,,7.0,
,,-0.018812,0.34515,0.999007,,,7.0,
,-0.346427,-0.120925,,,0.764763,0.90633,6.0,P
0.277031,,,-0.015358,0.134687,,0.734683,,P
,,,,4.743659,,0.692441,5.0,N
-0.271002,0.36001,,,19.080288,,,,
0.386077,,,,,0.680687,0.785702,,P
-0.148057,-0.385616,-0.213336,0.216472,3.072651,,0.507283,7.0,P
,,,0.453416,0.307207,,,8.0,P
-0.332265,-0.351998,-0.040193,,,1.025744,0.854414,,
,,0.130967,,,,,5.0,
-0.319368,0.044631,0.197628,-0.45428,2.150762,,,5.0,
,,-0.465984,0.085636,,,0.504632,,
,,,0.319008,,,0.903176,5.0,P
0.250382,-0.387993,-0.368155,0.267525,3.148296,29.160825,0.621991,,
-0.21817,,0.063768,-0.130814,0.462182,,,,P
-0.485554,,0.121595,0.3303,5.988121,11.20457,,6.0,N
-0.471407,,-0.272135,-0.376473,,,0.827662,,
,,0.209537,0.33818,2.247015,0.155563,,,
0.107818,,-0.494932,,,,0.513588,8.0,N
0.060487,,-0.454057,0.256644,2.829622,1.051988,0.339303,,P
-0.190371,,,-0.170406,,1.741286,,6.0,P
0.031813,0.097274,-0.124211,,2.696478,3.27664,0.576165,,N
-0.02194,0.338166,,,2.161813,,0.85101,5.0,
0.106643,0.298367,,,,,0.504076,,
,,,,,,,8.0,N
0.108327,0.352115,-0.076787,-0.18006,,1.844559,,7.0,P
,,0.332013,0.372813,0.586774,,,6.0,
,,0.439837,-0.388623,,,0.875972,5.0,
0.489373,0.037119,,-0.245765,4.110663,2.340849,,,
0.251472,0.175592,-0.05507,0.183481,,3.518146,,5.0,N
,-0.329248,-0.370102,,,,,,N
-0.346581,,0.206244,,1.175226,,,5.0,
,,-0.068174,-0.007579,,,0.434356,,
,-0.043718,,-0.452331,,,0.530478,6.0,P
,,,0.07613,3.268539,,,7.0,
,,,-0.030872,,11.263608,,8.0,N
0.436034,0.471945,-0.044901,0.367335,,0.853122,0.847425,7.0,P
,,0.129049,,1.996238,,,5.0,
,0.429766,,,,0.767729,0.43158,8.0,
-0.379501,,,0.337447,5.726433,,0.634517,5.0,N
-0.229102,,0.042892,0.189536,2.953067,3.557722,0.727795,8.0,N
,-0.094887,,,,,,,P
,,0.456658,,,,0.641164,,P
,-0.364729,-0.026032,0.017955,5.791831,,,,N
,,,,,2.529436,0.341417,,P
,,,,2.568056,2.244335,0.696121,8.0,P
,-0.318857,-0.028888,-0.107839,,,0.557785,8.0,P
0.121157,,-0.325867,,2.763829,9.018448,0.440057,,N
0.46448,0.035481,0.254826,0.24099,1.201055,,,,P
,,,0.45114,,0.7384,0.836567,6.0,P
,-0.269762,,,,,,5.0,
,,0.427736,0.306735,0.720795,,0.889258,,
,,,,0.684372,,0.588608,,P
,,,,,,0.750939,5.0,P
,,0.314198,-0.041887,,3.694479,,,
,,0.089701,0.338725,,1.512165,0.355226,,P
0.391991,,-0.309213,,,2.066998,0.395215,8.0,N
-0.283021,0.231597,-0.228022,,,5.051733,0.805189,,
0.260431,-0.46618,-0.399427,0.131758,1.163721,2.170974,,,P
-0.123601,0.375394,-0.204076,-0.106758,,2.019879,0.819088,,P
-0.165629,0.193663,,-0.497975,0.43578,,0.955301,5.0,
,,0.214481,-0.280391,8.221704,,0.699528,5.0,N
,-0.364119,0.485385,,,0.668496,,,P
,-0.215466,0.313243,,,5.860929,0.073245,,
,-0.082471,0.141016,0.149281,,,,8.0,
-0.167016,,,,,2.844929,,6.0,
0.226019,,,-0.414741,3.309586,,,,
,0.414728,,,,6.154276,0.321523,8.0,N
,0.380407,,,0.640565,0.637241,0.775695,,
0.364321,,,,5.351657,1.06159,,6.0,P
0.138573,,,0.281268,2.803156,,,,P
,0.328615,,-0.251855,,,0.665965,6.0,
,,,-0.260054,4.81032,6.283557,,,N
0.06111,,-0.200527,,2.799154,,0.680282,5.0,P
0.488908,0.228421,0.089792,,,,,7.0,P
-0.438997,,,-0.180459,11.564547,,0.528348,5.0,N
0.41804,,,,1.915593,0.786377,0.921277,,
-0.296999,,,-0.213387,,0.026399,,5.0,
,0.124495,,-0.458364,,1.720449,0.664216,6.0,N
0.37551,,-0.284717,,1.335443,,0.899881,,P
-0.07292,-0.432989,,,,,,6.0,
0.038807,,,0.0918,,1.666147,0.779467,6.0,
,-0.023147,0.110832,,,,,6.0,N
,,,,0.237227,,,,
,0.181588,-0.077701,,0.723129,7.099076,0.909541,,N
,,,0.44598,1.900599,3.255254,0.73661,8.0,
0.098575,,,,,,0.879737,8.0,P
-0.238438,,-0.081371,0.197811,,,,,
0.159487,-0.370894,-0.464523,,1.581137,8.128277,0.768561,,N
,0.258314,-0.03962,-0.445875,,,,7.0,
0.309281,-0.403118,-0.001866,-0.192288,3.124462,,0.783666,,
-0.493982,,,-0.031322,,,,7.0,N
-0.060993,,0.43648,-0.317126,,,0.623025,7.0,
-0.274486,,-0.366025,,0.818715,,0.793811,8.0,
0.439383,,,0.10782,,1.49824,,,
0.440764,,-0.328255,,2.241768,,0.645067,8.0,N
-0.462196,,0.01644,-0.081211,,1.529456,,8.0,P
,0.49733,0.224026,-0.243183,,,,,
,0.203041,,,,,0.798359,,N
0.389215,,,,0.42606,6.770649,,,N
,,,,2.105313,,,6.0,
,-0.274104,-0.046137,0.014641,5.276257,,,,
,,,-0.340996,4.564475,,,8.0,P
0.391935,,,0.452165,0.199295,,,8.0,
,,,0.31994,,,0.353276,6.0,
,,-0.140264,,,5.067314,,7.0,N
-0.404898,,-0.340689,-0.246266,,0.444044,,,
,0.050035,0.177762,,,,0.899059,7.0,P
,,-0.220594,0.072533,0.671504,,,,
,0.297222,,,0.259712,0.797477,0.738162,8.0,P
,,,0.283796,0.393767,2.864421,,,
,,-0.318297,,0.029072,2.787264,0.871917,7.0,
,,,,5.503339,3.90318,,8.0,
0.464088,,,-0.133842,,,0.829496,,N
,,,-0.269117,3.577928,5.994801,0.754103,,N
0.104136,0.008434,-0.389062,-0.293933,,3.650337,0.803338,6.0,P
-0.210547,0.416516,,0.389159,4.898886,,,,
-0.35402,,,,,,,,P
0.48864,,,,1.518569,1.652911,,5.0,
0.398367,,,,0.554821,6.92339,,,
0.267989,-0.2069,-0.017458,-0.308246,0.982269,0.362361,,,P
-0.052333,-0.426835,,,,2.624598,0.234417,,N
-0.404302,-0.449968,,0.47755,,,0.505763,,N
,,-0.475089,0.110852,,7.371312,0.26323,,
,,,,3.83358,,,6.0,
-0.436489,0.001236,0.191734,-0.24901,,2.495533,,,P
,0.005886,-0.487167,,7.549265,,,8.0,N
,,,-0.302359,,1.665925,0.33665,,P
,,,,,,,5.0,N
,0.194603,0.367717,,,0.655475,,,P
0.485465,,,,3.332021,,,6.0,N
0.211127,,0.461704,0.191599,5.716571,0.282538,0.11483,5.0,N
-0.247227,0.380675,0.227554,0.403388,,3.721597,,6.0,
-0.086574,,-0.494682,,,0.24342,0.899975,,P
-0.439183,0.293677,-0.458006,,1.281088,,,6.0,
0.431136,,-0.286784,0.044934,0.783138,,,7.0,
,,,,,,0.907934,7.0,
,,0.323399,,2.727947,,,,
,-0.164758,0.272859,,4.811529,0.886,,,P
0.365928,,,0.48342,,0.622117,0.456462,,
,,,0.116827,0.392668,4.777377,0.321415,5.0,
,-0.017851,0.139347,,,,0.791777,5.0,P
,-0.110686,-0.3955,,9.30751,,0.514789,7.0,N
0.441433,0.06824,,0.250068,,3.098799,0.889425,,P
0.300222,,-0.309418,,1.782105,9.168939,,8.0,
0.360732,0.316301,,0.046165,,,0.289439,,
,0.47626,0.334475,-0.000522,,0.36933,0.411492,8.0,
,0.213015,,-0.150837,1.939164,2.144615,,8.0,P
0.301493,,,,,0.573568,,8.0,
,,-0.389607,-0.335393,,6.139555,0.541243,,N
-0.235023,,,,1.514732,3.301273,0.547584,7.0,
0.139844,0.485207,,,,,0.553865,8.0,
,0.184184,-0.358519,,,1.176479,,7.0,P
0.464331,-0.290459,,-0.440266,1.544714,7.992577,0.641221,7.0,
-0.313076,-0.214679,-0.484069,-0.259233,,6.968163,,6.0,
,,,,0.223178,5.318599,0.787787,,
-0.455364,,-0.067336,,,5.60282,0.659104,,
,,-0.283935,,,4.138261,,5.0,
,,-0.077689,,,,,7.0,
,0.072467,0.38358,,4.493013,1.12594,,7.0,
,0.048299,0.21507,,0.077258,4.797587,0.558921,7.0,
,0.164535,0.303966,,,1.67119,,5.0,
,0.449335,,,0.66055,0.937408,,8.0,
-0.135652,0.227525,0.372155,,,,,,P
-0.356751,-0.24653,,-0.259409,,,,,P
-0.256155,-0.010583,0.332753,0.394167,0.544388,,,,P
,-0.296604,0.23058,,,,,,P
0.436575,0.018479,-0.225176,-0.045543,,1.986332,,,P
0.405108,-0.142147,,-0.448186,1.456835,1.515556,,6.0,
,0.405565,-0.456937,-0.313781,3.763963,,0.776252,6.0,P
-0.086398,-0.387377,,0.156676,0.920134,1.073156,0.688119,,
,,0.186855,,,,0.867583,6.0,
0.407001,,-0.16607,0.048652,6.051084,7.635345,0.844893,7.0,N
0.201827,0.363569,0.378213,0.203145,,,,,
-0.454867,,,,2.690357,9.492132,0.656868,5.0,N
,-0.178354,-0.056158,,,0.776719,,,P
,,-0.354276,-0.12596,,0.511598,0.825446,,P
,-0.119405,,,1.535166,0.729665,,7.0,P
,0.072986,0.195327,,,,,8.0,
-0.311003,0.492687,0.385147,-0.250527,2.019973,,,8.0,
,-0.324873,0.424487,-0.354948,,0.891364,0.305978,7.0,
,-0.464785,-0.440574,,,,0.759242,,N
-0.164687,,,,,,0.395164,7.0,N
,0.452808,,0.436061,3.195448,0.406856,0.651601,7.0,
,,-0.130552,0.332987,,,0.900005,8.0,P
-0.15656,0.306315,0.329656,,1.441355,0.232734,0.862305,6.0,
-0.07218,,,,,,,,
-0.172092,0.11242,,0.363425,,1.872937,,8.0,
-0.347929,,0.194043,-0.460436,1.794721,,,,
,0.478057,,-0.231862,,3.696028,,,P
-0.13587,-0.107038,-0.051009,-0.308257,,4.568804,,7.0,P
,-0.388984,,,,,0.883602,5.0,
,,0.144168,,,2.183275,,6.0,
-0.272116,0.189343,,,,10.543182,,,
0.468402,0.16592,0.168781,,0.207573,1.327122,0.228349,,P
,,,,,,0.212424,,N
,,,0.017812,5.241798,,0.888963,,
0.236904,,,,,16.308966,,,
,,,,0.620209,,0.402228,,P
-0.459799,0.259822,,,3.806684,,0.268844,5.0,P
0.08146,,-0.36805,0.076154,2.806973,,,,
,,0.255203,,0.531933,0.287287,0.665658,7.0,
-0.385212,-0.190122,-0.028234,-0.181755,,,0.516298,7.0,
-0.484837,-0.071448,-0.074848,,,,,,P
,,,,,3.794314,0.550731,8.0,P
,,0.284034,,10.320629,5.256278,0.62578,8.0,
0.222325,,,-0.326304,,7.20906,,,
,0.259206,-0.315379,,,1.605646,,7.0,
-0.129405,,-0.279957,,,3.911243,,,N
0.447576,0.307982,-0.181197,,,2.924152,0.545519,7.0,
,,-0.251074,,,0.194644,,5.0,
,,,0.205161,,2.598959,0.615177,6.0,P
,-0.17035,-0.225413,-0.083595,0.699781,0.467148,0.430948,,P
,-0.299448,0.279904,,,,,,N
,0.25158,,,0.047455,3.762441,0.723017,,P
0.166865,-0.239377,0.149045,-0.240019,,2.008214,,5.0,
,0.099682,0.098952,-0.452785,,,0.53659,,N
0.118038,,,,1.813038,7.411136,0.439604,6.0,N
-0.128382,-0.091191,-0.060993,,,,,7.0,
,0.321913,,,14.874356,,0.546933,,N
,,,,,7.245127,,8.0,
0.278429,,,0.440156,2.692152,,,,P
-0.45739,,,-0.371853,,16.456341,,7.0,N
0.012603,0.208103,,,1.715272,,,,P
-0.313474,,-0.226281,0.239979,,0.379341,0.39638,5.0,P
,,,,,,0.372968,8.0,P
-0.157111,-0.119192,-0.263752,0.132139,,1.144252,,,
,-0.456675,,0.010549,,,,,
,-0.008988,,0.306361,,1.994707,0.17714,,N
,0.190475,-0.025451,,,,0.303244,,N
,,0.035559,-0.048156,2.329839,2.890881,,,
,0.027663,,,12.616064,,,,
0.034108,,-0.235023,,,,0.893987,,N
-0.279605,-0.451704,0.297597,,,0.192839,0.718824,7.0,P
,,,0.092879,,,,,P
,0.109376,,0.41086,,,,7.0,P
,0.146742,-0.353704,,1.273116,,,,P
0.475176,-0.316197,0.005018,-0.118658,,,0.742763,7.0,P
-0.381053,,,,0.679007,,0.411386,,N
,,,0.01631,0.664876,3.193789,0.404821,,
0.199012,0.043862,,,,,0.414698,6.0,N
-0.120912,,,,,2.031213,,,P
0.478957,0.325844,-0.415705,,,3.089734,,8.0,
,,,,,,0.64628,5.0,P
,-0.074062,,,,,,6.0,N
0.476559,0.189152,-0.225113,-0.354729,,4.464436,0.472388,,N
0.002717,0.184676,,-0.48473,,,,,
,,,,,1.208832,0.89239,6.0,
,-0.140208,,-0.260125,,,,5.0,
,-0.183906,,0.445632,,1.328794,0.934383,6.0,P
-0.128183,,-0.141496,,8.206882,3.912614,0.705406,,
-0.193249,0.127927,0.14192,,0.29576,,0.781121,,
-0.068895,0.163971,,,4.491148,0.432157,0.850013,,P
,,0.075673,-0.066895,7.209447,,,7.0,
,0.421515,,-0.34472,0.035122,,,5.0,
,,0.137507,,0.336505,2.948735,0.734302,,P
,,,,,0.809227,0.766692,7.0,P
-0.014304,0.196123,,0.427907,,,,,P
,0.464566,,0.111251,3.524373,,0.333512,7.0,N
,,0.088452,-0.063372,,,0.630444,,P
,,,0.015805,,4.042402,,,
0.075006,,,-0.334561,,3.424718,,,P
0.367007,0.221238,-0.10663,0.165542,0.128588,1.196729,0.440213,6.0,
0.063568,,-0.162719,,0.045586,1.338681,,7.0,
0.231133,,0.12988,,,,0.227338,,N
,-0.266522,,-0.10556,,,,5.0,
-0.318166,,-0.169018,,,,0.651624,8.0,
-0.44904,,-0.098786,,0.582345,7.072013,0.809964,,
0.001483,-0.280774,0.185467,,1.197724,,0.956162,8.0,P
-0.089039,0.018569,-0.296964,,1.697451,4.218605,,8.0,N
,-0.125333,,,,,0.799834,,P
0.257253,,,0.41736,4.957323,,,,
,,0.437598,-0.209217,,,,5.0,
-0.175132,0.439797,-0.302991,,1.417551,,,,
-0.237846,,,-0.46582,,4.312137,,,P
-0.131095,,,-0.203619,,1.621369,0.568036,,P
,0.498868,,,,,,6.0,
,0.151861,,,,4.898875,0.268877,8.0,
,0.386802,,0.254119,7.023377,3.821304,0.586693,5.0,N
,,,,0.623588,,,,
0.214825,,,,,5.276957,0.508005,6.0,
,,0.114767,,2.547376,2.351607,,8.0,P
,,-0.216325,0.133451,0.999751,6.277991,,,
,,,0.422559,,,0.884134,7.0,
-0.300911,,0.381912,0.280134,,3.378935,,,
-0.427958,,,,,1.840993,,5.0,P
,,,,3.823076,,0.746814,,
,,-0.252627,,,0.083685,,6.0,P
,-0.255582,,0.221521,,2.586366,0.700122,7.0,N
-0.08418,,,0.322605,,0.430198,0.757822,,P
,-0.426607,0.300098,,,,0.60594,,
,-0.169602,,,,,,8.0,N
0.269642,,-0.369115,0.1336,,,0.612843,,P
,,,,,,,,P
-0.358676,,0.047716,0.210518,0.698129,5.470831,0.311602,,N
,,,0.179545,,,0.586166,8.0,
,-0.08961,,0.178866,,,,,P
-0.208809,-0.17161,,,,,,,N
-0.385742,0.042536,0.261864,-0.435837,2.104736,,,,
,0.418851,-0.159765,,,0.960587,,7.0,
,,,,9.357491,,,,N
,-0.261548,,,11.952609,,0.830764,,
,-0.103118,-0.230467,,,1.231219,0.662122,,
-0.001793,0.42986,0.479006,0.151761,,,,,
,,,,5.448472,1.103265,0.608168,7.0,
0.397648,,0.049495,,10.164051,,0.881195,,N
0.011364,,0.187539,0.109285,,2.566373,,5.0,
0.42816,0.432262,0.057669,,,7.794847,,5.0,
,,,,7.936941,,0.457721,6.0,
-0.00817,0.183248,-0.271324,-0.165876,1.77309,,0.540485,,P
,-0.177995,,,3.13772,,0.513524,,
-0.469566,-0.052909,,-0.108252,2.913046,,0.857247,,P
-0.399388,,0.17531,-0.105833,2.732023,5.898052,0.351552,7.0,N
-0.041845,-0.41187,-0.304602,0.099851,,,,,P
-0.448389,,0.017159,,2.69089,,,,
0.277387,-0.490744,0.289497,,,,,5.0,N
0.050787,-0.358171,,-0.318491,1.036557,,,,
,-0.193271,,,,4.351054,,,
-0.08096,0.292583,0.42233,,3.653267,1.374532,0.49466,7.0,
-0.373791,,-0.0475,-0.200264,,,,,
-0.043082,,,,5.039353,,0.309829,8.0,N
-0.303729,-0.429639,-0.222747,-0.338778,0.19387,,,6.0,
0.44319,-0.453671,,,,19.408727,0.574262,8.0,
,,-0.036884,-0.349369,9.207003,1.707897,,7.0,
0.401574,-0.436472,,,,6.709547,,,
0.127974,,,,2.986656,0.503668,,8.0,P
,-0.353975,,,,,,,P
-0.023151,,-0.058916,-0.454242,6.584503,,0.913356,6.0,
0.215791,-0.438065,,,0.594972,,,5.0,
,-0.262685,,,,0.678425,0.853392,6.0,
-0.206493,,-0.039607,-0.30019,0.062813,1.710179,0.621831,5.0,
,-0.111888,-0.144372,0.37073,,,,7.0,P
-0.389648,0.380076,-0.376017,0.461416,,1.029423,,,P
,,-0.036264,,,0.184921,,7.0,P
,,-0.019563,0.102632,,,0.756006,,
,-0.146387,-0.312922,,3.011168,,0.787989,6.0,N
,-0.271664,,,,,,7.0,P
0.235529,,-0.264539,-0.462913,,2.323718,0.596356,,
0.054786,,-0.480283,,0.370632,0.3518,0.591366,,P
,,,,5.873501,3.473709,0.475572,5.0,
0.219343,-0.186767,,,5.211994,1.15397,0.29796,,
0.411078,-0.097515,,0.472779,,4.898291,0.680769,6.0,N
-0.047211,-0.124789,0.213212,0.2802,4.369819,1.074738,,,P
,,,,3.575985,0.782256,0.935838,6.0,
,-0.442724,,-0.182184,0.248344,,0.56577,8.0,
-0.427374,,-0.414148,,,,0.830644,5.0,
,,,0.045891,4.774593,,0.804707,8.0,P
-0.116099,,,,,2.385442,,8.0,P
,,,-0.42544,4.226068,,,5.0,
,0.238572,,,1.618632,,,,
,0.339528,0.209889,,,,0.766109,,N
,,0.114028,-0.164612,4.700024,0.873598,0.845776,,P
-0.450484,,0.254608,,1.9603,,0.333975,,
,,,-0.363292,1.44021,1.155197,,5.0,
,-0.410648,0.007528,,,4.618236,,,
,-0.108282,,,,,,7.0,P
,,0.477876,,0.510172,1.439047,,,
,-0.487557,0.331715,,2.886472,1.5476,,7.0,
-0.473194,,0.350071,,,,0.923903,8.0,P
0.317467,,-0.037591,-0.276846,,1.716391,,,P
,0.089552,-0.089746,,,2.563624,0.827916,,
-0.034927,,,-0.322729,,1.719999,0.274245,,P
,-0.20582,,,5.082608,,,,
-0.439605,0.288998,0.245876,-0.124443,,,0.365057,,N
0.05219,-0.236526,,-0.327205,3.80128,3.724656,0.672815,,
0.161851,0.022178,,-0.429354,4.232084,4.41148,,,N
-0.365486,0.4104,-0.451862,-0.13859,,,0.934653,,P
0.00793,-0.476927,-0.315102,0.118713,,2.236893,,,N
0.429663,0.285878,,,4.310675,0.101581,,8.0,P
,-0.373273,,0.30944,4.032292,4.893451,,,
,,,,,2.053941,0.731319,,
,-0.225184,-0.37644,0.309797,2.772498,0.415652,0.861586,7.0,P
,0.185699,,0.060004,,8.749639,,8.0,N
