V1,V2,V3,V4,V5,V6,V7,Class
,11.0,,,46.0,23.71,,8
4.0,,,30.0,9.0,,56.61,8
,33.0,9.0,,,4.0,,8
0.0,29.0,,,,27.31,53.25,8
,,,,,11.7,53.25,
2.0,,,4.0,,11.7,,8
3.0,,33.0,29.0,44.0,27.31,53.25,8
,,0.0,,,7.0,,
,30.0,,26.0,,,53.25,
0.0,32.0,0.0,24.0,6.0,10.0,46.69,8
,,6.0,0.0,12.0,,,8
,0.0,12.0,,23.0,11.0,,
,,,24.0,,,46.69,8
,,,,34.0,9.43,,
5.0,,0.0,,,9.0,,
6.0,,,29.0,9.0,,46.69,
,,0.0,0.0,,,,8
1.0,,9.0,,18.0,,,
,0.0,,,26.0,,34.06,8
3.0,,0.0,,9.0,,,8
4.0,,9.0,15.0,,,34.06,8
,5.0,,0.0,,6.4,,
,0.0,4.0,,8.0,,13.89,8
,,8.0,,12.0,6.4,13.89,
,,0.0,5.0,,11.0,13.89,
,,,0.0,,7.0,13.89,
,15.0,0.0,,,15.81,,8
1.0,0.0,,,,,24.84,
,0.0,,15.0,,,,
,,,17.0,,,,8
,,7.0,12.0,,,24.84,
,33.0,0.0,,,,59.91,8
1.0,8.0,8.0,,16.0,,,
,,,0.0,,,,
,,,,,11.31,,8
4.0,,41.0,,50.0,,59.91,8
,33.0,,32.0,,6.08,59.91,8
6.0,33.0,6.0,28.0,,,,
0.0,21.0,0.0,11.0,7.0,12.21,47.41,8
1.0,11.0,7.0,,14.0,,,
2.0,0.0,,,28.0,,47.41,
3.0,0.0,28.0,11.0,35.0,13.04,47.41,
,,35.0,,,,,
,,0.0,21.0,6.0,,47.41,
,22.0,,,,5.0,,
0.0,,,2.0,3.0,6.71,,
,,,,6.0,,,8
,,6.0,0.0,11.0,,17.89,8
3.0,0.0,,2.0,14.0,3.61,,
,2.0,,,,,,
,,0.0,8.0,,6.0,,
6.0,8.0,,5.0,6.0,,,8
0.0,,,0.0,13.0,39.22,55.17,8
,,,,,13.0,55.17,8
,,26.0,,40.0,39.56,,
,37.0,0.0,,,6.08,,
4.0,,6.0,32.0,,,55.17,
,17.0,,0.0,13.0,,42.49,
1.0,0.0,13.0,0.0,26.0,13.0,42.49,8
2.0,,26.0,17.0,,20.81,42.49,
,,,,,,,8
,19.0,,,7.0,5.0,42.49,8
,,,0.0,,31.78,,8
,0.0,,,,,,
,0.0,26.0,29.0,40.0,,,8
3.0,,,,8.0,8.06,,
4.0,30.0,8.0,25.0,8.0,5.0,,
,,,0.0,,,30.61,8
,,,,16.0,8.0,30.61,
2.0,0.0,16.0,,,18.79,30.61,
3.0,17.0,0.0,,,8.0,30.61,
4.0,19.0,8.0,12.0,8.0,7.0,,8
,11.0,,,5.0,,17.8,
,,,0.0,,5.0,,8
2.0,,10.0,,,,17.8,8
,11.0,0.0,,8.0,,17.8,8
4.0,11.0,8.0,7.0,,4.0,,
0.0,,,1.0,,,25.06,8
,,6.0,0.0,11.0,,25.06,8
,0.0,11.0,1.0,17.0,6.08,,
,,,11.0,22.0,,,
4.0,11.0,0.0,11.0,,6.0,25.06,8
,12.0,,,6.0,4.0,,
0.0,11.0,,,6.0,,25.55,
,1.0,,0.0,11.0,,25.55,8
2.0,,,,,6.08,,
,,,,22.0,11.18,25.55,8
,,,,9.0,9.22,25.55,
,,9.0,,9.0,7.0,25.55,8
0.0,,,,,21.02,34.41,
,0.0,,,18.0,9.0,34.41,8
,,,19.0,,,,
,19.0,,,,,34.41,
4.0,20.0,,14.0,10.0,,,
0.0,,0.0,,,11.66,32.2,8
,8.0,,,13.0,10.63,,
,,,8.0,,10.0,,8
3.0,,19.0,18.0,26.0,12.21,32.2,
,18.0,0.0,17.0,,,32.2,8
,19.0,10.0,,10.0,,32.2,8
,30.0,0.0,,,,,
,0.0,12.0,,24.0,,46.86,8
2.0,,,30.0,,,46.86,8
3.0,30.0,,30.0,11.0,11.0,,8
,,,,,,,8
0.0,,0.0,,6.0,,,
,0.0,6.0,,12.0,6.0,,8
2.0,,12.0,8.0,18.0,10.0,,
,,,9.0,11.0,11.05,,
4.0,11.0,,4.0,,,21.1,
0.0,,0.0,8.0,,16.12,39.7,8
1.0,8.0,,0.0,15.0,10.63,39.7,
2.0,0.0,15.0,8.0,23.0,,,
,8.0,,,30.0,15.65,39.7,
,22.0,0.0,,6.0,,39.7,
,,,19.0,,,39.7,8
0.0,39.0,0.0,25.0,,16.12,,
,,8.0,,,26.25,,
2.0,0.0,,,,17.0,65.3,8
,0.0,33.0,,,,65.3,8
4.0,25.0,,,50.0,16.64,,
5.0,,0.0,40.0,11.0,,65.3,8
,42.0,,35.0,11.0,,,8
,7.0,0.0,,,,16.64,8
,1.0,2.0,0.0,4.0,,,8
,,4.0,,9.0,,,
3.0,,9.0,1.0,,2.24,,
,1.0,11.0,,14.0,,16.64,
,,0.0,,6.0,,16.64,
6.0,9.0,6.0,,6.0,,16.64,8
0.0,,0.0,,13.0,,42.49,8
1.0,,,,26.0,13.0,42.49,
2.0,0.0,,17.0,38.0,,42.49,8
,,,17.0,,11.0,42.49,8
4.0,19.0,,14.0,11.0,5.0,,8
,21.0,0.0,,7.0,22.14,32.56,
,0.0,,0.0,,7.0,,
2.0,,,21.0,22.0,22.47,,8
3.0,21.0,0.0,23.0,7.0,7.28,32.56,
4.0,,7.0,20.0,7.0,4.0,32.56,
0.0,,,,,,,8
1.0,,4.0,0.0,,6.4,,8
,0.0,,0.0,,7.0,,8
3.0,0.0,15.0,,19.0,6.4,,8
,,19.0,,22.0,6.71,24.6,8
,11.0,,10.0,,10.05,,
,,,6.0,10.0,,,
,,0.0,,4.0,7.21,,8
1.0,7.0,,,,,29.53,8
2.0,,8.0,0.0,,,29.53,8
,0.0,17.0,7.0,,8.06,,8
,,21.0,,26.0,,29.53,
,,,13.0,,,29.53,
,14.0,9.0,,,,29.53,
0.0,22.0,,3.0,,21.95,,
,3.0,11.0,0.0,22.0,,,
,,,3.0,33.0,11.4,50.12,8
3.0,3.0,33.0,,,21.95,50.12,
,22.0,,22.0,,6.0,,
,,6.0,19.0,,5.0,50.12,8
,25.0,0.0,3.0,,22.8,,8
,,6.0,0.0,,7.62,37.48,8
,,,3.0,19.0,,,
,3.0,19.0,25.0,,23.09,37.48,8
4.0,,,,,,,
5.0,27.0,,,,,,8
,15.0,,6.0,5.0,10.3,35.51,8
,6.0,,,10.0,7.81,35.51,8
,0.0,,0.0,20.0,10.0,,8
3.0,0.0,,,25.0,7.81,,
,6.0,,,30.0,10.3,,
5.0,15.0,0.0,,11.0,11.18,,
,19.0,,,,7.0,,
0.0,,0.0,1.0,4.0,,,
,,,,7.0,3.16,,8
2.0,0.0,,,11.0,,17.8,8
3.0,,11.0,9.0,14.0,,17.8,8
,9.0,0.0,10.0,,7.07,17.8,
,,,,,,,
,,,7.0,,17.72,39.7,8
1.0,7.0,5.0,,,,,
,0.0,,0.0,20.0,10.0,39.7,8
3.0,,,,25.0,8.6,,
,7.0,,,30.0,17.72,39.7,8
5.0,24.0,,24.0,,7.0,,8
,,7.0,19.0,,,,8
,42.0,0.0,0.0,,44.6,60.83,8
,,15.0,,30.0,,60.83,8
2.0,,30.0,,,,,
3.0,42.0,,,7.0,7.07,60.83,
,,7.0,37.0,7.0,,60.83,
,,0.0,2.0,10.0,,43.91,
,,,,19.0,,,
,0.0,19.0,2.0,,10.2,43.91,8
3.0,,29.0,,,19.24,,
4.0,,,,,,43.91,8
5.0,,8.0,18.0,8.0,4.0,43.91,8
0.0,30.0,0.0,0.0,13.0,32.7,,8
1.0,0.0,13.0,,26.0,,49.04,8
,,,,38.0,,49.04,8
,30.0,,30.0,,7.0,,8
4.0,31.0,7.0,,7.0,,49.04,
0.0,14.0,,,7.0,,33.29,
,2.0,7.0,,14.0,7.28,,
,0.0,14.0,2.0,,7.28,,8
,,21.0,14.0,,13.89,,
,14.0,,,10.0,,33.29,8
5.0,18.0,10.0,12.0,10.0,6.0,33.29,8
0.0,10.0,,,2.0,3.61,16.28,
1.0,,2.0,0.0,4.0,7.28,16.28,8
,,4.0,0.0,,4.0,16.28,8
,0.0,,,,,,
4.0,,,,,,16.28,
,10.0,,,,11.18,,8
,11.0,,7.0,11.0,4.0,,
,,,,5.0,,31.3,
,7.0,,0.0,,8.6,31.3,8
2.0,0.0,,0.0,19.0,9.0,31.3,8
,0.0,19.0,,24.0,8.6,31.3,
,,24.0,,28.0,,,
5.0,14.0,0.0,,,11.0,31.3,8
,14.0,11.0,,11.0,,,
,16.0,0.0,6.0,,,,
1.0,,,,,9.22,,
,0.0,13.0,6.0,,8.49,,
3.0,,19.0,,,,31.62,8
,16.0,,,8.0,,,
5.0,,,15.0,,3.0,,
0.0,,0.0,0.0,,18.38,,8
1.0,0.0,7.0,0.0,,7.0,,
,0.0,14.0,,,,,8
,17.0,,,8.0,,27.59,8
4.0,,8.0,13.0,8.0,,27.59,8
,22.0,,,,,50.61,8
,,11.0,0.0,,,,
2.0,0.0,,,,11.4,,
3.0,,,22.0,,,50.61,
,,0.0,,8.0,,,8
,25.0,,20.0,8.0,,50.61,8
,7.0,0.0,,5.0,,,
1.0,,,0.0,,,18.36,
2.0,0.0,,7.0,16.0,,,8
,,0.0,,,8.0,,
4.0,,,2.0,8.0,7.0,18.36,8
0.0,,,,3.0,,,
,1.0,,,,3.16,20.59,8
,0.0,,,,6.0,,
3.0,,12.0,,15.0,3.16,20.59,8
4.0,,15.0,,,8.54,,8
,,0.0,,,8.0,,
6.0,,8.0,6.0,8.0,,,
0.0,19.0,0.0,,,,48.33,8
1.0,,,0.0,,,,
2.0,0.0,,,,23.6,48.33,8
,,0.0,18.0,9.0,9.06,,
,,9.0,14.0,,,,8
,,0.0,,,24.35,56.82,
1.0,,,0.0,,8.25,56.82,8
,,,0.0,33.0,,56.82,8
3.0,0.0,33.0,2.0,41.0,8.25,,
,2.0,,,,,,
,25.0,,,8.0,8.06,56.82,8
6.0,,,,,5.0,56.82,
,,,6.0,4.0,,25.06,8
,6.0,4.0,0.0,,,,
2.0,,8.0,0.0,15.0,7.0,25.06,
,0.0,,6.0,,,,
4.0,,19.0,12.0,,6.71,,8
,12.0,,,,8.0,,
6.0,12.0,8.0,8.0,,,,
,,,,6.0,11.66,26.63,8
1.0,5.0,,0.0,11.0,,26.63,
,0.0,11.0,,17.0,,,8
3.0,5.0,17.0,,22.0,,,8
4.0,,,15.0,,7.0,,
5.0,15.0,7.0,10.0,7.0,,26.63,8
,,0.0,0.0,,,,8
1.0,0.0,15.0,,,,55.0,8
2.0,,,29.0,44.0,,55.0,8
3.0,29.0,,,,7.28,,
,33.0,7.0,,,7.0,55.0,8
0.0,19.0,,2.0,10.0,19.72,,
1.0,2.0,,,,9.22,44.42,
2.0,0.0,19.0,2.0,,10.2,,8
3.0,,29.0,19.0,,19.24,44.42,8
4.0,19.0,0.0,21.0,,,,8
5.0,23.0,,,,,44.42,8
,,,0.0,,,34.06,8
1.0,,9.0,0.0,,9.0,,
2.0,0.0,18.0,22.0,,,,
,22.0,,,6.0,6.0,34.06,8
,,,19.0,6.0,3.0,34.06,
,17.0,,,5.0,,,8
1.0,8.0,5.0,0.0,,,,
2.0,,,,,9.43,,8
3.0,,15.0,17.0,20.0,,,
,,,,,11.05,26.91,8
,,,,11.0,,,8
0.0,,,,,7.0,27.8,9
1.0,19.0,0.0,21.0,11.0,,27.8,9
2.0,0.0,7.0,,11.0,,,
3.0,0.0,,2.0,,,27.8,
,21.0,,,,,27.8,
0.0,0.0,0.0,0.0,13.0,13.0,,
,,0.0,,14.0,,,9
2.0,,13.0,13.0,,,,9
3.0,,,,,,,9
,13.0,14.0,,,,,
0.0,0.0,0.0,,,,38.95,9
1.0,24.0,,26.0,,10.2,38.95,
,,,26.0,10.0,27.2,,9
,,,0.0,,10.0,,9
4.0,26.0,10.0,26.0,,,38.95,
,,0.0,,,,35.17,9
,,,,,,,
,0.0,,9.0,16.0,9.22,,9
,,,,34.0,20.1,,
4.0,9.0,16.0,,,17.12,,9
0.0,0.0,,,13.0,13.0,,
1.0,8.0,,,16.0,16.12,,
2.0,,,,16.0,,,
,,13.0,2.0,,,,
,10.0,,10.0,,19.0,,
0.0,,,0.0,,20.0,42.05,9
,15.0,0.0,,,,42.05,
,0.0,20.0,16.0,24.0,,42.05,
3.0,,,,26.0,,42.05,9
,16.0,,,38.0,,,9
,0.0,,,25.0,25.0,,9
,8.0,0.0,8.0,,,,9
2.0,0.0,,,,,52.61,9
3.0,,,2.0,46.0,21.1,,9
4.0,8.0,27.0,,52.0,,52.61,9
0.0,,0.0,0.0,6.0,6.0,28.79,9
,8.0,0.0,,8.0,,28.79,
,0.0,6.0,10.0,,,28.79,9
3.0,0.0,6.0,,,,,9
,10.0,8.0,10.0,27.0,19.0,,9
0.0,,,,,10.0,24.35,9
1.0,7.0,0.0,7.0,,,24.35,9
,,,,,7.0,,9
3.0,,,,,,24.35,9
,,10.0,8.0,,6.08,,
,,,0.0,,17.0,36.4,9
1.0,11.0,,13.0,,17.12,36.4,9
,0.0,17.0,13.0,17.0,,,
,,17.0,0.0,34.0,17.0,36.4,
,13.0,,,,,36.4,9
,,0.0,,,23.0,,9
1.0,13.0,,,28.0,28.0,,9
,,,,,,49.73,
,0.0,,,47.0,24.08,49.73,
,13.0,28.0,,48.0,20.02,49.73,
,,0.0,,,,50.01,9
1.0,9.0,0.0,10.0,,25.02,,
2.0,0.0,,10.0,25.0,,,
,,,,,24.02,50.01,
,10.0,25.0,,32.0,,50.01,
,0.0,,,21.0,,,
,22.0,0.0,22.0,,24.0,47.41,9
,,21.0,22.0,24.0,,,9
3.0,0.0,,1.0,42.0,,,9
4.0,,24.0,22.0,32.0,8.0,47.41,9
0.0,,,,,6.0,,9
1.0,11.0,,,,,,9
,0.0,,,6.0,,25.94,9
,,,,,17.12,25.94,9
4.0,,6.0,,12.0,6.32,25.94,9
0.0,,0.0,,6.0,6.0,33.62,9
1.0,15.0,0.0,,10.0,10.05,,
,0.0,6.0,16.0,,,,
3.0,,,,29.0,,33.62,
4.0,,,17.0,,,33.62,
0.0,0.0,0.0,0.0,17.0,17.0,40.52,9
,,0.0,,15.0,15.13,40.52,9
2.0,0.0,17.0,11.0,15.0,,40.52,
,,17.0,,,,,9
,11.0,15.0,11.0,,24.0,,9
0.0,0.0,0.0,0.0,15.0,15.0,38.21,9
,,,26.0,,13.04,38.21,
,,,26.0,13.0,26.08,38.21,9
3.0,,,0.0,28.0,13.0,,
,,13.0,25.0,25.0,12.04,,9
0.0,,,,9.0,9.0,,
1.0,,0.0,24.0,,8.06,39.05,
,0.0,,,,24.02,,9
,0.0,,,,21.0,39.05,
,,8.0,,22.0,14.04,39.05,
,,0.0,0.0,8.0,,35.51,9
,6.0,0.0,6.0,,13.0,35.51,
2.0,0.0,,,13.0,7.81,35.51,
3.0,0.0,,,15.0,,,9
,6.0,13.0,,,,,9
,,,0.0,,,,
,16.0,,17.0,,,,9
,,,,,17.72,,9
,,14.0,,,,,9
4.0,17.0,,,21.0,12.0,33.62,9
,0.0,,,,12.0,,9
,,0.0,25.0,,6.32,44.65,9
2.0,0.0,,,6.0,,44.65,9
3.0,,,,37.0,25.0,44.65,9
,25.0,6.0,24.0,28.0,,44.65,
,,0.0,,21.0,21.0,,9
,13.0,,,23.0,23.0,,
,,21.0,,23.0,,44.92,9
3.0,0.0,,,43.0,,44.92,
,13.0,,,41.0,18.0,44.92,9
,0.0,0.0,,,,,
1.0,13.0,0.0,,9.0,,,9
2.0,,,,,14.14,,
,0.0,,,22.0,11.05,26.93,
4.0,,9.0,13.0,,,,
0.0,,,,,9.0,,
1.0,,,,9.0,9.06,,
2.0,0.0,,,,9.0,31.32,
3.0,,,2.0,27.0,18.11,,9
4.0,9.0,9.0,,30.0,,,9
0.0,0.0,0.0,0.0,25.0,25.0,,9
1.0,16.0,,,16.0,,,9
2.0,,25.0,,,,,
3.0,,25.0,,33.0,,,
4.0,,,,,25.08,,9
0.0,,0.0,0.0,,,38.6,
1.0,,0.0,11.0,12.0,,,9
2.0,,16.0,,,11.7,,
3.0,0.0,,,26.0,,,9
,11.0,,9.0,,,,9
,,0.0,,22.0,,,
1.0,,0.0,,19.0,,43.66,
,,22.0,,19.0,15.3,,9
,,22.0,,41.0,,43.66,
4.0,15.0,19.0,,27.0,8.06,,
0.0,0.0,0.0,0.0,24.0,24.0,,
,18.0,0.0,19.0,21.0,21.02,,
,,,19.0,,19.24,,
,0.0,,2.0,,,50.57,
4.0,,21.0,21.0,35.0,14.14,50.57,
0.0,,,,18.0,18.0,,
,,0.0,,,,47.2,
,,,26.0,,,47.2,
,0.0,18.0,,,,47.2,9
,,16.0,28.0,,18.11,,9
,,,0.0,18.0,18.0,44.94,9
1.0,,0.0,,,,44.94,
,0.0,18.0,,19.0,,,9
3.0,,18.0,1.0,,20.02,44.94,9
4.0,24.0,,24.0,28.0,,,9
0.0,0.0,,0.0,,,49.74,
1.0,25.0,0.0,25.0,,18.0,49.74,9
2.0,0.0,,,18.0,25.96,,
3.0,,,1.0,43.0,18.03,,
4.0,,18.0,,25.0,7.0,,9
0.0,0.0,,0.0,21.0,21.0,48.47,
1.0,,,17.0,12.0,12.17,48.47,9
2.0,,,17.0,12.0,19.24,48.47,
,,,1.0,45.0,24.02,48.47,
4.0,,12.0,,32.0,,48.47,9
,,0.0,,8.0,8.0,,
1.0,,0.0,,12.0,,,9
,0.0,8.0,,12.0,,,
,,,,,,32.02,
4.0,,12.0,7.0,,,,
0.0,0.0,0.0,0.0,,,45.22,
1.0,,,,,16.03,,
2.0,,15.0,26.0,16.0,26.02,,
,0.0,15.0,1.0,33.0,,,
,26.0,16.0,24.0,,21.1,45.22,
,0.0,,,,,,9
,,0.0,26.0,11.0,11.05,37.48,9
2.0,0.0,8.0,,11.0,,37.48,9
,0.0,,1.0,,,37.48,
4.0,,11.0,,26.0,15.03,37.48,9
,0.0,,,23.0,23.0,,
1.0,8.0,,,24.0,24.02,,9
,,,,,9.06,,
,0.0,23.0,,29.0,,42.2,
4.0,,,10.0,,17.03,42.2,9
0.0,0.0,,0.0,18.0,,,
,,0.0,13.0,7.0,7.07,29.15,9
,,,,,17.03,29.15,
,,18.0,,,7.0,29.15,9
,,7.0,,19.0,12.17,29.15,9
0.0,,,0.0,,23.0,,
1.0,16.0,,,20.0,,48.7,
2.0,,,,,,,9
3.0,,,0.0,,23.0,48.7,
,,20.0,,44.0,,48.7,9
0.0,0.0,,0.0,17.0,17.0,28.23,9
,10.0,,,,20.02,28.23,
,,,,20.0,,28.23,9
3.0,0.0,,0.0,26.0,9.0,,9
,11.0,20.0,,26.0,,28.23,9
0.0,0.0,0.0,0.0,18.0,18.0,,9
1.0,,,14.0,21.0,21.1,,
2.0,0.0,18.0,,21.0,,41.23,
,0.0,18.0,,,,41.23,9
,,,,38.0,,,9
,,,0.0,15.0,,,9
,,,,,12.17,41.23,9
2.0,,,26.0,,,,
3.0,0.0,15.0,,32.0,,41.23,9
,26.0,,26.0,,,41.23,
,0.0,,,19.0,19.0,,9
,,0.0,,22.0,,,9
,0.0,19.0,,,14.32,,
3.0,,,1.0,,12.04,34.01,9
4.0,14.0,22.0,14.0,,,,
,,,0.0,,16.0,,9
1.0,12.0,0.0,,,14.0,,9
,0.0,,12.0,,,,
,0.0,16.0,,24.0,,29.07,9
4.0,,14.0,13.0,26.0,,,9
0.0,,0.0,0.0,,16.0,,9
,25.0,0.0,26.0,,,,
,0.0,,,8.0,,46.87,
,0.0,,1.0,39.0,,46.87,9
4.0,,8.0,,,,46.87,9
,0.0,,,14.0,14.0,36.07,
1.0,,0.0,25.0,8.0,8.25,36.07,9
,0.0,,25.0,,,,9
,0.0,14.0,0.0,21.0,7.0,,
,25.0,8.0,,26.0,18.03,,9
0.0,0.0,,,20.0,,,9
1.0,17.0,0.0,,12.0,12.17,41.68,
2.0,0.0,,,,20.62,41.68,
3.0,,,1.0,,,41.68,9
,19.0,12.0,,,24.08,41.68,
,,,0.0,6.0,,25.5,9
1.0,16.0,,,,10.05,25.5,9
2.0,0.0,,,,,25.5,
,0.0,,,,12.17,,9
4.0,17.0,,,19.0,9.22,25.5,9
,,0.0,,,,,9
1.0,19.0,,19.0,22.0,22.0,48.85,
,0.0,18.0,19.0,,,,9
,,,,31.0,13.0,48.85,9
4.0,,,,,23.0,48.85,
,0.0,,,11.0,,36.14,
,8.0,,9.0,,10.05,,
2.0,0.0,,,,,,
3.0,,,1.0,,,,9
4.0,,,,,25.0,36.14,9
,0.0,0.0,0.0,23.0,,44.92,9
,11.0,,11.0,,,,
2.0,,,11.0,26.0,11.4,,9
3.0,,23.0,2.0,29.0,,44.92,
4.0,11.0,26.0,13.0,43.0,,,9
0.0,,,,22.0,,42.2,9
1.0,22.0,0.0,,8.0,,,9
2.0,,,,8.0,,42.2,9
,0.0,,2.0,,12.17,42.2,9
4.0,,,25.0,33.0,,42.2,
,,0.0,0.0,,,,
,21.0,0.0,,16.0,,34.71,
,,13.0,,16.0,23.19,,
3.0,0.0,13.0,1.0,,,,9
4.0,,16.0,23.0,23.0,7.0,,9
,,0.0,0.0,,,,9
,,0.0,21.0,14.0,,39.96,
,,,21.0,,,39.96,
3.0,,20.0,0.0,34.0,,39.96,9
,21.0,,,31.0,,39.96,
,,,0.0,9.0,9.0,31.24,
1.0,,0.0,,,,31.24,9
2.0,0.0,9.0,,,,,
3.0,0.0,,,20.0,11.05,31.24,9
,24.0,9.0,,,,,9
,,,0.0,,,,9
1.0,6.0,,6.0,,23.0,,
,0.0,20.0,,,,,9
,,20.0,,35.0,,47.38,
4.0,6.0,23.0,,47.0,24.0,,9
0.0,0.0,0.0,,,22.0,43.86,
1.0,18.0,,,7.0,7.0,43.86,
,0.0,,,7.0,,43.86,9
3.0,,22.0,,40.0,18.0,,
4.0,18.0,,18.0,32.0,25.0,,9
0.0,0.0,,,,,,9
,,,,,,,
,0.0,21.0,,,24.19,36.88,
,0.0,21.0,1.0,,6.08,,9
4.0,24.0,,,,,,9
0.0,0.0,,0.0,9.0,,,9
,,0.0,27.0,,,,9
,,9.0,27.0,,27.07,,
3.0,,,0.0,19.0,10.0,,9
4.0,27.0,,,,,41.04,9
0.0,0.0,,,,8.0,36.12,
,,0.0,24.0,,,36.12,
2.0,,8.0,24.0,,,,
3.0,0.0,,,,14.14,36.12,
4.0,,,,,,36.12,
,0.0,0.0,,,16.0,,
,8.0,,10.0,,18.11,42.2,
2.0,0.0,16.0,10.0,18.0,10.2,42.2,9
3.0,,,2.0,22.0,6.32,,
,,,10.0,,,42.2,9
,0.0,,0.0,,11.0,35.36,9
1.0,,0.0,16.0,6.0,6.08,,
2.0,0.0,,,6.0,16.76,35.36,9
,,11.0,,,10.05,,9
,16.0,6.0,17.0,31.0,,35.36,
0.0,,,0.0,,6.0,,
1.0,13.0,,13.0,6.0,6.0,34.01,
,0.0,6.0,13.0,6.0,,34.01,9
3.0,,,,31.0,,,
,,6.0,14.0,14.0,,,9
0.0,0.0,0.0,0.0,14.0,,31.02,
,,0.0,11.0,,,,
2.0,0.0,,,,,31.02,
3.0,0.0,14.0,1.0,,,31.02,9
,,18.0,11.0,,11.0,31.02,9
,,,,,7.0,38.28,
1.0,,,21.0,10.0,,38.28,9
2.0,0.0,7.0,,10.0,,,9
,,7.0,,32.0,,38.28,
4.0,,10.0,,,,,9
0.0,0.0,0.0,,,,,9
1.0,,,,,7.07,,9
,0.0,,,,,,
,,19.0,0.0,,11.0,,
4.0,8.0,7.0,,14.0,7.28,,
0.0,0.0,0.0,0.0,9.0,,,
,,,,,6.08,34.71,
,0.0,9.0,,6.0,,,9
,0.0,9.0,,26.0,17.03,,
,23.0,,22.0,,11.05,34.71,
,,0.0,0.0,,,34.48,9
,15.0,0.0,17.0,,9.22,,9
,0.0,8.0,,9.0,,,
3.0,0.0,8.0,,29.0,,34.48,9
,,9.0,,,,,9
,0.0,,0.0,11.0,11.0,40.0,
1.0,,,24.0,,,40.0,9
,,,24.0,,,40.0,9
3.0,0.0,11.0,1.0,32.0,,,
4.0,,,,,16.12,,
0.0,0.0,0.0,0.0,11.0,11.0,,
,22.0,0.0,23.0,15.0,15.03,41.05,
2.0,,,,,,,9
,,11.0,1.0,,,41.05,
,,,,,19.0,,
0.0,0.0,0.0,,,10.0,,9
,11.0,0.0,,8.0,8.25,29.07,9
,0.0,,,,13.15,29.07,
,0.0,10.0,0.0,26.0,16.0,,
,,,,,17.0,,9
0.0,,,0.0,,17.0,41.98,
1.0,7.0,,9.0,,,41.98,
2.0,0.0,,9.0,,,,
3.0,0.0,,,41.0,,41.98,9
4.0,9.0,22.0,9.0,,,,9
0.0,,0.0,0.0,,10.0,,
,21.0,0.0,,9.0,,40.22,9
,,10.0,,9.0,21.02,40.22,9
,,,0.0,,,40.22,
4.0,21.0,9.0,23.0,,24.08,40.22,9
,0.0,,,24.0,24.0,46.87,9
,,,,,9.06,,9
,,,25.0,9.0,29.15,,9
,0.0,,,,,,9
,25.0,,,,,,9
0.0,0.0,0.0,,17.0,17.0,41.59,9
,18.0,0.0,,12.0,,,
,,17.0,19.0,,19.65,,9
3.0,,,,37.0,20.0,,9
,,,19.0,,17.0,,
0.0,,,,19.0,,34.89,
1.0,14.0,0.0,,11.0,,,9
2.0,0.0,19.0,,,,34.89,
,,,,31.0,,,9
,14.0,,16.0,,6.32,,9
0.0,0.0,0.0,,9.0,,,9
1.0,20.0,,22.0,7.0,7.28,39.2,
,0.0,9.0,,,,,9
,,9.0,,,,,9
4.0,,,24.0,,,,
,,,0.0,,8.0,,
,,,27.0,12.0,,,
2.0,0.0,8.0,,,27.29,42.64,9
,,,,33.0,,,9
4.0,27.0,12.0,,,8.25,,
,,,0.0,,,,
,,,,8.0,,38.08,
2.0,,,,8.0,,,9
3.0,,21.0,0.0,,12.0,38.08,9
4.0,19.0,,,,,38.08,9
0.0,,0.0,,,25.0,47.13,
1.0,,,14.0,6.0,,,9
2.0,0.0,25.0,,6.0,,,
3.0,,25.0,,45.0,,,9
,14.0,,,15.0,9.22,,
,0.0,0.0,,8.0,8.0,37.64,9
1.0,9.0,,11.0,13.0,,,9
,,8.0,,13.0,,,9
,0.0,8.0,,,,37.64,
,,13.0,,,23.0,37.64,
,,0.0,,12.0,12.0,39.41,9
1.0,22.0,0.0,,,,,9
,0.0,,,7.0,,,9
3.0,,,2.0,,20.1,39.41,
,,,22.0,30.0,23.02,39.41,
,0.0,,,20.0,,46.52,
,,0.0,18.0,12.0,12.17,46.52,
,,20.0,,12.0,19.7,,9
,0.0,,0.0,,,46.52,9
4.0,,12.0,,,,,
0.0,,0.0,,13.0,13.0,36.67,
,,,,,,,9
2.0,0.0,,,,,36.67,9
,,13.0,,32.0,19.0,36.67,9
4.0,,18.0,16.0,,15.0,36.67,9
0.0,0.0,0.0,,,,40.02,9
,7.0,,,,26.08,,
2.0,,23.0,,,9.49,,9
3.0,0.0,23.0,0.0,38.0,15.0,,
,9.0,26.0,9.0,,,40.02,9
,0.0,,0.0,,14.0,,
,,,21.0,7.0,7.0,,
2.0,,,21.0,,,,9
,,14.0,0.0,,21.0,41.34,
4.0,,,,,,41.34,9
0.0,0.0,0.0,,,,50.0,9
,,,14.0,,24.08,,
2.0,,,14.0,,14.04,50.0,9
,0.0,23.0,,48.0,25.0,,9
,,,,,15.0,50.0,
,,0.0,0.0,,,,
1.0,15.0,,17.0,6.0,,,
2.0,,,17.0,6.0,,36.36,9
,0.0,,0.0,31.0,,36.36,9
,,,19.0,,,36.36,9
,0.0,,0.0,,7.0,,9
,22.0,0.0,23.0,8.0,8.06,38.6,
2.0,0.0,,23.0,8.0,23.02,,
3.0,0.0,7.0,0.0,24.0,,,9
4.0,23.0,,23.0,,,38.6,
