acceleration_x,acceleration_y,acceleration_z,gyro_x,gyro_y,gyro_z,activity
,0.4516,-0.468,,,-10.087,1
23.052,-0.621,-16.762,-0.1356,-0.1175,,1
0.2096,,-0.0519,13.549,-0.129,0.9723,1
0.9627,-13.397,-0.9935,0.1727,-0.1257,42.077,1
0.6805,,-0.6708,-0.7375,0.787,0.7697,
11.767,,-11.59,,,-30.444,1
0.4849,-0.7554,-0.319,10.624,,-0.5765,1
0.1166,-0.7725,-0.0643,10.819,13.731,47.574,1
0.7416,0.279,-0.7542,-0.5595,,,1
0.8403,0.0863,-0.7695,,-0.7769,-40.005,1
0.6489,-0.7671,,,-0.1806,-16.207,
0.0088,,0.2346,13.329,0.6327,31.227,1
0.9867,-0.2261,,0.308,24.42,,
0.5206,0.1662,,-10.113,-0.5546,-30.769,1
0.7242,,-0.875,-0.6815,-0.0257,-28.736,1
,,,13.301,0.0414,19.22,1
0.9621,-0.7018,-15.005,-0.7081,,15.893,1
-0.1409,0.9216,,,,-12.312,
18.008,-0.6428,-17.025,-0.7861,,,1
-0.0815,,0.1096,11.687,,,1
18.369,,-18.539,,-0.5833,32.505,1
0.3222,0.56,-0.4751,-0.7874,,0.4324,
19.74,,,,-13.106,,
0.2149,-0.4846,-0.062,0.6943,23.534,-0.8547,
12.254,-0.2543,-0.7412,-0.6813,,23.438,
,0.1046,,,0.9498,27.037,
14.844,0.3939,,0.6988,-0.6046,-21.208,1
0.784,-0.3052,-0.25,10.797,,-13.652,1
10.063,-0.8079,-0.4164,-0.9856,0.6788,22.608,1
,0.1685,-0.6964,-0.5098,,24.89,1
11.462,,-0.5662,0.3601,0.1397,,
0.7779,-0.3555,,14.778,-0.2214,-0.7114,1
0.664,-0.7597,,,0.9673,14.922,1
,,-0.7903,-0.5506,,,1
0.0867,0.8042,-0.206,,-0.1757,-30.287,
,-0.3673,-14.029,-0.8464,20.159,,1
17.227,,-11.272,,-16.352,-26.682,1
-0.1327,,0.3382,14.548,0.5299,31.987,
,,-14.772,,,,1
0.2587,0.512,-0.2344,-0.3029,0.2274,-28.873,1
10.225,-0.7523,-0.915,-0.2478,-11.37,,
,-0.5773,0.3018,10.324,0.2924,,1
11.272,-0.3858,-13.886,,23.592,14.144,1
0.0597,0.6079,-0.2693,0.2564,-0.065,,1
14.183,-0.9352,-0.9355,-0.3813,,-21.662,1
,-0.5711,,12.308,0.6601,30.937,
0.958,-0.3862,-13.175,-10.696,,0.7574,
-0.1514,0.7105,-0.2121,-0.3822,,-23.288,
,,-10.929,-0.1556,-0.5714,-22.606,
-0.0121,,0.2539,10.154,,20.659,1
11.8,,-10.834,,21.48,14.111,1
0.2516,,-0.31,-0.3755,0.567,-24.812,1
10.305,-0.8295,-0.7596,0.0101,-0.0041,-21.921,1
0.0659,-0.7847,,,0.4932,27.219,
0.9859,-0.0887,-10.952,-10.824,26.17,0.9,
0.0291,0.606,,,,-30.445,
,,,,-0.3034,-15.529,1
-0.3269,,0.375,11.694,,19.391,
0.9945,-0.3978,-13.307,-10.066,,0.9257,1
-0.0445,,,-0.5246,13.307,-22.847,1
,-0.5125,-12.346,-0.2911,-11.212,-26.137,
-0.2704,-0.5995,0.3452,17.534,-0.1348,22.611,1
,-0.6933,-13.549,,17.934,,1
,0.4381,-0.2558,-0.7829,0.5845,-23.055,
,-0.7609,,-0.7107,-16.929,-25.994,1
-0.266,-0.4463,0.305,,-0.5706,19.698,1
13.681,-11.124,-17.347,,,,
0.0453,,-0.3535,-0.709,14.674,,1
,,-14.815,-0.6322,-20.71,,1
-0.0883,,0.2126,17.476,-0.4211,,
,-0.815,-15.75,,10.017,,
-0.0068,0.6377,,-0.9431,14.509,,1
20.14,-0.8503,-14.895,,-12.656,-30.36,1
-0.0259,-0.4184,0.2225,,,0.6909,1
0.7239,,-0.9963,-0.6818,-0.3806,21.93,1
,0.6182,-0.3488,,19.131,-0.4081,1
,-0.4583,,-0.4187,-23.304,,
-0.2162,-0.4496,0.2935,15.768,0.6699,0.8689,
22.382,-12.748,,0.063,-19.921,36.647,1
0.3477,0.5171,-0.4031,-0.7438,12.5,0.1708,1
10.177,0.2318,,0.6722,-10.57,-33.872,1
0.2147,-0.495,0.0461,10.853,0.1504,0.7323,1
16.26,-14.308,-14.846,,,37.263,
0.6443,0.3782,-0.6324,,11.457,,1
,-0.8469,,-0.4551,,-26.443,1
11.469,,-11.201,-0.6324,,22.084,1
0.2727,0.8484,,-0.6686,-0.2246,-38.585,
12.334,,-0.9837,0.2868,-0.1168,-31.559,1
,-0.6347,0.1542,0.573,0.468,,1
11.307,,-12.944,-0.8207,24.44,12.847,1
0.2237,,,,-0.5182,-25.212,1
,,,,-0.3135,,1
-0.0879,-0.6826,0.1974,,-0.5797,22.774,1
11.885,-0.4439,-14.245,-0.0786,31.731,,1
0.1391,0.7094,-0.292,-0.4304,0.6007,-11.455,
20.156,,-14.062,,,-36.665,1
,,0.2374,,0.1502,0.1267,
,,-15.328,0.0042,,31.65,
0.148,0.5905,-0.3754,,,,
17.098,,-12.238,,-23.075,-25.546,
0.4978,,-0.3549,13.034,-0.7779,-0.9535,1
0.8396,-0.9818,,-0.3129,,32.374,1
0.7664,,-0.6277,,0.9019,11.489,1
0.582,0.3392,,0.8064,-18.387,-33.738,
0.3584,-0.378,-0.3585,0.3991,,-11.666,1
0.8162,-0.8402,-0.6017,,10.329,27.884,1
0.9324,0.2389,-0.6331,-0.9851,12.889,21.427,1
0.1901,0.5047,,0.3817,,-20.881,1
,,-0.8353,-0.6083,11.867,-23.102,1
0.0547,-0.3223,0.0225,12.784,,0.6069,1
,,,-0.5753,14.601,19.681,1
,0.3336,-0.4212,-0.4276,0.3744,,1
16.163,,-11.974,-0.0694,-17.359,-16.999,1
0.2411,-0.2636,,,,-0.2867,
12.216,,-0.5577,-14.7,0.5576,32.266,1
0.7611,0.2596,-0.4634,,10.54,,1
,,,0.5319,,-21.383,1
,-0.4431,,,0.3657,-24.365,1
0.0531,,,-0.5412,-0.3385,0.4789,1
,-0.7259,-15.558,,34.961,,
0.1057,,-0.2822,-10.592,,0.2642,1
28.844,-14.447,,,-17.912,-30.629,
0.1795,-0.3294,-0.0018,0.3629,-0.7324,-16.357,1
,,-20.18,,,59.605,1
0.6191,0.2513,-0.6597,0.0206,0.2671,,1
,0.8919,-0.8158,,,-25.431,1
0.4676,-0.7293,,-13.74,0.8957,-32.433,1
-0.2202,,0.3565,,0.5939,20.027,1
11.22,-0.5262,,0.3737,39.673,,
,,-0.2184,-0.1092,,-13.648,1
,-12.008,,,,-32.38,1
,-0.4344,0.3774,,0.2224,-0.6328,1
,-0.3014,-14.165,-0.2658,0.0913,,
0.0423,-0.461,-0.0912,13.261,0.8262,66.362,1
,0.5839,,0.5592,,-31.985,1
0.5637,-0.6216,-0.6434,-0.8033,-0.1665,-29.282,1
-0.0195,-0.7117,0.1637,0.0156,,18.841,
10.004,0.1503,,,,,
0.0986,0.7971,-0.0862,-0.559,,-21.085,
12.879,-11.724,-14.735,,10.959,,1
,-0.4423,0.5136,-0.5408,-0.0646,0.8793,1
11.286,-14.729,,0.7171,37.726,0.9418,1
,,-0.1297,-0.8857,-0.0411,-0.5249,1
13.665,-16.922,-16.161,-0.1222,-0.4883,-39.838,
-0.401,,0.3911,-0.6778,,,1
23.831,-16.188,,17.654,0.4885,,
0.0172,,-0.2162,-0.7829,-0.6183,0.1147,
24.725,,,-0.2215,-51.502,-15.751,1
0.0458,-0.3358,,0.6114,-33.066,,
,-0.9246,-12.391,19.704,30.307,,
0.6642,0.6552,-0.629,-0.5989,0.1361,18.152,1
22.057,0.9386,,0.5139,,-27.395,1
0.0191,,,-0.486,-0.7608,-19.736,1
0.2357,,,14.673,13.834,36.273,1
,0.5039,-11.125,,13.391,,1
,0.5425,-0.3578,-0.1228,-0.4649,-32.062,1
0.6433,-10.55,-0.9325,,16.534,,1
-0.2006,,0.295,,,21.169,1
0.864,-0.3228,-14.462,-0.0062,45.88,24.968,1
0.1229,,,0.223,-0.9905,,1
0.5043,-0.9467,-0.9553,,,-31.477,1
-0.1171,-0.6218,0.1404,-0.663,0.2431,,1
0.9984,-0.5756,-13.83,0.0852,49.995,,1
,0.9785,-0.1447,-0.0993,-0.638,-16.04,1
13.437,-14.851,-18.847,-14.067,13.123,-33.448,1
-0.3776,-0.4095,,-0.1734,,,1
0.4147,-0.803,-15.445,10.336,12.657,,1
0.4541,0.8267,-0.3135,,-0.892,0.4273,1
,-18.081,,-0.1847,-30.624,-19.35,1
0.2407,,-0.248,0.5667,-14.845,,1
0.1549,,-0.4421,14.815,0.5225,65.172,1
10.573,0.1139,-0.8892,,14.835,16.838,
0.5324,0.6337,-0.6608,,,-27.854,
0.5856,-0.9039,-0.8288,,-0.0228,-32.317,
-0.1626,-0.5003,0.298,0.336,-0.3504,24.843,1
0.5711,-0.6385,,-0.3997,,,1
-0.0536,0.6475,-0.2525,-0.371,-0.5679,-15.203,1
0.9338,-10.787,-14.374,,,-37.862,1
,-0.3637,,0.3277,,-0.2988,
,-14.063,-19.097,14.122,0.3312,,
0.1443,0.6178,-0.2952,-0.7095,,,1
28.02,-20.227,,-0.5556,-48.929,-20.855,1
,,0.1635,0.0679,,-15.905,1
0.5362,0.7,-0.4138,-0.9809,,23.516,1
,-0.3878,-22.754,0.0802,,-19.329,1
-0.2707,-0.755,,,,,
,-0.6042,,12.405,0.2137,,1
11.954,-0.0087,-0.9259,-10.578,36.173,28.316,
,0.5015,-0.2714,,-0.7013,-34.074,
0.5548,-0.8193,-0.8068,-0.1223,,-32.477,1
-0.1639,-0.5047,0.2967,0.1379,0.3845,14.155,1
,,-11.628,,68.588,,1
-0.0114,,,-0.4261,,,1
,,,,-13.241,-46.68,
-0.2606,-0.4265,0.1755,0.4009,,-0.8311,1
,-10.927,,,-28.741,31.68,1
,0.6322,,-0.9242,-0.5363,12.719,1
,0.9221,-0.8115,0.6474,-58.134,-13.567,
,-0.7603,,0.6174,-18.681,-12.578,1
,,,12.528,0.9891,62.286,1
0.8398,0.1706,-0.7635,,0.8882,,
0.4121,,-0.51,0.3596,-11.46,-31.152,1
0.5159,-0.7909,,,-10.174,-33.289,
-0.0513,,0.0114,,0.8288,34.248,1
10.324,0.1453,,,0.8151,20.274,1
0.4437,0.4399,-0.2476,,-11.153,-29.71,1
0.1581,-0.6628,-0.5939,0.8785,10.393,,1
0.1429,-0.634,0.056,-16.59,,19.307,
10.035,,-0.7995,-0.9308,24.506,,1
0.0728,,-0.2112,13.432,-0.8381,,1
,-11.995,,-0.3073,10.836,-27.042,1
-0.1039,-0.5346,,-0.8061,-0.9681,,1
16.604,-0.6257,-12.824,0.0477,,,1
0.1894,0.6811,-0.2091,-0.0366,,-25.286,1
20.928,-16.729,-12.548,0.0755,-16.418,-22.86,1
,-0.3752,0.1712,,,,
,,-16.475,,0.3383,30.913,1
,,,-0.9541,,,
,,,-0.3335,-23.139,,1
-0.406,,0.2389,,,,1
,-0.9162,-18.235,,-37.256,,
0.2618,0.6084,-0.1963,-0.7411,,0.947,1
,0.7469,-15.914,0.1546,,-18.429,1
-0.3214,-0.4072,0.1743,0.5088,,-10.78,1
18.992,-0.8789,,23.938,-36.807,,
,0.3987,,,-0.1602,15.989,
31.605,,,0.5799,0.2689,,1
,,-0.3404,,-0.7563,,
0.2522,-0.7758,-0.2633,20.387,13.333,,1
10.799,0.2681,-0.8519,-0.6022,20.502,31.89,
0.2632,0.4913,,-0.9668,,-25.395,1
12.164,-0.9844,,-0.4083,-0.1816,-41.83,1
0.8271,-0.4887,-14.85,-0.217,36.826,30.567,1
0.3267,0.5966,,-0.7464,,-29.268,
,-13.299,-14.608,,-0.1896,,1
,-0.4949,,,0.3943,15.314,1
0.7934,-13.051,,,33.205,,
,0.8018,,-19.723,-17.436,,1
29.364,-12.839,-21.363,0.3998,-0.571,-50.423,1
-0.4714,-0.6479,0.3374,-0.5497,-0.2095,-0.3811,1
,-0.8899,,25.405,-13.652,31.175,1
0.2444,0.6475,-0.3802,,,0.6047,1
36.182,-0.3196,,-0.7954,,-40.908,
,-0.5903,,-0.1025,-0.683,-10.987,1
17.646,,-16.179,,,64.739,1
0.2065,,-0.2503,,-0.519,16.466,
,0.9623,,,-33.663,,
,-0.5178,0.2116,0.2797,,,1
,,-19.14,16.375,0.7383,70.58,1
,0.5447,,,-0.3107,14.025,1
,,-0.9028,,-22.665,-22.433,1
0.1823,-0.6796,,0.545,-0.6853,-16.91,
0.7668,-0.8151,-0.7083,22.646,0.4299,,1
0.6145,11.401,-0.4112,,-0.7487,0.6817,1
33.683,-13.693,-22.233,,-24.074,-19.302,1
,-0.3964,0.1758,0.8143,0.1904,,1
29.788,-14.027,-21.819,12.699,,52.697,1
0.7534,,-0.4276,,0.7004,,
16.304,0.5458,-14.305,11.615,-12.131,,
-0.191,,,,-0.2024,,1
13.982,,-12.275,16.313,-0.7413,,1
,,,-0.5985,0.7498,24.398,1
0.586,0.4609,-0.5482,0.6472,,,1
,-0.6972,-0.4073,0.5503,-0.6536,,1
,,-0.2841,0.5083,-0.2909,,1
0.9334,,-0.7808,-0.8515,15.771,,
,0.3281,,0.6222,,,
,,-0.4355,0.2758,0.1826,-20.04,
0.1682,,-0.1318,-0.1934,,31.82,1
0.9465,,-0.631,-0.9531,41.287,17.793,
,,-0.4213,-0.2447,,,
,-0.6534,-0.4417,0.59,-0.5742,,
0.259,-0.8068,,0.9789,,35.068,1
,,-0.7584,-0.8341,16.935,16.24,1
0.3967,0.3717,,-0.0966,-0.7973,-32.942,1
0.2687,-0.9885,-0.7979,-0.259,-0.0123,-24.153,1
0.1103,,0.1578,-0.3449,0.3977,,
,-0.0743,-11.936,0.2069,,0.7061,
0.3594,0.3656,-0.3605,,,,1
0.5347,-0.8202,,-0.7585,,,
-0.0967,-0.5616,,,,23.572,1
,0.7559,-0.1787,-0.5632,-0.2383,,1
0.9303,-0.9461,-12.468,,,-28.69,1
,-0.4427,,,0.1854,17.83,1
0.7831,,,-0.3778,,,1
0.0344,,,-0.7312,-0.0267,-18.98,1
21.749,-0.991,,-0.2898,-12.388,-32.255,1
-0.5613,,,0.494,0.8882,,1
0.917,-15.336,-19.916,-0.5075,30.825,11.176,1
-0.1515,0.7518,,-10.526,0.1413,-14.812,
19.305,-0.912,,,,,1
,-0.4397,0.4634,-0.1314,0.5633,26.75,
0.9687,-0.4799,-13.51,,34.791,0.741,1
0.125,,-0.2083,-0.0904,-0.9508,,1
,-12.361,-11.792,-10.232,,-25.823,1
-0.2233,-0.4541,0.2821,0.8749,0.2533,11.826,1
,-0.6451,-15.877,,22.153,0.6523,
,0.7059,-0.1089,-0.9434,,-14.697,1
,,,-0.3465,0.0414,-29.865,1
-0.5163,-0.3495,,0.8517,-0.1508,13.606,1
,,,-0.3202,30.091,,1
-0.0807,0.8468,,-0.7351,0.3229,-16.7,1
21.093,-12.296,,-0.0424,0.3566,-31.499,1
-0.2355,-0.5417,0.3207,0.5846,,22.92,1
0.8985,-0.3241,-12.605,-0.6239,36.386,10.636,
0.2022,,-0.1552,,0.5992,-13.41,1
,-10.079,-0.753,,-0.8949,-28.694,
,-0.6039,0.2887,0.7208,,23.002,1
0.5307,-0.5801,,-0.1606,33.274,0.7175,
0.06,,,-0.7568,0.4833,-24.238,1
,-12.051,-11.34,0.5014,,-25.508,1
-0.5291,-0.2833,0.3582,0.6235,0.4095,23.571,1
0.5713,-10.955,-14.943,-0.1174,36.521,,
,,-0.3189,-0.6678,-0.3141,-28.083,1
23.907,,-15.179,0.5569,-0.7386,-19.368,1
-0.0975,,0.1368,0.6088,,15.312,
12.582,,,-12.406,22.353,13.672,1
0.0256,0.8633,-0.1457,,,-17.344,1
25.532,-0.8998,-0.8409,19.171,-15.134,-23.828,1
0.0468,-0.9391,-0.0525,-0.3015,0.2677,,1
0.9342,-0.2294,-11.075,,30.489,,
0.6444,0.3768,-0.3484,0.781,,,
0.2831,-0.8854,-0.5509,0.2616,,-19.202,
0.3074,,-0.1084,10.276,-0.0037,33.897,1
0.9337,0.5481,-0.8186,,,19.055,1
0.6421,0.2365,,-0.1615,,-41.761,
11.349,-12.154,,,-22.033,,1
0.2667,-10.563,-0.1078,0.7442,-0.167,41.487,1
,0.1945,,,22.286,14.127,1
,0.4923,-0.2469,,,11.225,1
0.3223,-0.1731,,10.915,-13.487,-12.743,1
0.6665,-0.4576,-0.7278,-0.3156,,37.75,1
0.7969,0.0668,-0.5626,-0.9208,0.8293,23.538,1
0.3263,0.6811,-0.2189,,-0.6135,-19.338,1
,,-0.6999,,-0.3805,-24.414,
0.172,-0.6118,-0.355,0.7291,,36.883,1
10.281,0.1153,-0.7492,,20.412,20.191,
0.2642,0.5801,-0.2622,0.1044,,-24.672,1
,-0.7823,-0.9239,-10.222,24.333,,1
-0.1699,-0.4343,0.229,-0.0578,-0.0606,-0.4902,1
,-11.705,-16.792,18.381,31.579,,1
-0.0508,0.7805,-0.2153,-0.9004,-0.5116,-0.088,1
,-20.285,-17.558,-23.977,,-33.015,
-0.3083,-0.4494,,,-0.6346,,1
,-12.952,-22.358,,-44.63,49.432,1
0.4211,,-0.4104,,,19.414,1
34.081,0.1131,-19.795,,-40.024,-0.5872,1
0.2039,-0.5621,,,-0.5534,,
0.148,,-0.2961,,,,1
0.9243,-0.1629,,0.4731,30.831,20.246,
,0.3913,,-0.2792,,-21.221,1
11.51,,-13.203,-21.842,0.3339,-36.899,1
-0.1419,-0.4267,0.3172,-0.4689,,-0.4615,1
10.772,-12.075,,,20.403,,
0.3791,0.8201,-0.4061,-0.161,,,
42.401,,-24.435,,,-24.547,1
,,-0.2758,,-14.147,-15.604,1
17.25,-0.7636,-12.12,23.207,,,1
0.9489,0.4993,-0.5689,,-0.051,,1
,0.2964,-0.8643,0.7709,-21.05,,1
,,-0.5518,,,-34.49,1
-0.0883,-0.5605,,,-0.3855,26.285,1
0.9769,,-0.9914,-0.5487,,25.148,1
-0.0065,0.7024,-0.096,-0.5791,0.4126,,
,-0.8528,-0.7257,-11.271,22.465,,1
-0.1661,,0.3156,-0.556,,,1
0.7009,-0.5024,-13.834,0.3045,49.276,17.121,1
,0.7804,-0.2362,-0.1612,0.0545,,1
11.634,-18.444,-16.435,-21.87,10.65,,1
,-0.4676,0.4118,-0.835,-0.488,,
20.645,,-23.945,,,25.305,1
0.4155,0.9449,-0.4469,-0.0063,-17.955,0.2957,
,-26.563,-18.099,-17.641,,,1
-0.4325,-0.5075,0.3387,-0.1463,-16.366,-22.393,1
,-12.621,-25.59,19.733,-21.435,60.35,1
0.4607,0.7427,-0.3864,-0.8537,,22.537,
38.381,0.1336,-23.05,,-40.036,-11.593,1
-0.0381,-0.6677,-0.0824,,,-21.435,1
0.5897,,,,-0.0049,-38.932,1
0.6319,-12.048,,0.5431,13.525,43.998,
,0.6951,,,0.4413,13.41,
16.172,0.1092,,-0.0549,0.08,-35.777,
-0.166,-0.5896,0.2062,15.979,-0.2733,,1
22.142,,,-0.3064,16.429,35.0,
0.2149,0.7607,-0.44,,0.6584,,
25.558,-0.061,-14.865,0.9111,-0.3114,-35.872,
,-0.4282,,,-0.4413,0.3726,1
,,-0.5191,,0.7575,42.266,
,0.4899,-0.6607,-0.894,,0.3909,1
,,-18.3,-0.508,,-43.744,1
-0.3246,,,23.565,-0.3816,0.8405,1
14.223,,,,,34.258,1
-0.0844,0.8552,-0.0715,,0.2788,-20.085,1
28.097,-12.267,-18.144,-0.7877,-15.442,,
,-0.8516,0.3495,12.523,-0.1627,23.414,1
,,-12.393,,15.516,,1
0.7726,,-0.6298,,,-51.549,1
,,,16.606,-0.5977,0.7983,
17.486,-16.848,-17.963,,-0.5626,34.136,
0.4459,0.6103,-0.5297,-0.5035,,-37.543,1
,-11.357,,-0.3943,-36.753,-30.867,1
-0.1642,-0.9486,0.4698,30.044,15.607,,
0.8031,-0.3698,-15.652,0.0648,,11.882,
0.555,0.1673,,-13.29,,-44.558,
,-13.229,-11.513,-0.4454,-17.293,,1
0.116,-10.012,0.3077,25.989,11.341,42.683,1
,-0.2541,,-0.0015,15.121,14.823,1
,0.3631,-0.3627,-15.543,-0.298,-39.838,1
10.897,,-10.687,,-10.73,,
0.412,-12.064,-0.0426,19.386,0.7842,41.752,1
12.565,,-0.8741,-0.8118,,12.437,1
0.8849,-0.1098,-0.5173,-0.2259,-0.8496,-46.788,1
0.8595,,-0.3888,0.4081,-16.866,-12.322,
0.2331,-0.9697,-0.0038,15.345,0.3869,,
11.681,-0.3927,-12.201,0.0173,17.207,10.604,1
,0.5107,-0.2949,,-11.871,-35.172,1
,-15.11,,-11.629,,-29.885,
-0.1512,-0.5806,0.689,,0.7529,34.498,1
0.8264,,-14.048,33.522,-15.077,,
,0.5788,,-18.07,,,
,-14.286,-13.918,-29.098,-10.92,-39.914,1
,-0.5367,0.339,,0.0859,22.598,1
0.9741,-18.819,,-0.1019,18.961,48.432,1
0.5367,0.4732,-0.3736,0.4641,15.536,-20.669,
17.08,-0.5223,-13.137,-0.8139,0.2796,-48.65,1
,-0.7221,0.2109,,-0.1769,13.338,1
0.9799,-17.685,,26.891,0.0746,54.037,1
-0.0004,,-0.2585,,0.6875,-0.3322,1
-0.5795,,,12.208,-0.3749,,1
,-13.575,-22.261,-0.1227,,28.587,1
-0.153,10.428,-0.1396,-0.7231,0.8965,,1
,-13.683,-17.479,0.1897,,,1
-0.5268,-0.4325,,10.685,-0.6446,-0.1929,1
,,-17.407,,0.1286,33.215,1
-0.237,10.975,-0.0775,-0.5861,0.8853,,1
34.407,,-18.73,0.5557,,-43.441,1
-0.4438,-0.6412,0.5125,10.468,-0.7236,0.3557,1
,-13.721,-21.787,-0.5639,14.556,24.634,1
-0.2012,0.9403,,-0.3916,0.906,-0.8176,1
,-0.9826,,0.1274,-14.783,,1
-0.4758,-0.6396,0.4075,12.226,-0.371,11.249,1
24.087,,-22.603,0.0819,13.604,22.031,1
-0.0924,0.7022,-0.1245,-0.78,0.5445,-0.8788,1
26.076,-0.8511,-13.216,0.0942,,-39.521,1
-0.3472,-0.5171,,13.858,-0.5939,0.8598,
10.774,-0.3538,,-0.5429,,16.751,1
-0.1896,0.791,-0.001,-0.705,10.885,-12.07,1
24.275,-0.7084,-13.335,,-19.782,-35.311,1
-0.271,-0.651,0.4228,0.8589,,,1
0.8735,-0.6848,-16.341,-0.0449,,18.061,1
,0.6694,,,14.959,-0.8101,1
21.343,,-13.155,0.0489,-11.631,-33.493,1
,-0.7079,0.4525,11.979,0.0101,13.235,1
,-0.5539,-13.501,-0.1377,24.1,,1
0.0012,,-0.1304,-11.355,11.219,,1
26.913,-0.9773,-17.311,,-16.253,-34.188,1
-0.5199,-0.4718,0.4512,14.556,0.3162,,1
15.354,,,,30.917,13.374,1
,,-0.1198,-0.9309,,-26.075,1
,-10.609,-0.7996,0.9948,-14.402,-36.035,
,-0.9681,0.4261,0.4879,,29.13,
10.103,,-11.312,,23.172,17.179,
,,,-0.3021,,-16.766,1
24.931,-10.488,-18.841,,,,1
-0.2946,-0.6478,0.5401,0.6178,0.328,38.038,1
,-0.519,,0.1341,25.874,,
,,-0.4666,,-0.9516,,
,-11.398,-0.8962,,-0.7377,,1
0.477,,-0.0803,,-0.0104,,
0.937,0.4896,,-0.4722,,,1
0.5185,0.3084,-0.4687,-0.2563,,-32.835,
-0.1611,,-0.3321,-0.1341,-0.8507,-24.425,1
0.3164,-0.9652,-0.2726,,,,1
,,-11.703,-0.7324,28.94,14.489,
,0.4382,-0.3227,-0.3473,,,1
,-0.6748,-0.4954,0.5757,10.815,,1
,-10.61,-0.0873,0.5688,-0.5355,35.233,1
0.7227,,-0.5441,-0.1139,,,1
0.4309,,,-0.9164,-0.2067,-23.626,1
0.1378,-0.6842,0.2655,17.352,-0.1268,31.18,
11.31,-0.1384,-12.189,-10.917,17.998,28.529,1
0.2204,0.5979,,,,-31.846,1
17.23,-0.9867,-10.535,,-13.276,-31.484,1
-0.0789,,,,0.4745,41.77,1
0.7806,0.1785,-0.9141,-13.018,26.965,,
,0.2432,-0.7745,0.216,-0.1086,,1
0.4424,-0.6541,-0.6205,,-0.5043,-17.03,1
,,-0.4968,-0.6128,,54.514,1
,0.8247,,,,14.046,1
,0.3613,-0.8208,0.2947,0.3668,-33.365,1
,,-0.3468,11.828,-0.6246,-14.535,1
,-0.8117,-0.3167,,0.5846,44.566,
,0.4805,-0.8765,-0.6088,0.655,13.244,1
10.118,0.2492,-0.9218,,0.1865,,
-0.064,,-0.2448,10.313,-0.0319,-0.7355,1
24.092,-16.938,,0.9546,-0.1224,,
0.5991,0.4989,,,0.154,12.889,1
16.208,0.2145,-16.326,,-0.5791,-35.473,1
0.0674,,-0.1196,11.704,0.517,-12.616,
,-0.8315,,,15.149,,1
,0.6852,-0.5382,-0.938,11.132,17.243,
14.645,0.1184,,,-0.4903,,
0.1613,-0.4601,-0.3814,16.443,,-10.309,
24.396,,,0.463,,,
0.1409,10.066,-0.2251,-0.7021,0.4159,,1
,-0.9669,-22.051,0.4085,-0.4709,,
,-0.4807,-0.0864,13.474,0.4601,-10.024,1
16.593,-14.06,,0.6388,-0.9125,42.643,1
,11.369,-0.3132,-0.6157,-0.0712,-0.0401,1
23.912,0.2044,-19.136,0.129,-0.8599,-23.972,
,-0.5854,0.0784,12.943,-0.557,-0.7354,1
25.117,,-21.381,0.2829,-0.3463,39.549,1
,0.9315,-0.284,-10.407,0.7219,0.1925,1
,-12.272,-20.534,0.0392,-11.182,,
-0.4438,-0.5039,,10.992,,-0.561,1
15.027,-0.8903,,,-10.493,36.106,1
-0.1858,0.8499,,-0.7961,,-0.1297,1
23.92,-0.9099,-21.167,,,,
-0.5584,-0.4942,0.5074,,-0.0905,0.6362,
0.9405,-0.7677,-17.332,0.0454,15.455,,1
-0.1688,,,-0.9736,,-0.3465,
26.669,-0.9449,-19.224,0.2883,,-32.463,1
-0.331,-0.413,0.4786,,-0.531,0.8123,1
12.038,-0.881,,,0.7593,24.344,1
,0.8494,-0.1453,-0.7498,,,1
,,-17.947,0.267,,,
,-0.8821,-18.334,-0.2211,,,1
-0.1591,,-0.0697,-0.6301,0.2963,-17.026,1
,,,-0.2703,-17.326,,1
-0.3527,-0.6921,,,0.0764,,1
0.7509,-0.3967,-14.641,-0.3509,25.222,,1
0.1669,0.6115,-0.1968,-0.7966,0.9467,,1
21.089,-0.7465,,0.0854,-12.289,-28.718,1
-0.3545,-0.4458,,,0.3349,24.21,1
13.878,-15.026,-17.266,,27.951,11.08,
-0.0965,,-0.1402,-0.8632,13.647,,1
,-0.8932,-15.105,-0.0849,-14.719,-22.028,
-0.3015,-0.5838,0.4516,,-0.2364,31.732,1
0.7123,,-12.907,-0.4765,25.248,0.8901,1
0.2533,0.5035,-0.269,,0.0651,,1
12.54,-0.97,-11.591,-0.5423,-13.053,-29.517,1
-0.0718,-0.7572,0.3031,,,22.238,1
0.5318,-0.1318,,0.3606,21.715,0.9781,
,0.5009,,-0.7665,,-23.451,1
10.613,-0.8275,-0.9458,,,-23.616,1
,-0.9047,0.1228,,-0.0049,39.183,1
0.7471,0.2907,-0.8061,,26.991,,1
0.6568,0.2692,,-0.3104,,-36.623,1
0.8312,-0.5606,-0.8297,0.9374,,-14.481,
,,0.1224,18.817,-0.5704,,1
0.8242,,,,,,1
0.3081,0.3924,-0.2883,,-0.2107,-31.66,1
0.6867,-0.9775,-0.9365,0.4774,-0.4066,,1
0.0318,-0.7576,0.1935,11.994,-0.008,,1
0.6518,,-11.242,,19.538,19.548,1
0.8177,0.0881,-0.7466,-0.961,,-31.993,1
,-10.322,,-0.3558,-0.5536,-24.976,
0.3011,-0.9403,-0.1127,12.612,,38.467,1
0.7975,,,-0.7652,23.569,,1
