V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,Class
,0.4,0.17,12.9,0.033,,,,3.08,,9.4,3
6.3,0.24,,,0.035,,134.0,0.99567,3.17,0.38,10.6,4
6.9,0.4,0.17,12.9,,59.0,186.0,0.99754,,,,
7.4,0.27,0.31,,0.014,15.0,143.0,,3.03,0.65,,2
6.1,0.27,0.28,9.8,0.042,61.0,125.0,0.99532,3.14,,10.2,4
6.3,0.24,0.29,,0.035,,134.0,,3.17,0.38,10.6,4
5.0,0.61,,1.3,0.009,65.0,100.0,0.9874,,,13.5,3
6.7,,,,0.04,61.0,248.0,,3.31,0.58,9.7,
6.5,0.33,,6.1,0.018,41.0,103.0,0.99122,3.24,,12.2,4
6.9,0.33,0.31,7.7,,29.0,135.0,0.99226,3.11,,12.3,3
6.5,0.33,,,0.018,,,0.99122,3.24,0.32,12.2,4
6.3,,0.3,1.4,,38.0,100.0,0.99099,3.42,0.57,11.4,5
6.5,0.32,0.45,7.7,0.022,,97.0,0.99134,3.2,0.7,,5
6.7,,0.39,,0.04,61.0,,0.99794,3.31,,,
7.4,0.25,0.29,6.8,0.02,31.0,,0.99338,3.13,0.29,,4
7.6,,,9.2,0.018,23.0,96.0,,3.08,0.29,11.0,4
6.4,0.27,0.45,8.3,0.05,52.0,196.0,,3.18,0.48,9.5,3
6.5,0.25,,,0.064,,,0.99776,3.2,0.49,10.1,4
,0.19,0.31,2.7,0.027,11.0,100.0,0.98964,3.46,,13.2,5
7.4,,0.48,,,61.5,182.0,0.99808,3.02,0.34,,
6.4,0.34,0.44,8.2,0.043,54.0,,0.99551,3.18,0.48,9.5,3
6.6,0.27,,,,,,0.99548,3.18,0.48,9.5,
6.6,0.26,0.52,,0.047,,191.0,,,0.47,9.5,
6.4,0.27,0.45,,0.05,,196.0,,3.18,,9.5,3
6.5,0.26,,8.0,,,197.0,0.99536,,0.47,9.5,3
6.8,0.25,0.3,11.8,,53.0,133.0,0.99524,3.03,0.58,,4
6.3,0.32,,12.0,0.049,63.0,,0.9961,3.14,0.55,9.9,4
5.5,0.24,0.45,1.7,0.046,22.0,113.0,,3.22,0.48,10.0,3
6.5,0.25,0.27,17.4,0.064,,,0.99776,3.2,,10.1,
6.6,0.13,0.29,,0.056,33.0,,0.99702,3.17,,,4
7.0,0.39,0.21,10.7,0.098,13.0,91.0,,3.03,0.47,9.3,3
,0.21,0.39,2.0,0.057,21.0,138.0,0.99176,,,10.9,3
,,0.28,2.2,0.042,21.0,177.0,,3.2,0.57,,3
,,0.3,1.3,0.036,7.0,49.0,0.99242,2.99,0.73,10.3,3
,0.18,0.3,1.1,,20.0,57.0,0.99109,3.02,,,4
7.9,0.21,,,0.057,21.0,,,3.05,0.52,,3
7.2,0.17,0.34,,0.042,16.0,111.0,,2.99,0.4,10.8,4
8.1,0.2,0.3,1.3,0.036,7.0,,0.99242,,0.73,10.3,
8.3,0.18,0.3,1.1,0.033,20.0,57.0,0.99109,3.02,0.51,11.0,4
7.0,0.39,0.21,10.7,0.098,13.0,91.0,0.99657,3.03,0.47,9.3,3
6.8,0.21,0.62,6.4,0.041,,113.0,0.99358,2.96,,10.2,
6.9,0.21,0.62,6.3,0.042,7.0,109.0,0.99358,,,10.2,4
,0.17,0.34,,0.042,,111.0,,2.99,0.4,10.8,
6.8,,0.34,15.1,0.06,,162.0,,3.24,0.52,10.5,1
7.2,0.28,0.38,2.0,0.052,23.0,156.0,0.9912,,,11.1,3
7.9,0.21,,2.0,0.057,21.0,138.0,,3.05,0.52,10.9,3
,0.3,,2.2,0.042,21.0,,,,0.57,,3
7.4,0.34,0.28,,,31.0,149.0,0.99677,3.22,0.49,,
6.3,,0.32,,,18.0,,0.99172,,0.33,12.9,5
6.8,0.41,0.3,8.8,0.045,28.0,,0.9953,3.12,,,
6.3,,0.24,5.1,0.036,43.0,131.0,0.99186,,0.44,11.3,4
5.1,0.35,0.26,6.8,0.034,36.0,120.0,0.99188,3.38,,,4
5.1,0.35,0.26,,,36.0,120.0,0.99188,,0.4,,4
,0.3,,3.7,0.039,,,0.99158,3.0,0.38,10.7,3
6.9,,0.28,12.2,0.042,52.0,,,3.03,0.56,10.4,4
7.0,,,5.7,0.033,39.0,204.0,0.99176,,0.64,12.5,4
6.7,,0.49,8.1,0.052,,197.0,,3.19,0.48,,3
,0.24,,,0.042,31.0,,,3.05,0.56,11.3,5
6.7,,0.21,,0.034,12.0,88.0,,3.26,,13.0,4
,0.35,0.26,6.8,0.034,36.0,,,,,11.5,4
,0.23,0.18,,0.053,13.0,,0.98956,3.22,0.39,11.5,3
6.3,0.4,0.24,5.1,,,131.0,0.99186,3.24,,,4
7.1,0.44,0.23,5.8,0.035,24.0,,0.99062,3.15,0.57,13.2,5
4.8,0.26,,10.6,,23.0,111.0,0.99274,3.46,0.28,11.5,5
6.8,0.31,0.19,3.5,,,130.0,0.993,2.83,,9.6,3
6.8,0.31,0.19,3.5,0.086,30.0,130.0,0.993,,,9.6,3
7.0,0.15,,16.4,0.058,45.0,110.0,0.9978,,,9.7,
6.5,,0.22,,,49.0,142.0,0.9946,3.14,0.62,,3
6.2,0.31,0.23,3.3,0.052,34.0,,0.99429,3.16,0.48,,
8.0,0.27,0.33,1.2,0.05,,,,,,,4
8.0,0.27,0.33,,0.05,41.0,,,3.0,0.45,12.4,
6.5,,,4.8,0.052,49.0,142.0,0.9946,3.14,,9.2,
6.2,0.31,,3.3,0.052,,,0.99429,3.16,,8.4,
,0.37,0.25,2.5,,24.0,,,,,11.7,
6.6,,0.5,8.7,0.036,41.0,191.0,0.99294,2.96,,11.0,4
7.5,0.26,0.31,,0.032,36.0,109.0,0.99044,2.97,,,4
7.5,,0.28,4.0,0.028,46.0,,,3.2,0.5,13.2,
6.7,0.37,,2.5,0.028,24.0,,,3.14,0.36,11.7,4
6.4,0.32,0.23,16.2,0.055,36.0,176.0,0.9986,,,9.1,3
6.7,0.24,0.32,9.0,0.023,20.0,109.0,0.99262,3.34,0.35,12.6,4
6.4,0.32,0.23,16.2,,36.0,176.0,0.9986,,0.54,9.1,3
7.1,0.39,,1.4,,23.0,90.0,0.99212,3.17,0.46,,4
8.2,0.31,,,0.047,,87.0,0.99628,3.23,0.64,10.6,3
6.7,0.24,0.32,,0.023,20.0,109.0,0.99262,3.34,0.35,12.6,4
5.9,,0.29,3.1,0.03,32.0,123.0,0.98913,,0.33,,
,0.2,0.23,1.5,0.037,,93.0,,3.36,0.49,12.0,4
,0.32,,4.6,0.031,26.0,120.0,0.99198,3.4,0.73,12.5,5
5.9,0.12,0.27,,,,110.0,,3.55,0.68,,
,0.18,,4.6,,,,,3.21,0.38,,
5.9,0.2,,1.5,0.037,,,0.99021,3.36,0.49,12.0,
5.4,0.17,,2.7,0.049,28.0,,,3.46,0.55,10.3,4
6.1,0.21,0.3,,,47.0,136.0,,3.27,0.31,,4
,,,7.2,0.048,52.0,207.0,0.99587,3.12,0.37,9.2,3
7.3,0.25,0.26,7.2,0.048,52.0,207.0,0.99587,,0.37,9.2,3
6.2,0.22,,12.4,,108.0,152.0,,3.1,0.47,,4
6.5,0.27,0.19,,0.045,98.0,175.0,0.99364,,,,4
6.5,0.27,0.19,,,98.0,,0.99364,,0.34,10.1,4
6.6,0.39,0.22,4.0,0.038,,98.0,0.99018,3.25,0.53,13.0,
6.0,0.31,,,0.04,41.0,101.0,0.98968,3.24,0.56,,
,,0.32,1.3,0.048,59.0,113.0,0.99178,,0.55,,4
7.3,,0.26,7.2,,,207.0,,3.12,0.37,,3
6.0,,,11.1,0.056,112.0,177.0,,3.08,0.36,,4
6.2,0.22,0.3,12.4,0.054,,152.0,,3.1,0.47,,
6.1,0.23,0.27,9.8,0.055,,,0.99534,3.16,0.4,10.2,4
6.5,0.27,0.19,6.6,,98.0,,,,0.34,10.1,4
7.3,0.36,,,0.054,,193.0,,3.06,0.49,8.6,
7.6,0.37,,11.7,0.094,58.0,,,2.91,0.51,9.0,3
,,0.51,8.0,,,194.0,0.99545,,0.5,,3
,,,1.6,0.057,45.0,,0.99299,3.29,0.44,,5
,0.22,,16.55,,54.0,,0.99665,3.2,,,3
7.1,,,1.5,0.053,,98.0,0.99069,3.15,0.5,11.4,
6.5,0.35,0.31,,0.069,58.0,170.0,0.99692,,0.49,9.4,3
6.8,0.73,,6.6,0.054,25.0,,0.99324,3.12,0.28,,
6.0,0.28,0.24,17.8,0.047,42.0,111.0,0.99896,,,8.9,4
,0.28,0.24,,0.047,,111.0,,3.1,0.45,8.9,
7.1,0.2,0.37,,,28.0,129.0,,3.15,,,
6.8,,,7.4,,,143.0,0.99226,,0.55,12.2,4
6.0,0.28,0.24,17.8,0.047,42.0,111.0,0.99896,3.1,,8.9,
,0.24,0.36,,0.029,21.0,63.0,,3.13,0.63,,4
,,0.31,7.4,0.045,34.0,,0.99226,3.06,0.55,,4
7.2,0.24,,2.0,,21.0,63.0,0.99076,,0.63,12.5,4
,0.28,,17.8,0.047,42.0,111.0,0.99896,3.1,0.45,8.9,
,0.27,0.26,12.1,0.046,43.0,127.0,,3.16,0.37,10.8,4
,0.38,,,,28.0,,0.99234,,0.31,11.4,4
,,0.37,1.5,0.049,28.0,,0.99226,3.15,,10.8,3
6.0,0.21,0.3,8.7,,47.0,127.0,0.99368,,0.39,10.6,3
7.0,,0.1,,,17.0,63.0,0.9937,,0.39,9.2,3
5.9,0.435,,6.4,,21.0,134.0,0.99151,,0.46,,4
,,,2.1,,,,0.99021,3.26,0.45,,4
6.7,0.26,,,,40.0,,,3.23,,10.4,4
7.0,,0.3,,0.035,72.0,172.0,,2.99,,10.4,4
8.5,,,1.3,0.035,54.0,110.0,0.99176,3.07,0.55,11.0,5
6.0,0.21,0.3,8.7,0.036,,,0.99368,,0.39,10.6,3
,0.34,,3.5,0.044,17.0,63.0,0.9937,3.01,0.39,9.2,3
4.8,0.65,0.12,,,4.0,,0.99246,,0.36,13.5,2
6.1,0.22,,2.8,0.144,12.0,65.0,,2.95,0.64,,
,0.27,0.26,3.5,,26.0,69.0,,,0.38,11.5,4
,0.455,0.18,1.9,,,106.0,0.98746,3.21,0.83,,5
,0.33,0.3,,0.036,34.0,88.0,0.99028,3.25,0.63,,5
6.5,0.33,0.3,3.8,,34.0,88.0,0.99028,3.25,0.63,12.5,5
6.7,0.31,,2.4,0.038,30.0,,0.98867,3.09,0.36,,5
,0.39,0.24,4.8,0.037,45.0,138.0,0.99174,,0.43,11.2,5
,,0.24,4.8,,45.0,138.0,0.99174,3.23,,11.2,
7.1,0.37,0.3,,0.04,49.0,139.0,,3.17,0.27,,
7.2,0.23,,1.3,0.149,70.0,,0.99304,2.93,0.42,9.2,
6.5,0.33,0.3,,0.036,34.0,88.0,0.99028,3.25,0.63,,
,0.25,,1.5,0.054,,,0.99154,3.17,,11.1,4
6.2,0.39,,,,,138.0,,,0.43,11.2,
4.7,0.455,0.18,1.9,,33.0,106.0,0.98746,3.21,0.83,14.0,5
,0.37,,,0.04,,,0.99021,3.17,0.27,13.6,4
,0.28,,,,49.0,,0.9956,3.18,,9.4,
6.4,0.35,,,0.037,31.0,,0.98779,3.12,0.4,14.2,5
6.6,,,1.4,0.035,28.0,,0.98836,,0.4,13.2,4
7.4,0.25,0.37,2.6,0.05,24.0,,0.99138,,0.53,,4
7.3,0.36,,14.8,0.057,46.0,,,3.14,0.57,,
6.7,0.31,0.3,,0.038,,83.0,0.98867,3.09,0.36,12.8,5
,0.31,0.3,0.9,0.045,,109.0,0.99249,,0.39,,3
,,,,0.045,16.0,,,2.95,,10.1,
8.6,0.22,0.33,1.2,0.031,38.0,95.0,,2.83,,,3
,0.14,0.29,9.9,0.056,30.0,,0.99512,3.19,0.33,9.9,4
,,0.31,3.9,0.046,,106.0,0.99098,3.15,0.31,11.5,3
,,0.47,15.6,0.063,27.0,173.0,,3.18,0.56,9.0,3
,0.32,,,0.063,27.0,173.0,,3.18,0.56,9.0,3
6.1,,,,0.03,25.0,101.0,,,0.41,12.1,4
,,0.28,,0.036,28.0,,,3.14,0.41,13.3,4
6.9,0.22,0.28,7.8,,,116.0,0.99326,3.22,0.6,11.5,6
8.7,0.31,0.21,5.6,,28.0,67.0,0.99328,2.96,0.52,11.0,
,0.27,0.3,,0.04,26.0,,,3.28,,10.7,4
7.0,0.46,,16.7,0.046,,,0.99898,3.08,0.56,9.4,3
5.7,0.23,0.25,,0.042,16.0,108.0,0.99486,3.44,0.61,,4
6.5,,,6.7,0.185,51.5,151.0,,3.17,0.42,9.3,3
,0.18,0.38,1.1,0.04,,92.0,0.99062,,,,
6.2,0.27,0.32,6.3,0.048,47.0,159.0,,3.21,0.6,11.0,
6.9,0.4,0.37,,,36.0,,0.996,,0.5,9.3,3
,0.345,0.34,1.0,0.068,,143.0,0.99138,3.24,0.4,10.1,3
7.2,0.23,0.39,,0.053,26.0,106.0,,3.18,,11.1,4
6.4,,,6.6,0.046,26.0,113.0,0.99408,,0.58,9.9,4
6.1,0.27,0.32,6.2,0.048,47.0,161.0,0.99281,3.22,0.6,11.0,4
6.2,0.27,0.32,6.3,0.048,47.0,,,3.21,,,4
6.0,0.3,0.33,,0.042,31.0,127.0,,3.32,0.42,12.5,4
6.1,0.3,,2.2,0.042,41.0,142.0,0.98952,3.31,0.44,,5
,,,5.4,0.045,26.0,105.0,0.99469,,0.45,9.3,
6.9,0.4,,8.9,0.053,,148.0,0.996,3.16,0.5,9.3,3
4.9,0.345,0.34,1.0,0.068,32.0,143.0,,,0.4,10.1,3
6.3,0.33,0.2,17.9,0.066,36.0,,0.9991,,0.51,8.8,3
7.0,,,2.6,0.043,,90.0,0.99047,2.88,,,4
8.4,0.22,0.3,1.3,,45.0,122.0,0.99178,3.13,0.54,10.8,5
6.3,0.33,0.2,,,,,0.9991,,0.51,8.8,
7.0,0.16,0.3,2.6,0.043,34.0,90.0,0.99047,,,,
,0.24,0.18,2.3,0.05,22.0,,0.99207,3.24,0.46,10.3,
7.7,0.31,0.36,4.3,0.026,15.0,87.0,0.99152,3.11,0.48,12.0,3
5.6,,0.19,7.1,0.048,36.0,,0.99438,,,,
,0.185,0.19,7.1,0.048,,110.0,0.99438,3.26,0.41,9.5,4
,,0.24,,,,159.0,,3.14,0.54,9.8,4
7.6,,0.46,11.7,0.084,55.0,,,2.91,0.51,9.0,3
7.2,,0.27,5.8,,40.0,118.0,0.99088,,0.53,13.0,5
,0.34,,3.8,0.044,13.0,,,3.39,0.44,11.8,
,0.35,0.48,12.4,,61.0,176.5,0.99803,,0.52,8.8,3
7.3,,,6.5,0.05,18.0,,0.99304,3.1,,,
5.4,0.185,0.19,,0.048,36.0,110.0,0.99438,3.26,0.41,9.5,
6.3,,0.51,,0.049,35.0,200.0,0.99548,3.16,0.54,9.4,2
,,0.52,7.9,0.049,35.0,,,3.16,0.51,9.5,
,0.17,0.3,,,33.0,,0.99152,3.03,0.49,10.4,4
6.7,0.18,0.31,10.6,0.035,42.0,143.0,,3.08,0.49,,
6.4,0.17,0.3,,0.034,33.0,125.0,0.99152,3.03,0.49,,
6.8,0.37,,,0.175,16.0,98.0,,,0.56,10.3,
6.3,0.27,,7.6,0.049,35.0,200.0,,3.16,0.54,9.4,
6.5,0.29,0.52,7.9,0.049,35.0,192.0,0.99551,3.16,,9.5,4
,,0.26,1.7,0.033,61.0,134.0,0.9903,3.19,,11.9,
7.0,0.32,0.29,7.6,0.025,35.0,,0.99162,3.15,0.65,12.8,5
,0.27,,,0.03,18.0,117.0,,3.09,0.38,13.0,4
6.5,,0.53,1.7,0.04,,192.0,0.9922,3.26,0.59,10.4,5
6.5,,0.52,1.7,0.034,41.0,193.0,,3.25,0.59,10.4,4
6.1,0.22,0.25,12.1,0.035,54.0,135.0,,3.21,0.4,10.7,
,0.22,0.27,4.5,,81.0,157.0,0.9928,3.05,,10.7,5
,0.24,,1.7,,61.0,,0.9903,3.19,0.81,,
5.6,,,8.0,,31.0,101.0,0.99429,3.19,,10.4,4
7.0,0.32,,7.6,0.025,,124.0,0.99162,3.15,,,5
6.8,0.11,0.27,8.6,,,,0.99454,3.2,,,4
6.8,0.11,,,,45.0,104.0,,,,9.9,
,,0.41,,,,223.0,0.99863,3.16,0.71,9.4,
,0.2,0.17,,,,129.0,0.991,,0.43,11.4,4
6.8,0.11,0.27,,,45.0,104.0,0.99454,3.2,,9.9,
,0.23,0.41,14.6,0.048,73.0,223.0,,3.16,,9.4,4
6.9,,,,0.06,36.0,,0.99317,,0.39,,3
6.7,0.19,0.32,,0.041,26.0,,0.99173,2.9,0.57,10.5,5
6.7,,0.34,8.9,0.048,32.0,111.0,0.99455,3.25,0.54,11.0,5
,,0.34,,,,111.0,0.99455,3.25,,11.0,5
,0.37,0.31,4.7,,,,,,0.72,12.1,3
,0.28,0.34,8.9,0.048,,111.0,0.99455,,0.54,,5
6.0,0.26,0.29,3.1,0.041,,144.0,0.98944,,0.39,,5
6.4,0.24,,5.8,,25.0,120.0,,3.01,0.98,,4
6.4,0.24,0.49,5.8,0.053,25.0,120.0,,3.01,0.98,10.5,4
6.4,0.24,,5.8,0.053,25.0,,0.9942,,,,
6.4,,0.57,,0.062,,122.0,0.99238,3.0,0.4,9.5,
6.1,,,15.8,0.052,,94.0,0.99782,3.07,0.45,9.2,4
6.8,0.14,,1.5,0.047,40.0,117.0,0.99111,3.07,0.72,11.1,4
,,,5.2,0.042,,,0.99067,,,12.3,5
6.8,0.14,0.35,,0.047,40.0,117.0,0.99111,,0.72,11.1,
,0.15,,,0.037,,51.0,0.98878,,0.58,12.6,
6.4,0.25,0.57,1.0,0.062,,,,3.0,0.4,9.5,
6.1,,0.48,15.8,,25.0,94.0,0.99782,3.07,,9.2,4
6.8,,0.32,5.9,0.054,,152.0,0.9938,3.2,0.57,,
7.2,0.21,0.29,3.1,0.044,39.0,122.0,0.99143,3.0,0.6,11.3,
6.0,0.26,0.29,3.1,0.041,37.0,,0.98944,3.22,,12.8,
6.4,,,,,25.0,120.0,0.9942,3.01,,,4
,0.46,,,0.051,,,0.99588,,0.56,9.8,4
,0.18,0.48,,,,,,2.98,0.61,8.5,
,0.32,,4.8,0.054,6.0,,,,0.5,9.3,3
7.2,0.4,0.24,,0.055,45.0,,,3.2,0.52,,3
,0.23,,,,32.0,115.0,0.99076,3.21,0.51,11.4,4
,0.18,0.48,,0.054,56.0,183.0,,,,,
6.2,0.32,0.12,4.8,0.054,6.0,97.0,0.99424,,0.5,9.3,
,0.37,,5.9,0.056,6.0,,0.99536,3.06,,8.4,
7.0,0.23,0.42,1.1,0.062,35.0,100.0,0.99318,,0.4,9.2,
7.2,0.4,0.24,8.5,0.055,45.0,151.0,0.99626,3.2,0.52,9.2,
,,,13.1,0.033,52.0,151.0,0.99726,3.18,0.79,10.4,
,0.28,0.27,4.1,,,147.0,0.99126,,,11.6,4
6.2,,0.45,,0.029,,94.0,,3.25,,12.4,4
,0.19,0.37,,0.033,,,0.99726,,0.79,,4
6.4,0.26,0.26,1.1,,22.0,,,3.09,0.54,9.3,3
5.9,0.25,0.27,1.5,,37.0,81.0,0.9892,3.2,,,4
6.1,,0.3,,,33.0,139.0,0.99296,3.22,0.46,,4
,0.19,,1.15,,,105.0,,,,11.4,3
,0.29,,1.0,0.06,15.0,,0.9924,,,9.5,3
6.8,,,17.8,0.034,16.0,116.0,0.9989,3.07,0.53,9.2,3
7.5,0.26,,5.7,0.021,23.0,125.0,,3.13,0.62,11.1,4
6.8,0.27,0.22,17.8,0.034,,116.0,0.9989,3.07,0.53,,3
,,0.22,7.4,0.032,53.0,,,,0.58,11.0,4
7.3,,0.22,,,40.0,177.0,0.99287,3.14,0.48,9.9,
7.3,0.34,0.22,1.4,0.044,,,0.99286,3.14,0.46,9.9,3
6.4,0.29,0.57,1.0,0.06,15.0,120.0,0.9924,3.06,0.41,9.5,3
,1.1,,,0.033,,109.0,0.99058,3.35,0.47,,2
6.3,,0.29,1.6,0.052,,,0.9934,3.21,0.5,,
6.2,,,,0.053,45.0,149.0,,3.23,0.52,9.3,3
7.4,0.16,0.27,15.5,0.05,25.0,135.0,,2.9,0.43,,5
7.4,0.16,0.27,15.5,0.05,,135.0,,2.9,,8.7,5
7.4,0.16,0.27,,0.05,25.0,,,2.9,0.43,8.7,
,,0.27,15.5,0.05,25.0,135.0,,2.9,,8.7,5
,0.17,0.28,,0.05,33.0,154.0,,,0.43,9.0,
,0.19,,13.5,0.038,49.0,118.0,0.99546,,0.63,,4
6.9,,0.35,13.5,0.038,49.0,,0.99546,3.0,0.63,10.7,
,0.16,0.36,,0.034,32.0,98.0,0.99058,3.02,0.58,11.3,4
7.4,0.16,0.27,15.5,0.05,,135.0,0.9984,,,,
6.8,0.3,0.27,11.6,,22.0,97.0,,2.96,0.38,,
,0.24,0.22,7.9,,45.0,149.0,,,0.52,9.3,3
,0.16,,15.5,0.05,25.0,135.0,0.9984,2.9,0.43,,
7.2,0.17,,17.55,0.05,33.0,154.0,,2.94,0.43,9.0,
6.8,0.3,0.27,11.6,0.028,22.0,,,2.96,,,4
6.5,,,13.15,,,,,,0.51,10.7,
,0.17,,,,38.0,110.0,,,0.54,11.4,4
,0.19,,13.5,,49.0,118.0,0.99546,3.0,,10.7,4
,0.16,,1.3,0.034,,98.0,,3.02,0.58,11.3,4
6.4,,,6.1,,,,0.99362,3.19,0.42,10.0,
6.4,0.41,0.01,,0.048,20.0,70.0,0.99362,,0.42,10.0,3
,0.36,0.32,,0.036,27.0,119.0,0.99196,3.15,0.49,11.2,
6.1,0.17,0.21,1.9,0.09,,,0.99255,3.07,,9.7,3
,0.28,0.21,,0.032,23.0,85.0,,3.42,,12.5,3
,,0.26,11.3,,32.0,110.0,0.99302,3.27,0.78,12.9,6
,0.44,0.27,8.4,0.057,60.0,160.0,,,0.36,11.8,4
6.9,,,8.3,0.062,22.0,166.0,,3.16,0.72,10.6,3
7.1,0.44,0.27,,,60.0,,,3.16,,11.8,4
6.2,0.24,0.28,12.2,0.049,54.0,133.0,,3.19,0.37,10.7,
6.1,0.28,,8.0,0.048,41.0,162.0,,3.21,0.51,,3
7.6,0.26,,1.3,0.048,,76.0,0.9903,2.96,0.46,12.0,4
7.5,0.16,0.38,12.7,0.043,70.5,163.0,0.99706,3.15,0.82,10.4,5
6.5,,0.16,1.3,0.054,,107.0,,3.19,0.39,8.5,3
6.6,0.35,,10.5,,15.0,82.0,0.99588,3.13,,9.9,2
,0.25,0.26,12.5,0.049,52.5,120.0,0.99691,3.08,,9.4,4
,,0.26,9.6,0.05,33.0,,0.99608,3.13,,10.4,
5.7,0.25,0.21,1.5,0.044,,,0.99142,3.3,0.59,11.0,4
5.8,0.23,0.21,1.5,0.044,21.0,,,3.3,0.57,11.0,4
,0.265,,7.8,,,91.0,0.99432,,0.38,,4
,0.25,0.27,,0.05,58.0,116.0,0.99592,,0.5,,4
,0.25,,12.5,0.049,52.5,106.0,0.99691,3.08,0.45,9.4,4
5.9,0.23,0.28,,0.046,37.0,142.0,0.99432,,,,4
6.2,,,1.2,0.052,,185.0,0.99266,3.28,0.44,10.1,
6.5,,,14.5,,20.0,,0.99456,3.06,0.3,11.5,6
7.4,0.26,0.29,3.7,0.048,14.0,73.0,0.9915,3.06,0.45,11.4,4
7.0,0.2,0.4,,,30.0,93.0,0.99322,3.03,0.38,,4
,,0.42,1.1,0.059,33.0,101.0,0.9927,3.12,0.38,9.7,
7.3,0.25,0.27,3.8,0.047,,79.0,0.99173,3.07,0.46,11.3,4
6.8,0.27,,4.6,0.098,,127.0,,3.15,,9.6,4
6.7,0.24,0.3,,0.07,44.0,179.0,0.99666,2.86,0.46,,4
6.4,,,7.9,0.057,21.0,82.0,0.99425,,,10.0,
,0.5,,2.4,0.059,19.0,112.0,0.99314,,0.4,9.2,
,,,10.7,0.11,20.0,103.0,0.99672,,0.41,,4
,0.25,,4.9,0.03,29.0,,,,,12.8,5
6.6,0.41,0.27,,,20.0,103.0,0.99672,3.08,,9.0,4
8.0,0.25,,,0.054,13.0,136.0,0.99366,3.08,0.55,9.5,3
,,0.28,7.9,,21.0,,0.99425,3.26,0.36,10.0,4
6.6,0.21,,,0.046,,,0.99299,3.22,0.38,,
6.4,,0.2,,0.059,19.0,112.0,,3.18,,9.2,4
,0.29,,14.2,,24.0,,0.99528,,0.38,10.6,4
6.9,0.37,0.23,,,,166.0,,,0.42,10.0,3
6.9,,,9.5,0.057,54.0,166.0,0.99568,3.23,0.42,,3
5.7,0.31,0.28,4.1,,22.0,86.0,,,0.38,11.7,5
,0.45,0.27,,,17.0,80.0,0.99058,3.12,,12.5,
6.9,0.3,0.45,1.4,0.039,36.0,122.0,,3.07,0.47,11.1,5
5.3,0.23,0.56,,0.041,46.0,141.0,,,,9.7,3
,0.3,0.26,,0.037,,,0.99727,3.04,,12.3,
6.7,0.28,,3.5,0.035,,,0.99021,3.18,0.38,12.2,4
,0.255,0.22,2.7,,46.0,153.0,0.99238,3.75,0.76,11.3,
7.6,0.4,0.27,,0.053,,,0.99164,3.22,0.38,11.6,3
5.5,,0.25,1.2,0.04,,75.0,,,0.56,11.3,4
,0.2,0.25,2.0,,30.0,,,,0.56,11.1,
,,0.29,1.1,0.041,32.0,,0.99036,3.26,0.57,,4
7.5,0.21,,1.5,0.046,,,0.99123,3.15,0.45,11.3,4
7.3,0.26,0.32,,0.041,,,0.98978,3.07,0.45,12.0,
6.2,,0.2,18.1,0.069,33.0,158.0,0.99908,3.15,,8.8,4
6.2,,,18.1,,33.0,158.0,0.99908,3.15,0.5,8.8,4
6.5,,0.31,,,,143.0,0.99022,3.15,0.34,,
6.5,,,3.5,0.046,22.0,,0.99024,3.15,0.31,12.0,
7.4,,,12.1,0.049,,122.0,0.9973,3.01,,9.0,3
6.3,0.23,,17.45,0.054,42.0,151.0,0.99853,,0.6,,4
6.2,0.34,,12.1,,33.0,171.0,0.99769,3.14,0.56,,
6.6,0.44,0.32,,0.095,,75.0,,,,,
,,,,0.052,23.0,72.0,0.98974,3.1,0.5,11.5,
6.3,0.17,0.23,5.7,0.048,44.0,147.0,,3.08,,,3
6.3,,,5.6,0.047,45.0,,0.99383,3.09,0.54,10.0,3
6.7,,,,,51.0,215.0,0.99538,3.33,,10.3,
6.6,0.33,,,,,,,,,10.4,3
,0.34,,,0.02,18.0,,,,0.29,,
6.8,0.29,,1.8,,18.0,130.0,0.99095,3.05,,11.2,4
7.4,0.31,,8.6,0.048,,206.0,,,0.36,9.1,3
,,,8.6,0.048,47.0,206.0,0.9964,,0.36,,
,,0.27,11.5,0.04,24.0,,,,0.31,,4
6.8,,,7.8,0.038,,,,3.24,,,
,0.26,0.24,2.4,,,132.0,0.99234,3.63,,11.3,3
,0.65,0.23,5.0,0.035,20.0,128.0,0.99016,,,12.8,4
7.4,,0.26,8.6,0.048,,206.0,0.9964,3.26,,9.1,3
6.6,,,1.5,0.041,,72.0,0.98949,,,12.7,4
6.8,0.18,0.35,5.4,0.054,,,0.99287,3.1,0.54,11.0,5
,0.28,0.29,11.9,,51.0,149.0,0.99544,3.02,0.58,10.4,4
6.8,0.28,0.29,11.9,0.052,51.0,149.0,,,0.58,10.4,4
5.9,0.27,0.27,9.0,,43.0,136.0,0.9941,3.25,,10.7,
6.1,0.25,0.28,,0.055,,131.0,0.994,3.22,0.35,10.9,
6.8,,0.29,,0.052,51.0,,0.99544,3.02,0.58,10.4,4
6.8,0.26,0.29,,0.052,54.0,160.0,,3.03,0.58,10.4,4
7.1,0.13,0.29,15.5,0.064,,115.5,,,,9.7,5
,,0.35,5.4,0.054,,143.0,,3.1,0.54,,5
6.2,0.2,0.25,,,,120.0,,3.19,,9.6,4
5.8,0.24,0.28,,0.038,40.0,76.0,0.98711,3.1,,,5
,,,9.4,0.046,,194.0,0.99714,3.07,0.61,9.4,
