V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,Class
6.2,0.18,0.49,,0.047,17.0,90.0,0.9919,,,11.6,4
,,,1.1,0.051,,105.0,0.9925,3.32,,,3
9.8,,,,0.056,,,0.9977,,0.43,10.0,
8.1,,0.49,7.1,,,,0.9944,,0.41,,4
6.8,0.22,,,0.052,,,,,0.35,11.4,4
,,,1.0,0.045,,,,3.05,0.34,12.7,4
,,,1.1,0.042,,,0.9917,,0.55,11.3,3
,,0.49,,0.033,28.0,,0.9923,,,10.4,
,,0.49,1.5,0.051,,,0.9928,3.3,,,3
,0.39,,1.0,,8.0,119.0,0.9923,,,10.1,2
,,0.49,,,18.0,87.0,,3.3,,,
,0.36,0.49,,0.03,,,0.9902,3.1,0.49,12.1,5
,,,1.2,0.031,,99.0,0.9893,,0.33,,4
7.4,0.25,0.49,,0.042,,,0.9917,3.13,,,3
6.9,,,,0.053,,94.0,0.9982,,,,3
,0.56,0.74,,0.051,,243.0,1.0005,2.99,0.7,9.2,
,,,1.1,,,,0.9923,,0.68,10.4,5
6.3,,,7.1,,,210.0,,,,,
,,,,0.052,67.0,,0.9956,3.16,0.47,,3
7.2,,,,,56.0,,0.998,,,,
,,,1.4,,17.0,117.0,0.9928,,,,
8.0,0.25,,,0.061,,117.0,,,0.34,,
,0.18,,,0.04,,,0.9914,,0.4,,
7.8,,0.49,,,37.0,158.0,0.9955,,0.35,,
8.3,0.2,0.74,,,33.0,130.0,0.9924,,0.42,,
,0.27,,1.2,,,,,3.38,0.42,,4
7.4,0.16,0.49,,0.055,18.0,150.0,0.9917,3.23,0.47,11.2,4
,0.16,0.49,,,18.0,,,3.23,,11.2,4
,,,6.6,,,,,3.2,0.27,,4
7.8,,0.49,13.0,,,,,3.14,,11.3,4
7.2,,,1.1,,,138.0,0.9929,,,9.3,3
7.8,,0.49,13.0,0.033,,158.0,0.9955,,,11.3,
7.6,,,14.0,0.034,,,0.9958,3.14,,11.8,
,0.21,,,,50.0,,1.0012,,,,3
6.9,,,11.2,,44.0,150.0,0.9968,,0.81,,3
6.3,,0.49,1.2,,,,,,0.42,,
,0.2,0.74,,0.044,,,0.9924,3.25,0.42,,4
7.1,0.22,,2.7,,,144.0,0.991,3.31,,12.2,
,,,,,27.0,133.0,0.9946,3.24,,,
8.5,,0.74,3.6,,29.0,,,,0.4,12.4,
,0.145,0.49,5.4,,,164.0,0.9946,3.56,0.44,10.8,4
,0.16,0.49,,0.055,18.0,,0.9917,3.23,0.47,,4
8.3,,,,0.051,,137.0,0.9918,,0.46,11.0,4
8.0,0.44,,,,,151.0,0.9926,,,,
7.0,0.2,,,0.044,,163.0,,3.46,0.53,,
6.9,,,6.6,0.036,,172.0,0.9932,,0.27,11.5,4
,0.25,,,0.03,30.0,,0.9903,3.13,0.39,,5
6.5,0.24,0.24,1.6,0.046,,,0.9928,,,,
,0.4,0.49,1.1,0.048,,,0.9929,,0.42,9.3,3
7.6,0.52,0.49,14.0,0.034,,156.0,0.9958,,0.38,,5
,0.43,0.49,,,,,0.9955,,0.35,11.3,4
7.8,,,1.35,,6.0,,,,,11.4,3
,,,,0.038,39.0,,0.9938,3.21,0.48,,
,0.25,0.24,3.6,,,85.0,0.9942,2.99,0.48,9.5,
7.2,0.08,,1.3,0.05,18.0,,0.9945,3.46,,10.2,4
7.1,0.85,0.49,,,,,,,0.36,,3
,0.51,0.24,,0.04,,,,3.05,,10.8,4
,,,,0.044,39.0,159.0,,,,11.5,
,,0.49,,,,,,3.32,0.49,,
,0.08,,1.3,,,148.0,0.9945,,0.44,,4
6.6,,,,0.048,26.0,124.0,0.9942,3.37,0.6,,
6.7,0.16,0.49,,0.046,,187.0,0.9952,3.62,0.81,,4
6.9,,,,0.057,,,,2.99,,9.5,
,0.32,0.24,4.6,,8.0,134.0,,,0.5,9.1,1
,,0.49,1.5,0.034,,126.0,0.9918,,,10.6,4
6.2,0.15,,,0.033,17.0,51.0,0.9932,,0.7,,
6.7,0.25,,,0.054,,169.0,1.0004,,,,4
6.5,0.26,0.74,13.3,,68.0,224.0,0.9972,,,,
7.9,,,,0.037,52.0,,0.9998,,,9.3,
,0.185,0.49,,,,117.0,,,,10.3,
7.5,0.2,0.49,,0.031,8.0,97.0,,,,11.1,
8.0,,,,0.046,47.0,,,3.14,0.48,,
8.0,0.34,0.49,,0.033,,,0.9936,3.13,,,6
7.7,,,,,42.0,186.0,,,0.38,,6
,,0.49,9.6,0.03,45.0,,0.9938,3.13,0.38,12.3,5
,,0.24,1.1,0.039,,,0.9934,3.41,0.32,,3
,,0.49,1.2,0.044,35.0,126.0,0.99,,0.48,,
7.7,0.27,0.49,1.8,,,86.0,,,,,4
,0.51,0.24,,0.043,14.0,155.0,,3.22,,,4
7.4,,,,0.03,,132.0,,2.99,0.32,11.0,5
,0.2,,1.7,,,,,3.05,0.37,10.1,3
,,0.24,1.2,,,,0.9933,3.13,0.36,9.2,3
,,0.24,4.6,,24.0,124.0,0.9909,3.27,0.34,12.6,
,,0.74,,0.045,,126.0,,,,,
,,0.49,,0.041,,130.0,0.9945,,0.49,,
8.1,,0.49,,,51.0,205.0,0.9954,,,,
7.8,0.26,0.74,7.5,0.044,,,,3.22,,10.0,
6.8,0.21,0.49,,,,,0.9991,3.55,,,
,0.2,0.49,,,,,,3.16,,,
,,0.49,,0.061,,,,3.23,,10.0,3
8.8,,0.74,,,,126.0,,3.02,0.51,,4
,,0.49,,0.034,29.0,134.0,0.9939,,0.32,,5
,,,9.9,0.031,48.0,,0.9937,,,11.2,4
,,0.49,9.3,,,132.0,,2.99,0.32,,
,0.155,0.49,1.3,0.039,34.0,136.0,,3.14,,10.5,4
8.2,,,,,53.0,,,,0.33,10.6,
8.2,,0.49,,0.038,52.0,163.0,0.9952,3.02,,,4
,,0.49,7.8,0.035,22.0,,0.9935,,,12.0,
8.3,0.2,0.49,,0.04,,,0.9938,3.05,,,
,,,,0.038,,167.0,0.9939,,0.37,,4
,,,1.2,,17.0,121.0,0.9933,,0.36,9.2,
,,0.49,1.4,0.041,,164.0,0.9927,,0.63,11.0,
8.0,0.25,,9.0,,,185.0,0.998,3.34,,,4
,0.21,,18.15,0.042,41.0,,0.9997,3.28,0.39,8.7,4
,,0.74,,,,156.0,0.9981,,,,
,0.27,,1.1,0.037,33.0,156.0,,,,11.1,4
,0.28,,,0.045,,195.0,0.9954,,,11.0,
,0.27,,,0.037,33.0,,0.992,3.15,,,
6.6,0.21,,,,41.0,,,,0.39,,4
,0.27,,12.5,0.037,47.0,156.0,0.9981,3.04,,,
8.1,,0.49,,0.037,,,,,0.3,,
,0.23,0.49,7.7,0.049,61.0,209.0,0.9941,,0.3,11.1,5
7.3,,,,0.028,,,,,0.54,,
,0.18,0.74,15.6,0.044,44.0,,0.9996,3.38,0.67,,4
,0.15,,,0.031,17.0,122.0,,,0.4,,
8.9,0.13,0.49,,0.028,,24.0,,2.91,,,3
8.1,,0.49,,0.04,32.0,,,3.13,,,
,,,1.0,0.034,,106.0,0.992,,0.42,,
,0.26,,5.0,,32.0,107.0,,3.24,0.54,10.8,4
7.1,,,15.6,,44.0,,,3.38,,9.0,4
7.1,,0.24,0.8,,,,0.993,,0.32,9.1,2
,0.16,0.49,,0.037,27.0,,0.9924,3.23,,,
7.3,,0.49,1.1,0.038,,,0.9928,3.2,,,4
8.9,0.13,,1.0,0.028,6.0,24.0,,,,,
,,,5.2,,33.0,152.0,,,,,
6.7,,0.49,,,,,,3.13,0.45,9.9,4
,,,,0.034,36.0,158.0,0.9945,3.12,,,4
,0.36,0.24,,0.025,32.0,102.0,0.9903,,0.59,12.8,
8.5,0.15,,,0.031,17.0,122.0,0.9932,,0.4,10.3,4
7.9,,0.49,5.2,,,157.0,,3.18,0.48,,4
6.6,0.19,0.99,1.2,,45.0,129.0,,3.09,0.31,,4
,0.21,0.49,,0.038,44.0,,0.9912,,,12.6,5
,,,,,25.0,,,3.43,0.63,,
,,,,0.056,32.0,164.0,0.9965,,0.6,11.2,
6.9,0.24,0.49,1.3,0.032,35.0,148.0,0.9932,3.45,,,
7.6,,0.49,,,,182.0,,3.08,0.58,9.6,4
,0.18,0.49,5.2,,,,0.9953,3.18,0.48,,4
,0.43,,6.4,,12.0,,,3.27,0.57,9.0,
8.8,0.35,,,,,,,,0.33,10.5,2
7.8,,,1.8,,33.0,,0.991,3.29,0.52,12.8,
,0.28,0.49,2.0,0.059,,,,,,,3
7.1,0.34,,1.5,0.027,26.0,126.0,,,0.33,12.2,5
,,,,,33.0,,0.991,3.29,0.52,,4
,0.28,,2.0,,,,0.9958,3.15,,,3
8.5,,,3.5,,,117.0,,,,10.1,
,,0.49,18.05,,36.0,,0.9996,,,9.2,3
7.5,0.19,0.49,,,,,0.9946,3.33,0.44,9.9,
,0.3,0.49,,,,,,,,9.7,4
6.7,,,5.0,,,,,3.21,,,
,,0.74,4.6,0.041,36.0,159.0,0.9946,3.21,0.45,9.9,3
7.4,0.3,,,,,188.0,,,0.58,9.7,
6.9,0.22,,,0.063,50.0,,0.9957,3.54,0.5,,4
,0.26,,3.1,0.045,,,0.9931,3.16,0.35,10.3,
8.5,0.17,0.49,8.8,,,,0.9947,2.88,0.34,,2
,0.17,,2.4,0.053,,182.0,,3.63,0.76,10.5,
6.2,,0.49,,0.05,,,,3.32,,9.8,
,,0.49,1.8,0.05,,,0.9946,3.31,,10.6,2
6.4,0.18,,11.9,0.046,,,,,0.68,10.1,3
,,,,0.062,50.0,191.0,,3.22,0.53,9.0,2
9.8,0.31,0.49,15.4,,,119.0,,3.18,,,
,,0.49,7.2,0.039,32.0,84.0,0.9938,,,,4
,0.24,0.49,7.4,,46.0,108.0,,,0.33,11.9,5
,,0.74,11.9,,54.0,168.0,,3.58,,,3
,,,,0.045,52.0,209.0,0.9956,3.21,0.42,,
,,,,,46.0,,,,0.4,8.7,
9.3,,0.49,,0.042,34.0,147.0,,,,,3
,0.25,0.74,7.8,,,,,,0.42,,4
,0.3,0.74,,,46.0,,,,0.4,,3
,0.27,0.74,1.5,,,122.0,,,0.48,,
7.9,,,,0.028,,,,3.08,,12.3,
6.4,,,,,49.0,,0.9945,,0.44,,
6.8,0.21,,,,,111.0,0.9916,,,10.7,4
8.6,,0.49,7.3,,,,0.9953,,0.59,,
,,0.49,,0.047,37.0,136.0,,,0.4,9.4,4
6.4,0.27,0.49,7.3,,,206.0,0.9956,3.24,0.43,,4
,0.55,0.01,,,56.0,122.0,0.9906,3.15,,,
,,,,,53.0,,,,,,4
6.3,,0.74,1.4,,24.0,108.0,,3.27,,9.9,
,0.33,,1.6,,20.0,94.0,,3.11,,11.4,4
,0.29,,3.8,0.047,,136.0,,2.95,,,4
8.2,,,,0.046,,,0.996,,0.52,,4
,,0.24,,,27.0,,,3.28,0.36,,
5.6,0.41,,1.9,0.034,10.0,,0.98815,,0.5,13.5,5
6.7,0.41,0.01,2.8,,,,0.9942,,0.35,9.5,3
7.1,,0.49,2.2,0.032,31.0,,0.9903,,,12.9,7
,0.32,,,,44.0,109.0,0.9906,,,,4
5.8,,0.49,,0.04,,,,3.34,,,5
6.9,,,23.5,0.057,59.0,235.0,1.0024,,,8.6,3
8.1,0.2,0.49,,0.048,,212.0,,3.09,0.46,,5
7.5,,,,0.031,,109.0,,,0.46,,
,,0.49,,,,100.0,0.9941,3.12,,10.1,
7.8,0.26,0.49,,,,87.0,0.9919,,0.32,11.3,
8.0,0.14,,1.5,0.035,,120.0,,3.26,0.4,10.6,5
,0.29,0.49,,0.035,40.0,,0.9958,,0.34,10.8,
,,0.49,,0.047,42.0,140.0,,,,,4
6.9,0.34,0.49,,0.045,,,,3.09,0.4,9.0,4
6.2,,0.49,,0.065,,143.0,0.9937,,,,4
,0.37,0.49,,,,,0.9982,3.14,,8.5,4
6.2,,0.49,6.0,0.029,,128.0,0.9928,3.41,0.36,11.3,6
7.8,,0.49,3.2,0.027,,87.0,0.9919,3.03,0.32,,5
8.9,0.32,,,,,,,,,9.4,
,0.44,,7.7,0.045,,,0.9957,3.11,,8.7,4
7.0,,0.49,5.9,0.053,,,0.9954,3.36,,9.4,
,0.17,,,,46.0,,,3.09,,,5
6.4,0.26,,6.4,,,,,3.38,0.53,,4
9.0,0.22,,,,,,,,,10.2,
8.9,,0.49,,,17.0,,,3.13,0.34,,
,0.2,,,,,108.0,,3.19,0.35,11.5,4
,0.15,,7.7,0.047,,98.0,0.9951,2.94,,,4
,,,1.8,,6.0,,,3.23,,,
8.2,0.2,,,0.057,14.0,,,,0.35,11.5,4
,,0.49,,0.041,28.0,111.0,,3.41,0.58,,6
7.4,,0.49,,,,110.0,,3.2,,11.0,5
,0.25,,16.8,,,,1.0001,3.03,0.52,,4
,,0.74,1.6,0.035,,126.0,0.9933,3.26,,,
,,,7.0,0.043,29.0,,,3.21,,10.0,
,0.12,0.49,1.2,0.042,43.0,160.0,,,,9.7,
,,,,0.239,,220.0,0.9988,,0.51,9.2,
,,0.49,,0.042,26.0,105.0,0.993,3.1,0.39,,3
7.8,,,,,,149.0,0.9952,3.21,,,
6.4,0.22,,7.5,,,151.0,0.9948,,,,
,,,15.55,0.058,50.0,,0.9998,,0.36,,5
,,,12.3,0.049,,144.0,,3.09,0.57,,5
7.3,,,,0.058,,134.0,0.9998,,0.36,9.1,
7.5,0.24,,9.4,,,149.0,0.9962,,,,
6.4,,0.49,7.5,,,,0.9948,3.27,,,4
7.8,0.21,,,0.036,,99.0,,,,12.1,5
7.1,,,1.6,,,100.0,0.9942,3.4,0.59,,
,0.26,0.49,,0.058,,,0.9965,,0.52,9.4,2
,,0.49,,0.044,27.0,,,,,12.8,
6.4,,0.74,12.8,,,,,3.12,0.58,9.0,
,0.29,0.49,,,,118.0,0.9928,3.24,0.36,10.9,2
7.9,0.33,0.28,31.6,0.053,35.0,,,,0.38,,
,,,7.4,0.052,,,,3.11,0.38,9.0,3
,0.28,,1.3,,27.0,,0.9936,3.09,,10.2,3
,,,1.1,0.048,,98.0,0.9929,,0.48,,3
7.8,,0.49,,0.06,34.0,162.0,0.9966,,0.58,11.3,
6.6,0.31,0.49,,,,,0.9964,3.12,0.45,8.8,
6.6,,,7.7,,53.0,,,3.16,,,3
,,,,,,217.0,0.9959,3.17,,9.4,
6.7,,,8.3,0.047,54.0,191.0,0.9954,,,10.3,
6.7,,,,,30.0,114.0,0.9914,,,,5
7.9,,0.28,31.6,,35.0,176.0,1.0103,3.15,,,4
8.1,,0.46,,0.059,32.0,177.0,,3.27,,9.0,2
,,,1.0,0.036,48.0,,,,,11.5,6
7.8,,0.56,1.0,0.04,8.0,,,3.25,,10.8,
,,0.34,5.9,,33.0,,0.9927,2.95,0.51,11.8,4
7.9,0.18,,,,,,,3.12,,10.5,
7.1,,,,,,124.0,,3.14,,,
,0.24,0.18,,,33.0,160.0,0.9963,,0.56,9.8,
7.0,0.35,0.3,,,27.0,87.0,,3.4,0.42,11.4,
,0.26,,,0.138,,168.0,0.9951,,0.38,,
6.6,,,5.3,0.137,35.0,,0.9951,3.2,0.38,,3
6.8,0.22,,,0.046,82.0,188.0,,,,,4
,,0.32,8.8,0.047,,224.0,,3.17,,,3
7.0,0.35,,,0.028,27.0,,,,0.42,11.4,
7.3,,,,0.032,,,,,0.35,,
,0.3,,6.6,0.045,42.0,,0.9944,,0.45,,4
,,,,0.034,18.0,117.0,,3.33,0.43,10.1,3
,,,18.35,0.054,44.0,197.0,,,0.55,,
6.3,,,,0.046,,,0.9962,3.74,,,
7.2,0.25,,,0.055,55.0,,0.9986,3.12,,9.0,
7.2,,,,0.055,55.0,205.0,0.9986,3.12,,,5
,,0.33,17.85,,41.5,,1.0,,0.44,9.1,
7.2,0.25,,,,,205.0,0.9986,3.12,0.38,9.0,
,0.26,0.37,9.4,,42.0,147.0,0.9982,3.46,0.72,,3
7.3,,0.33,,0.049,41.5,,,,,,
6.7,,0.26,,,,216.0,,3.55,,9.4,1
,,0.25,1.3,0.034,28.0,,0.9915,3.27,0.55,11.4,4
9.0,0.43,0.3,,0.05,,,,3.11,,,2
7.2,,,,,55.0,,,,0.38,,5
,,0.3,,0.04,,213.0,0.9927,3.28,,11.8,4
,,,8.6,,54.0,,,,0.41,10.2,3
,,0.32,,0.06,47.0,,0.9952,,0.42,9.2,4
,0.21,0.33,3.0,0.036,35.0,,,3.25,,,4
,0.32,,14.9,,47.0,,0.9982,3.08,0.31,,
,,0.3,2.0,,,190.0,,3.32,,12.2,
,,0.3,4.2,0.04,,,0.9927,3.28,0.49,11.8,4
6.3,,,,,,,0.9918,,,11.6,4
,,0.3,,,,121.0,0.9944,,0.61,,4
,0.29,0.36,,,,,0.9969,,0.46,,3
6.5,,0.19,4.2,0.046,6.0,114.0,,3.25,0.35,8.6,
6.7,,,6.4,0.058,27.0,,0.9954,3.16,,9.6,3
6.7,,,6.4,,25.0,,0.9955,3.16,0.45,9.6,
,0.25,,,,32.0,,0.9921,3.41,0.47,,
,0.24,,,,38.0,157.0,,3.41,,,
,0.26,,,0.056,,179.0,,,0.4,,3
7.0,0.61,0.26,,0.051,25.0,161.0,,,,,
6.8,0.22,,13.6,0.055,,180.0,,3.44,,,
,,0.24,1.6,,10.0,,,,0.47,10.5,
7.0,,,,0.037,,120.0,0.9939,,,10.8,
7.9,,,,0.061,25.0,,,,0.51,,
6.6,,0.27,6.2,0.059,23.0,136.0,0.9957,,0.49,10.1,4
6.8,,,6.6,,,,,3.07,,,
,0.18,,1.6,0.04,43.0,148.0,,3.32,0.59,11.5,
,,,6.0,0.046,29.0,108.0,,,0.5,10.8,4
6.8,,0.32,,0.044,19.0,,0.9921,3.1,,9.9,
9.3,0.2,0.33,1.7,,28.0,,,3.16,,,
5.8,,0.27,1.8,,,69.0,0.9933,3.38,0.31,9.4,
7.6,0.2,,2.6,0.044,30.0,,,,,,5
,,,,0.052,,190.0,,3.5,,10.9,5
7.5,0.4,1.0,19.5,0.041,,148.0,,3.24,0.38,12.0,
,0.18,,1.6,0.04,43.0,,,3.32,0.59,,6
7.0,0.13,,,,31.0,122.0,,,,10.5,4
,,,,,55.0,,,3.29,0.37,,
7.0,0.3,0.32,,0.034,,97.0,0.9924,,0.44,,
7.6,,0.44,14.5,,68.0,212.0,0.9986,3.48,,,4
6.8,,,6.6,0.123,,116.0,,3.07,,,
7.5,,,,,,138.0,,,,11.4,4
,0.23,0.3,1.1,,40.0,,0.9929,2.94,0.3,,4
,,,,0.055,,,,,0.37,,
,0.545,,2.5,0.031,,,,3.14,,,
8.1,,0.31,1.1,,,123.0,,2.99,0.45,,4
6.9,0.16,0.3,9.6,0.057,,185.0,0.9978,3.39,0.38,9.6,
,0.32,0.36,,,56.0,178.0,,3.29,,,4
6.1,0.22,,,,15.0,104.0,,,,,3
6.9,,,9.6,0.057,50.0,185.0,,3.39,0.38,9.6,4
,0.15,,,0.054,,101.0,,3.24,0.44,,3
,,,,0.032,,,,2.91,,,
6.6,0.37,,6.5,0.061,,150.0,,3.14,0.45,,
,0.38,0.4,,,,152.0,,3.18,,,4
6.3,,,,,47.0,,,,,,
,,0.36,10.0,0.042,33.0,,,,0.51,,
,0.22,0.58,1.1,,52.0,136.0,0.9932,3.1,0.3,,
,,0.31,12.0,,46.0,238.0,0.9977,3.16,0.48,8.6,
,,,4.8,0.05,33.0,,,3.14,,9.9,3
,,0.36,10.0,0.042,,,0.9982,3.23,,,
8.0,,,,0.044,20.0,102.0,0.9929,3.28,0.42,10.9,
6.1,,,,,,,0.9924,,,10.2,4
,,,,0.045,44.0,174.0,0.9966,,,,
6.7,0.16,,,,40.0,153.0,0.9921,,0.51,,
,,,,0.045,53.0,197.0,0.9967,3.24,0.54,,4
7.4,0.23,,,0.049,43.0,,,3.42,,10.2,5
6.4,,,2.2,0.042,,93.0,,3.31,0.43,11.1,4
,0.25,,14.9,,47.0,142.0,,3.14,,,
,,,,0.053,,,,,0.43,,3
6.9,,0.23,8.6,,,215.0,0.9967,3.17,0.44,,
9.6,0.21,0.28,,0.038,12.0,,,2.8,0.46,,3
6.6,,0.2,,,81.0,224.0,,,,,3
,,0.19,,,67.0,181.0,0.99435,,,10.2,
8.0,0.3,0.28,,0.044,31.0,,,,0.51,10.2,
,,0.27,1.5,0.037,20.0,98.0,0.9916,,,11.0,
7.3,0.21,,10.9,0.037,18.0,112.0,0.997,,,,
,0.27,,,,,202.0,0.9961,3.22,0.43,9.3,
,0.29,0.23,,,56.0,,,3.17,,8.8,3
6.6,0.32,,,0.054,,,0.9961,,0.45,8.8,3
7.4,0.32,0.22,,,,,0.9955,,,,
,,0.07,1.4,,,,0.9922,,0.38,10.0,
7.7,,,,0.046,,102.0,0.9918,,0.56,,
,,,9.9,0.059,33.0,,,3.04,0.42,10.9,
,0.18,0.26,1.4,,40.0,,0.9941,,0.72,,
,,,,0.059,32.0,178.0,0.9955,3.04,,10.9,4
7.8,0.39,0.26,9.9,0.059,,181.0,,,,,
,0.19,,3.0,0.054,,99.0,,,,,4
,0.49,,19.6,0.03,28.0,135.0,0.9973,3.24,0.4,12.0,4
,0.25,,14.0,,42.0,,0.999,3.56,0.47,9.8,3
,0.18,0.26,,,,,,3.34,0.72,,4
6.4,,,,0.034,,,,,,11.0,6
,,0.36,1.8,0.034,,150.0,,3.42,0.69,11.0,
8.4,,0.31,5.4,0.052,47.0,150.0,,,,9.8,3
,,0.37,,,,200.0,0.9945,,,,
8.5,,,9.25,0.034,73.0,142.0,0.9945,3.05,0.37,,4
,0.45,,,,,,,3.27,0.57,10.1,
,0.24,0.29,6.8,,54.0,127.0,,3.33,0.46,11.6,
,,0.26,9.25,,73.0,142.0,0.9945,,,11.4,
,,0.26,,0.04,,,0.9913,3.07,0.52,11.8,
,0.26,,,0.033,50.0,,0.9909,3.33,0.43,12.1,5
,,,,,37.0,,0.9939,,,,3
,,,,0.026,26.0,,,,,12.1,
9.4,0.16,0.3,,0.042,,,,,,9.1,3
,,0.24,1.6,,,,0.9943,,0.5,9.3,
7.8,,,,,21.0,153.0,0.993,3.2,0.53,10.4,
,,,17.95,0.062,,187.0,,,,9.1,
6.6,,,,,,120.0,0.9946,,0.54,9.4,
,,,6.3,,22.0,,,3.16,,,
,,,,0.037,,,,,0.62,12.0,3
,,,9.05,0.039,,128.0,0.9936,,0.34,11.3,6
6.8,,,15.4,,56.0,,0.9984,,,8.7,4
6.4,,,7.1,,,,,3.39,0.58,,
,0.3,0.22,10.2,,57.0,,0.9966,,,,
9.4,0.16,,1.6,0.042,,,0.9942,,0.32,,
6.8,0.23,,15.4,,,173.0,,,,8.7,4
,0.26,0.21,,,35.0,162.0,,,0.58,9.9,4
7.6,0.3,0.22,,0.049,,,0.9966,,0.4,,
7.5,,,,,,119.0,0.9974,,,,3
7.6,0.38,,,0.046,9.0,116.0,,3.15,,,
8.8,,0.43,,0.053,,184.0,1.0008,3.28,0.79,8.8,
7.5,0.33,,12.4,,29.0,119.0,,,,,
,0.2,0.43,15.0,,60.0,,1.0008,,0.79,8.8,
,,0.21,1.5,0.049,,,0.9928,,,9.9,
,0.38,0.2,,0.046,,116.0,0.9944,3.15,0.41,,3
5.6,,,4.8,0.042,24.0,,0.9908,3.29,,12.6,4
,0.15,,,,18.0,,0.9917,,0.43,,4
,,0.29,,,,100.0,0.9911,,0.32,,
6.8,,0.35,,0.038,,,0.9912,,0.53,,
,0.27,,,,,,0.9953,,,,5
,0.5,0.0,,,,,0.9932,,,,
6.0,,,1.0,,27.0,,0.9896,,0.44,12.3,4
,0.33,,,,,131.0,0.9889,3.19,,,4
,0.3,0.35,,,10.0,164.0,0.9912,3.09,,12.0,
,,,,,,,0.9926,3.07,,10.9,
8.2,0.42,,,,,,,,0.32,,
7.3,,,6.3,,34.0,,,3.36,0.54,10.0,4
6.5,0.32,,11.5,,,165.0,0.9974,3.22,,,3
,,0.4,,,,84.0,,3.42,,10.4,3
,,,,,,,0.9974,,0.32,,
7.3,0.19,,,0.054,,231.0,,3.36,,10.0,
,0.17,,,,,240.0,,,0.54,,
7.7,0.44,,,0.031,,,,3.12,0.43,11.3,
7.7,0.44,0.24,11.2,,41.0,167.0,,,0.43,,5
,0.49,,15.1,,,153.0,0.9953,3.13,,,5
,,,11.2,0.031,41.0,167.0,0.9948,3.12,0.43,11.3,5
,,,15.1,0.03,,153.0,0.9953,,,12.0,5
6.4,0.21,,,,43.0,160.0,0.9949,,,10.6,4
8.0,,0.42,,0.211,,213.0,,2.99,,9.3,3
,0.19,0.23,,,,104.0,0.9954,,,,4
,,0.29,,0.037,37.0,102.0,0.992,3.27,0.64,,5
6.5,0.34,,11.0,0.052,53.0,,0.9984,,0.55,,4
,,,,,,,0.9954,,,9.4,
,,0.33,1.0,0.054,,,,,,10.5,
,,,2.2,,,102.0,0.992,,,,5
,0.18,0.31,,0.039,,,,,0.52,,
8.3,0.28,,,0.059,32.0,,,3.33,0.77,,4
6.1,0.34,0.46,4.7,0.029,,,0.991,,0.62,12.3,4
,0.44,,11.5,0.049,,157.0,,,0.44,,3
7.6,0.26,,,,62.0,,0.9966,,0.38,9.0,3
7.4,0.44,,,0.049,44.0,,0.998,3.27,,9.0,
8.7,,0.57,,,34.0,243.0,1.0007,,0.82,9.0,3
7.0,,0.25,1.7,0.042,,189.0,,3.25,0.42,11.4,4
,0.25,0.25,1.6,,,181.0,0.9925,,,11.0,5
,,0.46,4.7,,,94.0,,3.29,0.62,,4
6.4,0.18,,1.6,,,127.0,,3.6,0.67,,
,0.27,,,0.058,,,0.9955,,0.59,10.3,3
6.8,0.24,0.35,6.4,,,,0.9944,3.29,0.55,,
8.0,0.22,0.28,14.0,,,197.0,0.9981,3.14,,,4
,0.91,,,,34.0,181.0,,3.11,,10.0,
,,,1.6,,,176.0,,,0.47,9.7,
,,0.34,1.4,0.056,,171.0,0.9946,3.13,0.47,9.7,
,0.22,0.28,14.0,0.053,83.0,197.0,0.9981,3.14,0.45,,
6.7,,,4.7,,,,0.9946,3.32,0.66,,
7.8,,0.28,,,78.0,186.0,,3.14,0.46,,4
,0.13,,,0.054,22.0,104.0,,,0.92,,
,0.28,,,,57.0,,0.9958,,0.39,,
,,0.3,2.4,,,122.0,0.994,3.43,,10.5,4
,,,,0.255,28.0,,0.9958,,,,4
7.6,0.27,0.25,13.9,0.05,45.0,,,,,,4
6.9,0.37,,13.8,0.031,34.0,,0.9948,,,,4
7.4,0.21,,7.3,0.031,,,,,0.38,,
,,0.28,8.5,0.035,,,,3.04,0.37,10.1,5
6.3,,,,,,,0.9924,3.31,0.5,10.3,
,0.21,,,,,168.0,0.9945,3.34,0.49,,
,,,16.05,0.047,26.0,,0.9976,,0.46,,
5.8,,,,0.047,26.0,166.0,0.9976,,,8.9,
,,0.31,,0.034,,154.0,0.9938,,0.31,10.8,3
,0.31,0.38,16.05,0.058,16.0,165.0,0.9997,,,9.2,
8.0,,0.3,,0.053,48.0,140.0,,3.18,0.49,9.6,4
,0.2,,1.2,,,78.0,,3.08,0.37,10.4,4
8.0,0.25,0.26,14.0,0.043,,,0.9986,,0.57,,
,0.2,0.61,,,,103.0,,3.06,,9.2,
,0.3,,14.3,,45.0,213.0,0.9991,3.18,,,
,,0.61,,0.043,,,0.9987,3.06,,,
,,,,,45.0,213.0,,,,9.2,
,,,,,,213.0,,3.18,0.63,,
,0.22,0.32,7.9,,,124.0,0.9948,3.4,0.39,,3
,,,,0.043,,,,,0.36,,
,,0.02,1.0,0.036,,107.0,0.993,,0.32,9.0,3
,,,13.6,0.05,41.0,178.0,,3.37,0.43,9.7,3
7.2,0.24,,,0.049,50.0,,1.0,,0.42,9.6,
,,,1.3,,24.0,,,,0.76,10.0,3
7.7,,,14.3,,45.0,,,3.18,0.63,,
,0.33,,13.7,,,,,,,9.1,3
