speaker,utterance,frame,coefficient1,coefficient2,coefficient3,coefficient4,coefficient5,coefficient6,coefficient7,coefficient8,coefficient9,coefficient10,coefficient11,coefficient12
7,18.0,4.0,1.255594,0.023815,0.187428,-0.887274,,,,0.14844,-0.102041,-0.01857,,-0.06254
7,18.0,,1.204798,-0.003221,0.240996,-0.836071,,,,0.115114,,-0.082593,,
7,18.0,6.0,0.954564,0.102746,0.125147,-0.677666,0.331574,-0.105396,-0.290862,,-0.008133,-0.070308,-0.13231,-0.006842
7,,7.0,0.814092,0.184487,-0.094314,-0.507255,,-0.177006,-0.234226,-0.018832,-0.100645,-0.029036,-0.123524,-0.00798
,,8.0,,0.203194,-0.152421,-0.503583,0.515656,-0.017448,-0.183364,-0.153776,,-0.13744,-0.062538,0.039681
,18.0,9.0,0.634576,0.261007,,-0.43732,0.34536,,,-0.246021,,-0.342391,0.020309,
7,18.0,10.0,0.594499,0.231943,,-0.362733,,,-0.079297,-0.326046,,,0.092735,
,18.0,,0.566568,0.135738,-0.122068,-0.325102,,0.179187,,-0.292803,-0.051653,-0.263111,0.015367,
,18.0,,0.559651,0.050947,-0.013633,-0.334453,0.628077,0.164971,,,,-0.175005,-0.041174,0.146581
7,18.0,,0.517596,0.068913,,-0.260412,0.660171,0.126027,-0.128204,-0.281524,-0.049008,,,
7,18.0,14.0,,0.044611,0.155624,-0.248263,0.695696,,-0.145131,,-0.099784,-0.190636,,
7,,15.0,,,0.187446,,0.7163,0.081903,,-0.253295,,-0.209396,-0.024135,0.139836
,,,0.501096,-0.123115,0.124567,-0.03163,0.718277,-0.004301,-0.095285,-0.261111,-0.096508,-0.153123,-0.036482,
,18.0,17.0,,-0.117493,,,,-0.066096,-0.062103,-0.192158,-0.139927,-0.127955,-0.025541,
7,18.0,18.0,,-0.115563,,0.047557,0.69276,-0.02364,-0.123718,,-0.090847,,,0.120476
7,,,0.209591,-0.079403,0.309385,0.018692,0.661269,,,,-0.109397,-0.195405,0.026593,
,18.0,20.0,0.206025,,0.473683,,,,-0.10924,-0.109298,,,0.067814,0.091922
7,19.0,1.0,,,-0.046354,,,-0.585185,-0.172905,0.054782,0.187598,0.073042,-0.261249,0.041663
,19.0,2.0,1.338578,0.291703,-0.200897,-0.416164,0.200609,,,,,,,0.047668
7,,,1.354823,,-0.25419,-0.372749,,,-0.043632,-0.028306,,-0.054612,-0.225501,0.063961
7,,4.0,,,-0.180266,,0.183669,-0.454359,,-0.038244,0.158081,-0.065594,-0.25848,
7,19.0,5.0,,,-0.167775,-0.317476,0.081805,,-0.011756,,,-0.046415,-0.290914,0.056354
,,,1.425568,-0.10539,,-0.411192,,-0.185235,-0.173763,,0.230904,-0.20849,,0.064186
,19.0,7.0,1.142331,,,,0.294802,,,-0.09628,0.146331,-0.163271,,
7,,8.0,1.162061,,,,,,-0.041072,-0.103536,0.073736,-0.148143,-0.287954,0.032136
,19.0,9.0,1.248425,,-0.274707,-0.42522,0.446436,-0.187295,-0.05066,-0.151993,0.070917,-0.178235,-0.254187,0.067565
,19.0,10.0,1.338342,-0.235371,,-0.353068,0.466313,,-0.117265,-0.177731,0.037626,-0.195354,-0.238707,0.100642
7,19.0,,1.312397,,-0.26381,,0.442113,0.019352,,,0.055179,-0.261629,-0.188049,
,19.0,12.0,0.97497,-0.199251,-0.32737,,0.492726,0.033461,-0.172347,-0.208159,0.070283,-0.328236,-0.073164,
7,19.0,13.0,0.885486,,-0.261054,-0.114529,0.515979,0.070979,-0.204858,-0.264723,0.103436,-0.342381,-0.006918,-0.003638
,19.0,14.0,,-0.145222,-0.217558,-0.062014,0.453436,0.159951,-0.164317,-0.399723,0.135258,,-0.026617,0.047084
7,19.0,15.0,,-0.268816,-0.077077,-0.096585,0.500886,0.141934,-0.193195,,0.081518,,-0.063199,0.103978
,19.0,16.0,,-0.250044,0.001684,-0.055728,0.478357,,,-0.400037,0.066624,-0.253967,,
7,19.0,,1.002018,-0.309981,-0.053067,0.052426,0.537041,,,,0.153128,-0.263364,-0.039837,
7,19.0,18.0,,,,0.141875,0.495163,0.144313,-0.255696,-0.342722,0.143302,-0.246592,-0.02589,
7,20.0,1.0,1.882421,-0.290616,0.32088,-0.722098,0.036163,-0.150788,-0.288689,0.07027,0.123966,0.092284,,-0.074946
7,20.0,2.0,1.849286,-0.266252,0.229718,-0.690753,0.060075,-0.212232,-0.235307,0.04519,,0.056234,-0.250393,
7,,3.0,1.740823,-0.202576,0.138303,-0.64198,0.118494,,,-0.033537,,0.043782,-0.254711,0.001347
7,20.0,,1.381523,-0.148921,0.082436,-0.56144,0.159781,-0.154944,-0.228351,-0.024258,0.145823,0.01381,,
7,20.0,,1.349351,-0.265711,0.082319,,0.247462,-0.115468,-0.249502,0.012798,0.123865,-0.031855,-0.257454,-0.069852
7,,6.0,1.487826,-0.342047,,-0.564902,0.298489,-0.052016,-0.238067,-0.047393,0.075682,,-0.256479,-0.053904
7,,7.0,,-0.300938,-0.113085,,,0.023279,,,,-0.179562,-0.28656,
7,20.0,8.0,1.320267,,,,0.322862,0.048661,-0.135492,-0.217891,0.176603,-0.249851,,0.058397
7,20.0,,1.119015,-0.156729,-0.123628,,,0.053211,,,0.113142,-0.230586,,
7,,10.0,1.102457,-0.136216,-0.147601,-0.405406,0.444872,0.078886,-0.032547,-0.32209,,-0.20702,-0.240392,0.107105
7,,,1.103569,-0.201948,-0.125773,-0.386589,0.506254,,-0.083365,-0.370559,0.041628,-0.211853,-0.226898,
,,12.0,1.142966,,-0.09102,-0.378542,0.586969,,-0.151172,,0.046755,,,
,20.0,,,-0.294946,,-0.222309,0.503332,,,,0.067535,,-0.163952,0.103901
7,20.0,14.0,0.858665,-0.419676,0.129023,-0.204213,0.546723,0.171721,-0.183845,-0.352707,-0.018761,,,0.122452
7,20.0,15.0,0.871337,-0.44732,,-0.144382,,0.060588,-0.158526,,0.013649,-0.099059,-0.220918,
7,20.0,16.0,,-0.455366,0.146416,-0.08615,,,,-0.331088,0.069009,-0.115697,-0.210707,
7,20.0,,0.766112,-0.561371,0.22272,-0.047599,,0.041141,,-0.324393,0.086546,,-0.213043,0.16355
,20.0,18.0,0.704501,,0.20007,-0.002465,0.641745,,,-0.325287,0.083682,,-0.195282,0.165301
7,21.0,,1.063128,0.035596,0.090958,-0.326739,-0.054362,-0.478965,-0.079626,0.032142,0.203657,0.116312,-0.241262,
7,,2.0,1.029435,,-0.028876,-0.352843,0.040019,-0.529777,-0.039768,0.065399,0.182865,0.075404,,
,21.0,3.0,,,,,,,-0.004523,0.047548,,0.004836,-0.223382,0.048822
7,21.0,4.0,,0.059075,,-0.321478,,,0.015753,,,-0.00072,,0.03416
7,21.0,5.0,1.279862,-0.097783,,,0.101001,-0.271627,0.0047,,0.048418,,,
7,21.0,6.0,1.256229,-0.047985,,-0.439521,0.296889,-0.36803,-0.018046,,,-0.054334,-0.278658,0.058053
7,21.0,7.0,,0.025801,,-0.372581,0.350356,-0.358972,,,0.050393,,,0.075376
,,,0.951566,-0.004886,-0.231932,-0.361516,,-0.233692,0.025054,-0.066163,,-0.136103,-0.289818,
,,,,,-0.199468,,0.351306,-0.131138,-0.015133,-0.044093,,,-0.30239,0.057167
,21.0,,0.940444,-0.147219,,-0.378809,,-0.095594,,-0.054008,,-0.215479,-0.29486,0.031987
7,,11.0,0.727637,-0.056202,-0.286275,-0.408413,0.584343,-0.187666,-0.034708,-0.019387,-0.098447,-0.216893,-0.266243,-0.018569
,21.0,,0.657121,,-0.247382,-0.413538,,-0.175473,,-0.050903,-0.141633,-0.169009,-0.220772,-0.020797
7,,,,-0.036388,-0.216071,,,-0.098768,-0.051614,-0.139265,-0.168746,-0.185691,-0.15142,0.004245
7,21.0,,,,-0.197203,-0.271762,,-0.078373,,-0.220473,,-0.209057,-0.118622,0.036855
7,,,,-0.116084,,-0.206489,0.622913,-0.106892,-0.066033,,-0.115741,-0.209279,-0.07344,0.06793
7,21.0,,0.329306,-0.134504,,,,-0.076033,-0.061255,-0.346387,-0.021018,-0.210633,,0.087639
7,,17.0,,,,0.015293,0.5766,-0.069504,-0.071164,-0.34887,0.012129,,,0.075651
7,21.0,18.0,0.261491,-0.204816,-0.031287,0.037047,0.636896,-0.086496,-0.11969,-0.30587,0.020695,-0.126672,,0.056095
,21.0,19.0,,,,0.130878,0.674663,,-0.151545,-0.253667,0.037435,-0.115997,,0.009306
7,21.0,20.0,0.319712,-0.294178,-0.012086,0.24435,0.685165,,-0.174469,-0.240528,,,-0.034092,
,21.0,21.0,0.253547,,0.127685,,,-0.11121,-0.186399,-0.204776,0.025404,-0.091176,,0.003793
7,22.0,,,-0.107152,0.019279,,0.053939,-0.543784,,0.150614,0.085458,-0.098015,-0.18282,0.082602
7,22.0,2.0,0.595376,-0.185322,-0.065069,,,-0.497193,-0.079542,0.134702,,,-0.186682,
7,,3.0,0.66891,-0.198221,-0.122652,,0.13994,-0.453392,-0.097759,,,-0.146662,-0.18479,0.042466
7,22.0,4.0,0.646375,-0.122606,-0.232062,-0.480244,0.191385,,-0.068408,,0.091138,,-0.176411,
7,22.0,,,,-0.271945,-0.494974,,-0.39553,-0.060922,0.020995,,-0.216069,,0.063874
7,22.0,6.0,0.688348,-0.175687,,-0.544754,0.340076,,-0.090343,0.011876,-0.015114,-0.217109,-0.21777,0.078456
7,22.0,,0.787807,-0.269776,-0.184863,-0.53686,0.325659,-0.194157,,-0.036776,,,-0.189424,
7,22.0,,0.736133,-0.209236,-0.293022,-0.477582,,-0.135578,-0.16543,-0.101521,-0.066664,-0.24325,-0.106034,0.05052
7,,9.0,0.739896,,,,0.420023,,,-0.173612,,,,0.062525
7,22.0,10.0,0.705681,,-0.320701,-0.384287,0.42241,,,-0.221415,-0.051138,-0.302434,,0.06615
7,,11.0,0.629982,-0.239741,,-0.291181,0.430857,0.025614,-0.263352,-0.257978,-0.042744,-0.268601,0.018035,
7,,,0.512949,-0.206992,,,0.470317,,,-0.302789,-0.022367,-0.272498,,-0.009377
7,22.0,13.0,0.399893,,-0.243573,-0.112666,0.514931,,,-0.313705,-0.013541,-0.243276,0.063869,-0.010729
,22.0,14.0,0.420488,-0.340483,,-0.022678,0.498435,-0.095928,-0.223485,-0.260271,,-0.226059,0.063322,-0.042662
7,22.0,15.0,0.357264,,,0.064017,0.459729,,-0.152704,-0.225579,-0.054341,,0.083681,-0.026787
7,22.0,16.0,,,0.058014,0.085088,0.503364,-0.190658,,-0.172694,-0.076487,-0.236418,0.077306,-0.001803
7,22.0,17.0,0.210857,-0.448059,0.114155,0.082108,0.523494,,,-0.15028,-0.079765,,0.060586,-0.00659
7,23.0,1.0,0.674404,0.201976,-0.17635,,,,-0.097858,0.219418,,,,
7,23.0,,0.615864,,,-0.557362,0.160604,-0.598706,,,0.142645,-0.077029,,
7,23.0,3.0,,,-0.140349,,,-0.580278,-0.10577,,0.142299,,,
7,23.0,4.0,,0.279976,-0.14655,-0.57447,0.112891,-0.517215,-0.085016,0.152149,,-0.1105,,0.023178
,23.0,5.0,,,,-0.579256,0.064878,-0.465681,,0.082233,0.104739,-0.145163,-0.025347,0.042783
7,,6.0,0.830496,,-0.230712,-0.644981,0.162109,,,,0.009218,-0.043189,-0.117028,0.067321
,23.0,7.0,,0.436747,-0.412346,-0.640853,0.291843,-0.506314,0.084091,0.020282,-0.033032,,-0.138138,
7,23.0,8.0,0.87674,0.456605,-0.493024,-0.584728,,-0.437311,0.100418,-0.060863,-0.015978,,-0.095963,0.040205
7,23.0,9.0,0.844843,0.454199,,,0.357042,-0.337172,,-0.078594,,-0.144259,-0.084705,0.00018
7,,10.0,,0.468595,-0.49705,-0.606742,0.421063,-0.276113,0.050179,-0.091132,-0.092448,-0.151484,-0.065414,-0.008089
7,,11.0,0.693037,0.21692,-0.468966,-0.542362,,,0.001887,-0.138803,,-0.149961,-0.071072,0.02877
,,12.0,0.838377,,-0.441066,-0.516014,0.629014,-0.193463,-0.041533,-0.170051,-0.147039,-0.117641,-0.105383,0.044644
7,23.0,13.0,0.670084,0.17833,-0.471237,,0.694496,-0.191685,-0.051086,-0.215741,,,,0.029447
7,23.0,14.0,0.540088,0.175303,,-0.279079,0.766336,-0.26239,-0.027933,-0.233664,-0.177579,-0.081309,-0.147776,
,23.0,15.0,,,-0.423705,-0.202613,,-0.261241,,-0.205479,-0.181283,,-0.149949,-0.009792
,23.0,16.0,0.373671,0.040409,-0.310931,,0.789702,-0.264461,,-0.168409,-0.218476,,-0.126876,0.013158
7,23.0,17.0,0.360949,-0.009355,,-0.129905,,,-0.109662,-0.137018,-0.266171,-0.044198,-0.093735,-0.017523
,23.0,18.0,,-0.05876,,,0.758771,-0.132198,-0.118931,-0.115352,-0.257985,-0.025637,-0.099008,-0.051535
7,,19.0,0.465328,-0.107078,,-0.047914,0.768472,,,-0.119482,,-0.065807,-0.10483,
,,,0.391926,-0.144699,-0.02385,,,-0.209479,0.001531,-0.107969,-0.207597,-0.083962,-0.073127,-0.041996
7,23.0,,,-0.136869,,0.067786,0.667694,-0.225881,0.018229,-0.104046,-0.181766,-0.118928,-0.031966,
,,,,0.409761,-0.115554,-0.480706,0.240611,-0.421844,-0.195239,-0.070911,0.151651,0.037311,-0.031849,
,24.0,2.0,0.496196,0.279298,-0.093957,-0.427903,0.204448,-0.333163,-0.187247,-0.099655,0.191535,,-0.088735,
,24.0,3.0,0.399664,,-0.140661,-0.381061,0.261054,-0.376013,,,0.161673,,-0.050084,
7,24.0,4.0,0.612105,,-0.070349,-0.442849,0.259956,-0.297715,-0.241991,,,-0.046949,-0.102478,0.116806
7,24.0,5.0,0.731564,0.029068,-0.033061,-0.397247,0.311992,,-0.242965,,0.21331,-0.120713,-0.09583,
,24.0,6.0,,0.043925,-0.133918,,,,-0.178118,-0.191134,,-0.14427,-0.104329,0.159127
7,24.0,7.0,0.719017,,-0.163319,-0.382529,,,,,0.189086,-0.16302,-0.101376,0.160452
,24.0,8.0,0.646911,,-0.13874,-0.428607,0.329779,-0.076989,,,0.161554,-0.203479,-0.076093,0.178176
7,24.0,9.0,,-0.016991,,-0.371867,0.477497,,,-0.183419,,,-0.060433,0.14968
,24.0,,,,,-0.342549,,-0.082749,-0.198161,,,,,
7,24.0,,0.645912,,,-0.217814,0.544921,-0.098186,,-0.23181,,-0.207085,-0.032392,
7,24.0,12.0,,-0.080998,-0.211184,,,-0.174488,-0.148424,-0.269518,0.061113,-0.161151,-0.046698,
7,24.0,13.0,,-0.004691,-0.272872,0.027597,,,,-0.293551,,-0.185243,-0.024092,0.102662
7,24.0,,,,-0.141188,,0.546182,-0.01666,-0.164986,,0.12015,,,0.150246
7,24.0,15.0,0.151705,,-0.090371,,,-0.005759,-0.181999,-0.347285,0.135191,,-0.031395,
7,24.0,16.0,0.105265,-0.191953,,,,-0.05599,,-0.347107,0.157632,-0.210206,,0.055909
,,17.0,0.038007,,-0.057882,0.285335,0.587661,-0.019537,-0.206511,,0.207224,-0.264858,0.001625,0.029632
7,25.0,1.0,1.287531,,,-0.669192,0.062019,,-0.259754,,0.134917,0.163934,-0.252167,
,25.0,,1.410495,-0.342695,,-0.671474,0.040737,-0.249933,-0.170363,,0.093331,,-0.263622,-0.000876
7,25.0,3.0,,-0.387286,,-0.702133,0.062325,-0.202223,-0.126761,,0.092643,,-0.309557,0.043678
,,4.0,1.465483,-0.317448,,-0.714462,0.130419,,-0.191269,-0.03971,0.092859,,-0.248363,
,25.0,,1.386691,-0.331071,-0.17473,-0.516074,0.035691,-0.100695,,-0.162112,0.200339,0.003675,-0.261821,0.033649
,25.0,,,-0.269133,-0.316156,-0.442217,0.051887,,-0.09544,-0.279328,0.290561,-0.144153,-0.221815,0.065137
7,25.0,7.0,1.237902,-0.209425,,,,0.000669,,,,-0.211297,-0.180051,
7,,,1.189058,-0.18606,-0.346163,-0.470299,0.222142,0.037332,-0.032794,,0.204203,-0.207497,,
7,25.0,,1.274986,-0.27288,,-0.495072,0.300785,0.07014,-0.043193,,,,-0.193776,
7,25.0,10.0,,-0.278425,-0.304609,-0.393483,0.318928,0.177683,-0.098549,,0.115069,-0.211143,,
,,11.0,1.041303,-0.24466,-0.279988,-0.312764,0.396876,0.208893,-0.136966,-0.501526,,-0.188749,,0.156899
7,,,0.898199,,-0.14599,-0.295941,0.488612,0.143645,,-0.491103,0.034296,-0.127731,,
,,13.0,0.901567,-0.483751,-0.103066,,,0.139275,-0.169954,-0.493058,0.082654,-0.153004,,
7,,,,-0.501973,-0.060767,,0.464242,0.11896,-0.190758,-0.473791,,-0.185655,-0.105698,
7,,15.0,0.586873,,0.066796,-0.047177,0.484339,0.065809,-0.179238,-0.402987,,-0.190092,-0.07486,0.103928
7,25.0,,0.542292,-0.526749,0.127314,0.037381,0.49073,,-0.167705,-0.36491,0.067378,-0.200375,-0.030089,
7,25.0,,0.580166,-0.501348,0.122911,,0.514928,-0.051293,-0.140286,-0.321855,0.07125,,0.003702,0.09004
7,26.0,1.0,1.190255,-0.080559,0.031952,,0.221606,-0.393816,,0.17076,0.129893,-0.065683,,0.125309
,26.0,,,-0.075127,-0.014263,-0.71262,0.222454,-0.352787,,,0.06698,-0.05503,,0.091119
,26.0,3.0,1.047498,-0.11727,,-0.756861,,,-0.192424,0.163346,0.029558,,,
,26.0,4.0,0.875008,,-0.120437,-0.643858,,-0.118074,,,0.045205,-0.243513,-0.033977,
,26.0,5.0,,,-0.264199,-0.530049,0.263641,-0.106263,-0.073006,,0.095851,,-0.013505,0.063562
7,26.0,6.0,,,,,,-0.046832,,-0.198685,,,,
7,,7.0,,-0.059824,-0.281137,-0.339964,0.320752,0.060823,-0.091459,,,-0.358356,-0.050489,0.085667
7,26.0,8.0,,,-0.102341,-0.360979,0.326734,,-0.046621,-0.304681,0.049532,-0.363334,-0.041882,0.170702
7,26.0,,0.500157,,-0.083433,-0.32198,0.423981,,-0.060961,,-0.006196,-0.31769,-0.053119,0.200109
,26.0,,0.483246,-0.241605,-0.055493,-0.246144,0.460746,,,,0.017457,-0.283965,-0.120615,0.188396
7,26.0,11.0,,-0.344462,-0.028017,-0.151233,0.452328,,-0.096164,-0.315921,,,,
,26.0,12.0,0.489456,,0.017798,-0.032924,,-0.069642,,-0.292631,0.01683,-0.288468,-0.031463,0.115953
7,,13.0,,-0.344004,0.129633,-0.049584,0.400741,,-0.01799,-0.244095,-0.016013,-0.274612,,
7,26.0,14.0,,,0.129174,-0.014153,,-0.069996,,-0.220209,,,0.066053,0.113645
7,26.0,15.0,0.260784,-0.218259,,0.093255,0.461444,,-0.049652,,0.021935,-0.344725,0.117055,0.052885
7,26.0,,0.204472,,,0.066814,,,-0.026519,-0.185136,0.026327,-0.324667,0.035513,0.087158
7,27.0,,1.148698,-0.275565,-0.027874,,,-0.357154,-0.116872,0.016752,0.201649,-0.070203,-0.226344,0.146297
,27.0,2.0,1.247033,-0.223713,-0.040171,,0.087646,,,-0.02905,0.172705,-0.042685,-0.272437,0.170881
,27.0,,1.291493,,-0.168827,-0.640948,0.187191,-0.303446,-0.042302,,0.148811,-0.032125,-0.246662,
7,,4.0,1.250639,0.047066,,,0.301496,-0.348001,-0.069945,0.025118,0.037623,,-0.178838,0.091446
7,,,1.270182,0.046589,-0.236405,,0.30921,,,-0.033722,-0.022131,-0.129793,-0.150457,0.140105
7,27.0,6.0,,,,,0.237109,,,-0.20033,0.068375,-0.195723,-0.116432,0.16289
7,27.0,7.0,1.208141,-0.154006,,-0.4752,,,-0.127506,-0.189019,0.043692,-0.255413,-0.095956,0.207399
7,27.0,8.0,1.169777,-0.334908,-0.058951,-0.527444,0.502026,-0.105623,,,-0.07029,-0.161572,-0.128468,0.165028
,27.0,9.0,1.164519,-0.255571,-0.123333,-0.427155,0.560323,,-0.207762,,-0.077246,-0.175032,-0.119584,0.152642
7,27.0,10.0,1.126515,-0.337723,-0.077557,-0.292025,0.428744,-0.049282,-0.139837,-0.300507,-0.048688,-0.220141,,
7,,,,-0.502457,,,0.346064,0.031822,-0.18965,-0.24055,-0.082273,-0.277481,-0.030178,
7,,,,-0.502086,0.022145,-0.050599,0.360611,0.00372,-0.222386,-0.234254,-0.016693,-0.337178,-0.01774,0.183957
,27.0,13.0,,,-0.034887,0.012278,0.454469,-0.081346,-0.228124,-0.210612,,-0.307448,,0.103153
7,27.0,,0.901382,,-0.003463,-0.028123,,-0.149221,-0.142309,-0.161279,-0.077927,,-0.023458,0.072277
7,,15.0,,-0.353742,0.024025,-0.021694,0.504023,-0.155429,-0.10489,-0.161464,,,,0.058659
7,27.0,16.0,1.011486,-0.523864,0.14871,0.074066,,,-0.050114,-0.238192,-0.038989,,-0.11876,0.13003
7,28.0,,1.061287,0.122144,,,0.234243,-0.476752,-0.27805,0.107222,0.056882,0.120807,-0.100983,-0.034612
,28.0,2.0,,,-0.125936,-0.817676,0.381524,-0.545706,,,0.022219,0.135405,-0.10634,-0.028209
7,,3.0,,,-0.197424,-0.720883,,-0.482961,-0.205722,0.040871,0.05789,0.104525,-0.13058,
7,28.0,4.0,1.126987,,-0.1407,-0.688295,,-0.425945,-0.160922,0.064317,,0.056683,-0.160936,0.034628
,28.0,5.0,0.972126,0.292124,-0.168115,-0.744688,,-0.360134,,0.0325,0.030843,0.041463,-0.113935,
7,28.0,,1.058462,0.184718,-0.200023,-0.727961,,-0.266305,-0.142442,,-0.010624,0.040996,-0.120287,0.060487
7,28.0,,,-0.037368,-0.117783,-0.637894,,,-0.111501,-0.104301,,,,
7,,8.0,1.151031,-0.056136,,-0.606309,,-0.07238,,-0.06516,-0.058294,-0.125173,,0.105072
7,28.0,,1.085663,0.060707,-0.218258,,0.323767,0.05503,-0.089622,-0.198928,-0.011985,-0.239922,-0.010298,0.131602
7,28.0,,1.074431,0.032317,-0.337205,,0.385245,,-0.024254,-0.311014,-0.013432,-0.235651,-0.011428,
7,28.0,11.0,0.862113,0.028902,-0.375022,-0.223081,0.394138,0.043563,-0.065557,-0.363856,0.021899,,,0.048171
7,28.0,,0.639209,0.115234,-0.213369,-0.23141,0.40999,,-0.086792,,0.034119,,0.000898,
,28.0,,0.613207,-0.012408,-0.079121,-0.160068,0.443726,0.035501,-0.05742,-0.375543,0.000229,-0.242238,,0.11502
,28.0,,0.633797,,,-0.014062,,-0.05818,-0.092786,,,-0.335629,0.027218,0.092527
7,28.0,,0.566876,,,0.10531,0.514372,-0.100141,,,0.075794,-0.300358,,0.011295
7,28.0,16.0,0.465905,-0.121702,-0.146507,0.067603,0.572601,,-0.045155,,0.002421,-0.187407,,0.028803
7,,,0.419093,-0.171005,0.028825,0.026078,0.577442,,-0.019431,-0.275678,-0.04238,,-0.083005,
7,29.0,,0.932747,0.107527,0.002567,-0.629358,0.07769,-0.235301,-0.43064,0.124715,0.236563,-0.046978,0.018382,-0.079619
,,2.0,,0.166544,-0.085526,,0.07099,-0.156585,-0.352012,,,-0.107905,,-0.032454
7,,3.0,,0.24417,,-0.565692,0.009753,-0.058148,-0.256688,-0.095497,0.308622,,0.083151,
7,29.0,4.0,1.001841,,-0.340261,-0.480901,-0.002239,-0.032948,-0.209956,-0.141794,0.387006,,,-0.048752
7,29.0,,0.869022,0.26025,-0.278875,,0.05274,-0.028932,-0.157154,-0.160748,,-0.292197,0.0832,-0.002959
7,29.0,6.0,,0.185393,-0.23804,-0.498914,0.143006,-0.016962,,,0.209542,-0.27756,,
7,29.0,7.0,,0.307742,,-0.489045,0.18312,,-0.089971,-0.211577,0.162412,-0.271815,0.044286,-0.01372
,29.0,,,0.374744,,-0.537696,0.234464,0.023002,,-0.208686,0.117497,-0.303955,0.043326,-0.017371
7,29.0,9.0,0.697281,,-0.329102,-0.517755,0.343556,0.028668,,,,-0.289862,,
7,29.0,10.0,,0.180414,-0.241744,-0.532885,0.401578,0.034904,,-0.228981,,,-0.030935,0.048989
,29.0,11.0,0.534179,,-0.332223,-0.445471,0.35685,0.049892,-0.097688,,,,0.027831,0.02493
7,,12.0,,0.10818,-0.337662,-0.418994,0.36429,,-0.069815,-0.337255,-0.067381,-0.354344,0.037396,0.009416
,,13.0,,,-0.165697,,0.359585,0.03549,,-0.342189,-0.124659,-0.328671,0.036695,0.01885
,29.0,,0.064488,-0.188256,-0.061768,-0.319985,0.332416,0.036447,-0.072125,,-0.116377,-0.327119,0.05054,-0.0072
,29.0,15.0,0.037143,,-0.009178,,0.333184,0.012739,,-0.346973,-0.120645,,0.096582,-0.043892
7,29.0,16.0,0.008338,-0.222967,0.022346,-0.159333,,,-0.108588,-0.312157,-0.143578,,0.150534,-0.064934
7,,,,-0.223368,,,0.380421,0.001415,,-0.316039,,-0.326302,,-0.047339
7,29.0,18.0,0.195541,-0.202816,,-0.11559,0.431831,-0.049724,-0.108775,,-0.163111,-0.336812,,
,,19.0,0.112482,-0.161583,0.313275,,,-0.101478,-0.147144,,-0.205369,,,0.073698
,29.0,,0.027152,-0.203802,,0.021119,,-0.214499,-0.204592,-0.139026,-0.181224,,-0.02772,0.045678
7,,1.0,1.011366,0.281388,-0.20866,-0.420172,,,-0.043454,0.017282,0.233188,,-0.165677,0.064439
,,,,0.429417,-0.396285,-0.540625,,-0.537147,-0.001203,0.034345,0.081134,,-0.201079,0.020832
,30.0,,,0.420413,-0.38129,-0.528159,,-0.434893,0.001425,-0.000317,0.056381,-0.055045,-0.176083,
,,4.0,1.125397,0.281843,-0.255211,-0.455694,0.199187,,,-0.119724,0.139546,-0.173431,,0.098597
7,,5.0,1.060463,0.265478,-0.151445,-0.523042,0.210996,-0.178907,0.035705,-0.094829,,-0.121239,-0.120902,
7,,,0.998268,0.243212,,-0.521985,0.300026,,-0.034162,-0.061376,-0.076765,-0.084827,-0.110331,0.076348
7,,,,0.229096,,-0.415365,,-0.030087,-0.078172,,,,-0.096445,
7,,,1.027902,,,,0.350262,,-0.112751,-0.221711,,-0.205133,-0.055706,0.025582
,30.0,9.0,,0.095626,-0.410148,-0.195185,0.361706,0.050318,-0.154182,,0.052115,-0.213408,-0.034612,0.004631
7,30.0,10.0,0.859216,,-0.365538,-0.215613,0.4297,0.056102,-0.125461,,0.038946,,-0.037024,0.042484
7,,,0.939655,0.054983,-0.329797,,,-0.020419,-0.105097,-0.28776,-0.020671,,,
,,12.0,0.941795,0.058615,-0.243414,-0.241073,,0.000944,-0.159026,-0.221263,-0.068075,-0.165766,-0.022067,
7,30.0,13.0,0.939164,-0.062571,-0.145353,,0.6022,0.056765,,-0.255886,,-0.144539,,0.045383
7,30.0,14.0,0.782934,-0.059842,,-0.21686,0.734912,-0.003945,-0.140544,-0.302999,,,-0.083253,0.086799
7,30.0,15.0,0.596055,0.03461,,,,,-0.080503,-0.320555,-0.036678,-0.175279,-0.046891,
,30.0,,0.628971,0.048237,0.119505,-0.052796,0.505293,,-0.058888,-0.364895,-0.049648,-0.199165,0.006658,
7,,1.0,0.940117,0.224281,,-0.717958,,-0.527972,-0.297374,0.127326,0.099106,0.163341,-0.147215,-0.084564
7,31.0,2.0,1.10811,,-2.2e-05,-0.725527,0.32816,-0.47862,-0.290946,0.155379,0.057455,0.152429,-0.175176,-0.080715
7,,3.0,0.988062,,,-0.636369,0.213439,,-0.197799,,0.091554,0.095362,-0.164809,-0.041751
7,31.0,4.0,,,-0.18879,-0.624761,0.209755,-0.321181,-0.169289,,0.137806,0.004285,-0.140297,-0.039197
,31.0,5.0,1.049409,0.098383,-0.227317,-0.669184,0.283526,-0.322206,,,0.108838,-0.086211,-0.121624,-0.026639
7,,6.0,1.026765,,-0.240089,-0.677744,0.294795,,,-0.069979,,-0.131187,-0.101184,-0.001896
7,31.0,7.0,0.957145,0.219749,-0.25932,,0.335251,-0.148428,-0.114863,-0.119697,,-0.131712,-0.08265,0.003025
