,x-box,y-box,width,high,onpix,x-bar,y-bar,x2bar,y2bar,xybar,x2ybr,xy2br,x-ege,xegvy,y-ege,yegvx,class
611,4.0,9.0,4.0,6.0,3.0,3.0,7.0,6.0,11.0,7.0,6.0,15.0,0.0,8.0,7.0,7.0,E
612,7.0,11.0,9.0,8.0,9.0,8.0,7.0,5.0,5.0,7.0,6.0,7.0,7.0,6.0,9.0,14.0,K
613,8.0,11.0,7.0,8.0,5.0,3.0,11.0,1.0,3.0,8.0,10.0,7.0,6.0,11.0,2.0,7.0,V
614,8.0,12.0,9.0,6.0,5.0,6.0,9.0,2.0,8.0,11.0,8.0,8.0,4.0,9.0,4.0,5.0,X
615,6.0,8.0,6.0,9.0,7.0,8.0,7.0,7.0,2.0,8.0,7.0,10.0,3.0,8.0,6.0,7.0,Q
616,3.0,3.0,4.0,2.0,2.0,7.0,8.0,5.0,5.0,7.0,5.0,7.0,2.0,7.0,4.0,8.0,R
617,4.0,6.0,6.0,4.0,3.0,6.0,13.0,7.0,2.0,11.0,5.0,2.0,1.0,10.0,4.0,7.0,P
618,1.0,2.0,2.0,3.0,1.0,8.0,7.0,5.0,2.0,8.0,7.0,9.0,2.0,9.0,3.0,9.0,Q
619,2.0,4.0,4.0,3.0,2.0,7.0,7.0,2.0,7.0,10.0,5.0,7.0,1.0,8.0,5.0,8.0,S
620,10.0,13.0,12.0,7.0,6.0,10.0,2.0,3.0,2.0,10.0,2.0,9.0,8.0,1.0,2.0,8.0,M
621,2.0,2.0,3.0,3.0,2.0,7.0,7.0,5.0,9.0,6.0,6.0,8.0,2.0,8.0,7.0,8.0,Z
622,1.0,0.0,2.0,1.0,1.0,8.0,7.0,4.0,7.0,5.0,6.0,7.0,0.0,8.0,7.0,8.0,S
623,3.0,4.0,5.0,3.0,2.0,6.0,10.0,2.0,6.0,13.0,6.0,5.0,1.0,9.0,3.0,7.0,F
624,3.0,3.0,3.0,5.0,1.0,0.0,1.0,6.0,6.0,0.0,1.0,6.0,0.0,8.0,0.0,8.0,L
625,4.0,7.0,6.0,5.0,3.0,10.0,1.0,3.0,3.0,9.0,2.0,8.0,3.0,6.0,4.0,9.0,A
626,3.0,7.0,5.0,5.0,2.0,7.0,10.0,1.0,2.0,7.0,12.0,8.0,1.0,11.0,0.0,8.0,Y
627,10.0,15.0,9.0,8.0,5.0,7.0,6.0,5.0,6.0,9.0,4.0,5.0,5.0,8.0,6.0,9.0,D
628,3.0,7.0,3.0,4.0,2.0,7.0,9.0,14.0,3.0,7.0,3.0,8.0,3.0,8.0,0.0,8.0,H
629,4.0,2.0,5.0,4.0,4.0,7.0,8.0,6.0,6.0,7.0,6.0,8.0,3.0,8.0,3.0,8.0,H
630,2.0,1.0,3.0,2.0,2.0,8.0,6.0,6.0,3.0,7.0,7.0,9.0,6.0,5.0,1.0,8.0,M
631,6.0,10.0,8.0,7.0,5.0,8.0,8.0,3.0,7.0,10.0,5.0,7.0,2.0,8.0,5.0,8.0,S
632,8.0,10.0,8.0,8.0,5.0,5.0,11.0,2.0,7.0,11.0,10.0,5.0,2.0,12.0,2.0,4.0,T
633,0.0,7.0,0.0,4.0,0.0,7.0,7.0,4.0,4.0,7.0,6.0,8.0,0.0,8.0,0.0,8.0,I
634,3.0,9.0,5.0,6.0,2.0,9.0,6.0,3.0,1.0,8.0,0.0,8.0,2.0,7.0,1.0,8.0,A
635,3.0,2.0,3.0,3.0,2.0,8.0,8.0,6.0,5.0,7.0,6.0,7.0,2.0,8.0,9.0,8.0,S
636,3.0,5.0,4.0,6.0,3.0,6.0,11.0,9.0,4.0,7.0,2.0,9.0,3.0,7.0,5.0,11.0,R
637,5.0,8.0,6.0,9.0,7.0,8.0,7.0,6.0,3.0,8.0,8.0,10.0,3.0,9.0,5.0,8.0,Q
638,3.0,7.0,5.0,5.0,2.0,6.0,4.0,1.0,9.0,8.0,2.0,11.0,0.0,8.0,2.0,8.0,L
639,10.0,14.0,8.0,8.0,4.0,11.0,1.0,3.0,0.0,10.0,4.0,11.0,3.0,4.0,4.0,10.0,A
640,6.0,9.0,6.0,7.0,3.0,4.0,9.0,2.0,8.0,10.0,11.0,6.0,2.0,10.0,4.0,3.0,Y
641,4.0,11.0,6.0,8.0,3.0,10.0,10.0,1.0,3.0,6.0,12.0,8.0,1.0,11.0,0.0,8.0,Y
642,2.0,0.0,2.0,1.0,1.0,7.0,8.0,7.0,5.0,7.0,6.0,7.0,1.0,8.0,7.0,8.0,B
643,3.0,2.0,4.0,4.0,3.0,6.0,7.0,5.0,5.0,6.0,5.0,7.0,3.0,7.0,4.0,8.0,R
644,3.0,7.0,4.0,5.0,2.0,6.0,3.0,1.0,8.0,8.0,2.0,11.0,0.0,7.0,2.0,8.0,L
645,5.0,7.0,5.0,5.0,5.0,5.0,10.0,3.0,2.0,9.0,8.0,7.0,6.0,11.0,2.0,6.0,W
646,3.0,5.0,5.0,3.0,2.0,7.0,8.0,2.0,4.0,10.0,6.0,6.0,5.0,8.0,0.0,7.0,N
647,4.0,11.0,5.0,8.0,3.0,5.0,11.0,3.0,4.0,9.0,12.0,9.0,2.0,10.0,1.0,8.0,V
648,4.0,8.0,6.0,6.0,3.0,9.0,2.0,2.0,2.0,7.0,1.0,8.0,2.0,7.0,3.0,7.0,A
649,1.0,0.0,2.0,1.0,0.0,8.0,7.0,7.0,4.0,7.0,6.0,8.0,2.0,8.0,3.0,8.0,O
650,7.0,9.0,7.0,4.0,3.0,5.0,10.0,2.0,2.0,9.0,10.0,8.0,8.0,12.0,0.0,7.0,W
651,4.0,5.0,6.0,7.0,3.0,9.0,6.0,9.0,8.0,8.0,4.0,9.0,3.0,8.0,4.0,8.0,O
652,4.0,6.0,6.0,4.0,4.0,5.0,6.0,4.0,7.0,6.0,6.0,10.0,3.0,8.0,5.0,9.0,K
653,4.0,7.0,5.0,5.0,3.0,7.0,6.0,8.0,5.0,7.0,5.0,8.0,3.0,8.0,3.0,8.0,O
654,5.0,10.0,7.0,8.0,4.0,7.0,3.0,2.0,9.0,7.0,1.0,9.0,1.0,6.0,3.0,7.0,L
655,2.0,3.0,4.0,2.0,2.0,6.0,9.0,3.0,6.0,10.0,7.0,8.0,3.0,8.0,3.0,8.0,H
656,2.0,6.0,4.0,4.0,1.0,5.0,4.0,1.0,9.0,7.0,1.0,9.0,0.0,7.0,2.0,7.0,L
657,4.0,8.0,6.0,6.0,5.0,8.0,7.0,8.0,4.0,7.0,6.0,7.0,3.0,8.0,3.0,7.0,O
658,3.0,5.0,5.0,3.0,3.0,6.0,8.0,2.0,8.0,11.0,8.0,9.0,2.0,9.0,4.0,7.0,E
659,2.0,6.0,3.0,4.0,0.0,9.0,10.0,2.0,2.0,6.0,12.0,8.0,1.0,11.0,0.0,8.0,Y
660,4.0,4.0,7.0,3.0,4.0,6.0,6.0,3.0,4.0,10.0,9.0,10.0,7.0,6.0,2.0,8.0,M
661,3.0,8.0,4.0,6.0,2.0,5.0,7.0,10.0,8.0,6.0,5.0,5.0,3.0,8.0,4.0,8.0,D
662,5.0,8.0,5.0,6.0,3.0,3.0,8.0,5.0,7.0,10.0,10.0,10.0,3.0,9.0,2.0,6.0,U
663,3.0,5.0,5.0,4.0,4.0,9.0,6.0,3.0,6.0,10.0,5.0,7.0,2.0,8.0,5.0,10.0,B
664,4.0,9.0,6.0,7.0,6.0,7.0,7.0,8.0,6.0,6.0,5.0,5.0,3.0,9.0,4.0,8.0,D
665,2.0,3.0,4.0,2.0,2.0,9.0,11.0,3.0,2.0,5.0,9.0,7.0,6.0,10.0,0.0,8.0,W
666,4.0,9.0,6.0,7.0,4.0,8.0,6.0,2.0,9.0,12.0,5.0,9.0,3.0,6.0,8.0,8.0,Z
667,4.0,6.0,5.0,4.0,3.0,9.0,8.0,3.0,7.0,10.0,4.0,7.0,2.0,7.0,4.0,9.0,S
668,5.0,7.0,6.0,5.0,3.0,8.0,7.0,2.0,9.0,12.0,5.0,10.0,2.0,9.0,6.0,9.0,Z
669,11.0,14.0,10.0,8.0,4.0,6.0,8.0,3.0,7.0,9.0,8.0,10.0,6.0,8.0,4.0,6.0,K
670,2.0,4.0,4.0,3.0,2.0,7.0,9.0,4.0,4.0,12.0,5.0,3.0,1.0,10.0,3.0,8.0,P
671,4.0,7.0,5.0,5.0,3.0,7.0,7.0,4.0,8.0,11.0,8.0,8.0,2.0,10.0,5.0,6.0,S
672,5.0,10.0,8.0,8.0,4.0,7.0,10.0,2.0,7.0,6.0,12.0,9.0,2.0,11.0,2.0,8.0,Y
673,2.0,5.0,3.0,4.0,2.0,4.0,4.0,4.0,7.0,2.0,1.0,6.0,0.0,7.0,1.0,6.0,L
674,1.0,0.0,2.0,0.0,0.0,7.0,10.0,1.0,3.0,7.0,12.0,8.0,1.0,11.0,0.0,8.0,Y
675,3.0,8.0,3.0,6.0,2.0,3.0,7.0,6.0,10.0,7.0,6.0,14.0,0.0,8.0,7.0,8.0,E
676,3.0,3.0,5.0,5.0,2.0,7.0,5.0,3.0,1.0,6.0,1.0,8.0,2.0,7.0,2.0,7.0,A
677,7.0,15.0,6.0,8.0,5.0,11.0,4.0,4.0,6.0,10.0,5.0,7.0,3.0,9.0,7.0,12.0,Q
678,6.0,9.0,6.0,10.0,6.0,8.0,6.0,7.0,4.0,9.0,6.0,10.0,4.0,10.0,7.0,6.0,Q
679,1.0,1.0,2.0,1.0,1.0,6.0,9.0,7.0,3.0,7.0,5.0,8.0,2.0,7.0,4.0,10.0,R
680,2.0,5.0,4.0,4.0,1.0,5.0,13.0,3.0,5.0,13.0,7.0,3.0,0.0,9.0,2.0,6.0,F
681,2.0,3.0,3.0,4.0,2.0,7.0,8.0,5.0,1.0,7.0,8.0,10.0,2.0,9.0,5.0,8.0,Q
682,3.0,3.0,3.0,4.0,1.0,1.0,12.0,5.0,4.0,11.0,10.0,7.0,0.0,8.0,3.0,7.0,F
683,6.0,10.0,7.0,8.0,4.0,6.0,7.0,7.0,8.0,10.0,7.0,10.0,2.0,10.0,5.0,9.0,G
684,7.0,10.0,9.0,8.0,7.0,9.0,7.0,4.0,7.0,10.0,5.0,6.0,2.0,8.0,6.0,10.0,B
685,3.0,2.0,5.0,4.0,3.0,7.0,10.0,2.0,2.0,7.0,9.0,8.0,7.0,11.0,0.0,8.0,W
686,4.0,5.0,4.0,8.0,2.0,1.0,12.0,5.0,4.0,11.0,10.0,7.0,0.0,8.0,3.0,6.0,F
687,6.0,9.0,6.0,6.0,3.0,2.0,11.0,4.0,6.0,13.0,12.0,6.0,1.0,11.0,2.0,5.0,Y
688,4.0,5.0,5.0,4.0,3.0,6.0,7.0,4.0,7.0,6.0,6.0,10.0,3.0,8.0,5.0,9.0,K
689,2.0,2.0,3.0,3.0,2.0,7.0,8.0,5.0,4.0,7.0,6.0,6.0,5.0,9.0,2.0,5.0,N
690,2.0,8.0,3.0,6.0,1.0,13.0,2.0,8.0,4.0,13.0,4.0,12.0,1.0,6.0,0.0,8.0,J
691,4.0,8.0,6.0,6.0,5.0,8.0,5.0,1.0,6.0,9.0,4.0,10.0,4.0,8.0,4.0,10.0,K
692,4.0,7.0,5.0,5.0,2.0,5.0,8.0,7.0,10.0,6.0,7.0,11.0,1.0,7.0,4.0,8.0,C
693,4.0,10.0,5.0,8.0,3.0,7.0,7.0,4.0,15.0,9.0,6.0,8.0,0.0,8.0,8.0,8.0,Z
694,6.0,11.0,7.0,8.0,4.0,2.0,8.0,5.0,9.0,10.0,10.0,14.0,1.0,7.0,3.0,7.0,C
695,4.0,10.0,4.0,7.0,3.0,1.0,12.0,4.0,4.0,11.0,10.0,8.0,0.0,8.0,2.0,6.0,F
696,4.0,5.0,4.0,7.0,3.0,7.0,7.0,14.0,2.0,5.0,6.0,8.0,6.0,8.0,0.0,8.0,N
697,4.0,5.0,6.0,3.0,2.0,7.0,8.0,2.0,5.0,10.0,6.0,6.0,5.0,8.0,1.0,7.0,N
698,2.0,1.0,2.0,2.0,2.0,6.0,7.0,4.0,4.0,6.0,5.0,6.0,2.0,7.0,3.0,8.0,R
699,5.0,8.0,6.0,10.0,6.0,9.0,5.0,7.0,4.0,9.0,5.0,11.0,4.0,8.0,6.0,7.0,Q
700,11.0,13.0,11.0,7.0,6.0,11.0,11.0,7.0,3.0,4.0,7.0,9.0,10.0,13.0,3.0,6.0,M
701,5.0,6.0,7.0,5.0,7.0,7.0,9.0,4.0,4.0,7.0,5.0,7.0,9.0,8.0,5.0,5.0,M
702,7.0,10.0,6.0,5.0,3.0,8.0,6.0,3.0,5.0,9.0,8.0,6.0,4.0,10.0,4.0,5.0,Y
703,4.0,9.0,5.0,7.0,2.0,7.0,5.0,15.0,5.0,7.0,13.0,8.0,3.0,9.0,0.0,8.0,U
704,1.0,1.0,2.0,1.0,1.0,7.0,7.0,3.0,7.0,6.0,6.0,8.0,2.0,8.0,5.0,8.0,X
705,3.0,4.0,5.0,6.0,4.0,9.0,10.0,7.0,4.0,7.0,7.0,6.0,4.0,10.0,5.0,5.0,Y
706,3.0,3.0,4.0,1.0,1.0,4.0,10.0,2.0,7.0,10.0,10.0,5.0,1.0,10.0,3.0,4.0,Y
707,4.0,8.0,5.0,6.0,4.0,6.0,11.0,3.0,7.0,8.0,11.0,8.0,2.0,12.0,1.0,7.0,T
708,1.0,4.0,2.0,3.0,1.0,7.0,8.0,0.0,7.0,13.0,6.0,8.0,0.0,8.0,1.0,7.0,I
709,4.0,8.0,6.0,6.0,4.0,8.0,7.0,6.0,6.0,9.0,5.0,7.0,3.0,8.0,5.0,11.0,R
710,4.0,11.0,5.0,8.0,4.0,4.0,11.0,4.0,6.0,11.0,10.0,6.0,2.0,10.0,3.0,5.0,F
711,7.0,11.0,8.0,6.0,4.0,8.0,8.0,2.0,8.0,11.0,6.0,7.0,4.0,12.0,4.0,8.0,X
712,4.0,4.0,6.0,3.0,4.0,6.0,6.0,3.0,4.0,10.0,9.0,9.0,7.0,6.0,2.0,9.0,M
713,2.0,6.0,3.0,4.0,2.0,4.0,5.0,1.0,9.0,3.0,2.0,8.0,0.0,7.0,2.0,5.0,L
714,5.0,11.0,6.0,8.0,8.0,8.0,7.0,4.0,6.0,7.0,6.0,6.0,6.0,8.0,6.0,10.0,B
715,4.0,8.0,5.0,6.0,2.0,6.0,9.0,7.0,10.0,5.0,7.0,12.0,1.0,6.0,4.0,8.0,C
716,8.0,12.0,8.0,6.0,6.0,7.0,8.0,3.0,6.0,9.0,3.0,8.0,6.0,6.0,6.0,6.0,R
717,2.0,3.0,3.0,2.0,1.0,6.0,11.0,3.0,5.0,12.0,7.0,4.0,1.0,9.0,1.0,7.0,F
718,2.0,5.0,4.0,3.0,2.0,7.0,10.0,1.0,7.0,7.0,11.0,8.0,2.0,11.0,2.0,8.0,Y
719,4.0,6.0,6.0,4.0,5.0,11.0,6.0,1.0,5.0,9.0,5.0,6.0,5.0,9.0,4.0,7.0,F
720,6.0,11.0,8.0,8.0,8.0,7.0,8.0,6.0,8.0,8.0,6.0,8.0,9.0,7.0,4.0,8.0,H
721,4.0,9.0,6.0,6.0,2.0,7.0,8.0,7.0,10.0,5.0,6.0,13.0,1.0,7.0,4.0,9.0,C
722,3.0,6.0,5.0,4.0,4.0,11.0,5.0,3.0,4.0,9.0,3.0,6.0,7.0,6.0,2.0,8.0,M
723,2.0,4.0,3.0,3.0,2.0,6.0,8.0,7.0,8.0,8.0,7.0,13.0,1.0,9.0,4.0,10.0,C
724,3.0,9.0,4.0,7.0,2.0,7.0,6.0,8.0,7.0,6.0,6.0,10.0,2.0,7.0,5.0,10.0,G
725,2.0,3.0,3.0,2.0,1.0,6.0,11.0,2.0,7.0,11.0,9.0,5.0,1.0,10.0,2.0,5.0,T
726,5.0,10.0,5.0,8.0,4.0,6.0,8.0,9.0,7.0,7.0,6.0,7.0,2.0,8.0,9.0,10.0,B
727,1.0,0.0,2.0,0.0,0.0,7.0,9.0,2.0,1.0,6.0,12.0,8.0,1.0,10.0,0.0,8.0,Y
728,2.0,4.0,4.0,3.0,2.0,7.0,7.0,2.0,9.0,11.0,6.0,8.0,1.0,8.0,5.0,8.0,Z
729,2.0,1.0,3.0,1.0,1.0,8.0,6.0,6.0,6.0,6.0,5.0,9.0,1.0,7.0,6.0,10.0,G
730,4.0,8.0,7.0,6.0,6.0,8.0,7.0,2.0,6.0,7.0,6.0,7.0,5.0,7.0,7.0,8.0,X
731,4.0,4.0,5.0,3.0,3.0,4.0,11.0,3.0,2.0,9.0,9.0,7.0,6.0,12.0,1.0,6.0,W
732,3.0,2.0,5.0,4.0,3.0,7.0,6.0,6.0,6.0,6.0,6.0,10.0,2.0,9.0,4.0,9.0,G
733,3.0,6.0,5.0,4.0,7.0,9.0,7.0,5.0,1.0,7.0,6.0,8.0,7.0,10.0,2.0,7.0,W
734,3.0,5.0,4.0,3.0,2.0,4.0,10.0,1.0,7.0,10.0,10.0,6.0,1.0,11.0,3.0,4.0,Y
735,5.0,8.0,6.0,7.0,3.0,8.0,9.0,8.0,6.0,5.0,8.0,9.0,3.0,7.0,6.0,10.0,Q
736,6.0,11.0,8.0,8.0,5.0,6.0,6.0,6.0,7.0,6.0,6.0,8.0,3.0,8.0,4.0,7.0,G
737,4.0,8.0,4.0,6.0,4.0,3.0,8.0,5.0,9.0,7.0,6.0,14.0,0.0,8.0,6.0,8.0,E
738,2.0,1.0,3.0,1.0,1.0,9.0,12.0,3.0,2.0,5.0,11.0,8.0,2.0,11.0,0.0,8.0,V
739,8.0,11.0,8.0,8.0,6.0,7.0,11.0,4.0,8.0,11.0,9.0,4.0,6.0,12.0,6.0,5.0,T
740,1.0,3.0,2.0,2.0,1.0,7.0,8.0,1.0,7.0,13.0,6.0,8.0,0.0,8.0,1.0,7.0,I
741,2.0,0.0,2.0,1.0,1.0,8.0,6.0,6.0,5.0,6.0,5.0,9.0,1.0,8.0,5.0,10.0,G
742,7.0,11.0,10.0,8.0,12.0,8.0,8.0,6.0,2.0,7.0,7.0,8.0,10.0,9.0,7.0,11.0,O
743,7.0,14.0,6.0,8.0,5.0,7.0,7.0,5.0,4.0,9.0,5.0,6.0,4.0,9.0,9.0,8.0,G
744,3.0,7.0,5.0,5.0,3.0,8.0,8.0,5.0,5.0,8.0,5.0,7.0,3.0,7.0,5.0,10.0,R
745,5.0,7.0,7.0,6.0,8.0,5.0,8.0,5.0,4.0,6.0,5.0,9.0,11.0,9.0,4.0,8.0,M
746,2.0,5.0,1.0,3.0,1.0,7.0,7.0,1.0,7.0,7.0,6.0,8.0,0.0,8.0,3.0,8.0,I
747,3.0,7.0,4.0,5.0,2.0,4.0,3.0,5.0,8.0,1.0,1.0,5.0,0.0,7.0,1.0,5.0,L
748,5.0,7.0,4.0,10.0,3.0,8.0,8.0,3.0,3.0,12.0,4.0,5.0,2.0,8.0,7.0,9.0,J
749,9.0,14.0,8.0,8.0,5.0,7.0,5.0,4.0,9.0,10.0,4.0,9.0,3.0,7.0,9.0,9.0,Q
750,5.0,9.0,7.0,7.0,7.0,10.0,11.0,2.0,2.0,6.0,8.0,7.0,9.0,13.0,2.0,8.0,W
751,4.0,9.0,5.0,6.0,4.0,7.0,6.0,12.0,4.0,6.0,12.0,8.0,3.0,9.0,0.0,8.0,U
752,4.0,9.0,4.0,4.0,2.0,5.0,10.0,2.0,6.0,11.0,8.0,6.0,2.0,9.0,4.0,3.0,T
753,6.0,8.0,8.0,7.0,8.0,5.0,10.0,4.0,5.0,8.0,7.0,9.0,4.0,10.0,9.0,7.0,E
754,4.0,8.0,6.0,6.0,3.0,5.0,11.0,3.0,4.0,8.0,12.0,9.0,2.0,10.0,1.0,8.0,V
755,2.0,2.0,1.0,4.0,1.0,7.0,7.0,1.0,7.0,7.0,6.0,8.0,0.0,8.0,3.0,8.0,I
756,5.0,7.0,5.0,5.0,3.0,3.0,9.0,5.0,6.0,11.0,11.0,9.0,3.0,9.0,1.0,6.0,U
757,7.0,9.0,9.0,8.0,8.0,6.0,7.0,5.0,8.0,7.0,6.0,9.0,6.0,4.0,8.0,3.0,D
758,2.0,3.0,3.0,1.0,1.0,5.0,11.0,2.0,5.0,13.0,6.0,4.0,1.0,9.0,1.0,8.0,F
759,10.0,14.0,7.0,8.0,4.0,6.0,8.0,5.0,4.0,7.0,4.0,6.0,5.0,9.0,5.0,7.0,O
760,4.0,8.0,4.0,6.0,2.0,3.0,6.0,6.0,11.0,7.0,7.0,14.0,0.0,8.0,7.0,7.0,E
761,3.0,5.0,4.0,7.0,7.0,7.0,5.0,4.0,2.0,7.0,7.0,9.0,5.0,10.0,4.0,8.0,Y
762,4.0,6.0,5.0,4.0,4.0,8.0,6.0,7.0,5.0,7.0,6.0,9.0,3.0,8.0,4.0,6.0,U
763,2.0,1.0,3.0,1.0,2.0,8.0,6.0,6.0,4.0,7.0,7.0,8.0,6.0,5.0,1.0,7.0,M
764,3.0,6.0,4.0,4.0,3.0,8.0,8.0,7.0,4.0,7.0,7.0,7.0,3.0,8.0,2.0,8.0,O
765,4.0,9.0,3.0,4.0,2.0,8.0,7.0,3.0,4.0,10.0,5.0,8.0,3.0,9.0,8.0,11.0,E
766,3.0,7.0,4.0,5.0,4.0,7.0,9.0,6.0,5.0,8.0,5.0,9.0,3.0,6.0,5.0,10.0,R
767,5.0,9.0,5.0,5.0,2.0,4.0,8.0,4.0,6.0,9.0,11.0,11.0,5.0,9.0,3.0,6.0,K
768,2.0,1.0,2.0,1.0,2.0,8.0,8.0,6.0,6.0,7.0,6.0,8.0,3.0,8.0,3.0,8.0,H
769,2.0,0.0,2.0,1.0,1.0,8.0,7.0,7.0,4.0,6.0,6.0,8.0,2.0,8.0,3.0,8.0,Q
770,1.0,0.0,1.0,1.0,0.0,8.0,7.0,4.0,6.0,5.0,6.0,8.0,0.0,8.0,7.0,8.0,S
771,4.0,8.0,5.0,6.0,4.0,3.0,13.0,6.0,2.0,11.0,8.0,4.0,0.0,9.0,3.0,8.0,P
772,5.0,9.0,5.0,5.0,3.0,7.0,5.0,3.0,5.0,12.0,7.0,11.0,3.0,8.0,6.0,9.0,L
773,5.0,9.0,4.0,4.0,2.0,9.0,6.0,4.0,4.0,11.0,4.0,10.0,3.0,8.0,6.0,11.0,E
774,7.0,11.0,6.0,6.0,3.0,7.0,8.0,3.0,5.0,13.0,7.0,8.0,2.0,8.0,3.0,7.0,S
775,4.0,7.0,5.0,5.0,3.0,6.0,10.0,3.0,5.0,13.0,7.0,5.0,2.0,10.0,2.0,8.0,F
776,2.0,6.0,5.0,4.0,3.0,6.0,5.0,1.0,3.0,5.0,2.0,7.0,2.0,6.0,3.0,4.0,A
777,7.0,9.0,10.0,8.0,11.0,7.0,7.0,6.0,3.0,7.0,7.0,8.0,8.0,10.0,9.0,9.0,G
778,7.0,13.0,7.0,7.0,4.0,8.0,4.0,3.0,4.0,11.0,8.0,12.0,3.0,10.0,5.0,10.0,L
779,9.0,13.0,7.0,7.0,4.0,9.0,2.0,4.0,4.0,12.0,5.0,13.0,2.0,7.0,6.0,9.0,L
780,4.0,9.0,6.0,6.0,3.0,4.0,9.0,7.0,7.0,10.0,11.0,9.0,3.0,9.0,1.0,8.0,U
781,3.0,7.0,3.0,5.0,2.0,3.0,7.0,6.0,10.0,7.0,6.0,15.0,0.0,8.0,7.0,7.0,E
782,3.0,8.0,5.0,6.0,5.0,8.0,7.0,7.0,4.0,7.0,6.0,9.0,5.0,7.0,7.0,4.0,A
783,4.0,5.0,5.0,4.0,3.0,6.0,9.0,5.0,7.0,6.0,10.0,9.0,3.0,9.0,1.0,8.0,U
784,2.0,4.0,4.0,3.0,2.0,7.0,9.0,2.0,4.0,10.0,6.0,6.0,5.0,8.0,1.0,7.0,N
785,2.0,4.0,3.0,3.0,1.0,10.0,2.0,3.0,2.0,10.0,2.0,9.0,2.0,6.0,2.0,8.0,A
786,3.0,6.0,4.0,4.0,2.0,8.0,7.0,2.0,9.0,11.0,5.0,8.0,2.0,8.0,6.0,8.0,Z
787,3.0,4.0,3.0,3.0,3.0,7.0,7.0,5.0,8.0,7.0,6.0,9.0,2.0,8.0,6.0,9.0,E
788,3.0,5.0,5.0,3.0,2.0,6.0,9.0,2.0,4.0,10.0,7.0,7.0,5.0,8.0,1.0,8.0,N
789,5.0,7.0,7.0,5.0,3.0,7.0,9.0,2.0,4.0,10.0,6.0,6.0,5.0,9.0,1.0,7.0,N
790,5.0,6.0,6.0,8.0,3.0,5.0,9.0,9.0,2.0,7.0,3.0,11.0,4.0,8.0,2.0,11.0,K
791,4.0,7.0,6.0,5.0,3.0,8.0,8.0,4.0,1.0,7.0,8.0,8.0,8.0,9.0,0.0,8.0,W
792,5.0,10.0,7.0,8.0,8.0,8.0,10.0,6.0,3.0,8.0,7.0,6.0,10.0,10.0,6.0,10.0,O
793,6.0,9.0,7.0,4.0,3.0,12.0,2.0,3.0,2.0,10.0,3.0,9.0,6.0,4.0,1.0,9.0,M
794,5.0,10.0,6.0,8.0,9.0,7.0,8.0,5.0,1.0,7.0,6.0,7.0,11.0,11.0,9.0,12.0,O
795,7.0,12.0,6.0,6.0,3.0,6.0,8.0,2.0,7.0,10.0,7.0,6.0,2.0,10.0,5.0,6.0,F
796,3.0,7.0,4.0,5.0,2.0,9.0,4.0,5.0,4.0,14.0,6.0,12.0,0.0,6.0,1.0,7.0,J
797,4.0,9.0,4.0,7.0,5.0,6.0,8.0,8.0,6.0,7.0,5.0,7.0,2.0,8.0,7.0,9.0,B
798,2.0,5.0,4.0,3.0,3.0,8.0,7.0,3.0,6.0,9.0,5.0,7.0,2.0,8.0,5.0,10.0,B
799,5.0,8.0,5.0,6.0,2.0,3.0,11.0,3.0,4.0,10.0,11.0,7.0,2.0,10.0,1.0,8.0,V
800,5.0,9.0,7.0,8.0,8.0,9.0,8.0,4.0,5.0,7.0,6.0,8.0,5.0,10.0,9.0,11.0,S
801,4.0,11.0,6.0,8.0,7.0,8.0,7.0,2.0,8.0,7.0,6.0,8.0,0.0,8.0,9.0,8.0,Z
802,2.0,7.0,4.0,5.0,4.0,7.0,7.0,3.0,4.0,7.0,6.0,10.0,5.0,10.0,6.0,5.0,L
803,6.0,10.0,9.0,8.0,12.0,8.0,8.0,5.0,3.0,6.0,7.0,7.0,7.0,10.0,11.0,10.0,B
804,3.0,8.0,4.0,6.0,3.0,7.0,8.0,7.0,5.0,9.0,8.0,8.0,3.0,8.0,3.0,8.0,O
805,1.0,0.0,2.0,0.0,0.0,8.0,9.0,3.0,1.0,6.0,12.0,8.0,2.0,11.0,0.0,8.0,V
806,4.0,11.0,5.0,8.0,5.0,3.0,7.0,5.0,9.0,7.0,7.0,14.0,0.0,8.0,6.0,9.0,E
807,3.0,5.0,6.0,7.0,1.0,6.0,11.0,2.0,3.0,9.0,12.0,8.0,1.0,10.0,0.0,8.0,Y
808,4.0,9.0,5.0,7.0,6.0,7.0,7.0,9.0,5.0,7.0,5.0,6.0,2.0,8.0,8.0,10.0,B
809,5.0,11.0,8.0,8.0,11.0,9.0,7.0,4.0,4.0,6.0,7.0,7.0,8.0,8.0,8.0,7.0,B
810,7.0,13.0,7.0,7.0,4.0,8.0,5.0,4.0,4.0,6.0,7.0,7.0,5.0,7.0,3.0,7.0,U
811,3.0,3.0,4.0,1.0,2.0,5.0,11.0,3.0,2.0,9.0,8.0,7.0,6.0,11.0,1.0,6.0,W
812,4.0,6.0,6.0,4.0,4.0,6.0,8.0,2.0,8.0,11.0,7.0,9.0,2.0,9.0,4.0,8.0,E
813,6.0,11.0,6.0,8.0,4.0,5.0,7.0,10.0,10.0,7.0,6.0,6.0,3.0,8.0,4.0,8.0,D
814,6.0,10.0,6.0,8.0,3.0,5.0,9.0,7.0,8.0,13.0,9.0,7.0,2.0,11.0,2.0,7.0,C
